Unnamed: 0,chr1,start1,end1,chr2,start2,end2,status,ctrl_signal,rbp1_signal,log2FC,log2FC_clipped,condition,distance,loop_id,comp_switch_A1,comp_switch_A2,loop_class,source,CTCF_signal,H3K27me3_signal,H3K4me3_signal,rad21_signal,GC_mean,GC_diff,E1_anchor1_ctrl,E1_anchor1_rbp1,E1_anchor2_ctrl,E1_anchor2_rbp1,delta_E1_anchor1,delta_E1_anchor2,loop_chr,loop_start,loop_end,gene_id
1824,chr12,105422500,105427500,chr12,106282500,106287500,shared,0.0060075390228861,0.0051780551605208,-0.2143637806435722,-0.2143637806435722,shared,860000,1824,stable,stable,intra-TAD,ctrl,3.099777,0.09417085,0.18942404,0.037981108,0.4267999999999999,0.0144,0.8658674182040162,0.5718636760562558,0.8835191916385993,0.7356268990132484,-0.2940037421477605,-0.1478922926253508,chr12,105422500,106287500,"ENST00000378026.5,ENST00000552828.5,ENST00000553039.1"
1826,chr12,106225000,106230000,chr12,106280000,106285000,shared,0.053431456681252,0.0497094766993818,-0.1041684334870183,-0.1041684334870183,shared,55000,1826,stable,stable,intra-TAD,ctrl,3.1650352,0.1883419,0.5032629,0.02328477,0.4323,0.0529999999999999,0.3767439949011291,0.3525437335682245,0.3954474318159298,0.3888252569357189,-0.0242002613329045,-0.0066221748802108,chr12,106225000,106285000,"ENST00000378026.5,ENST00000552828.5,ENST00000553039.1"
1829,chr12,108560000,108565000,chr12,109090000,109095000,shared,0.0125801563976301,0.0080462848608523,-0.6447551386471767,-0.6447551386471767,shared,530000,1829,stable,stable,uncategorized,ctrl,2.0882711,1.7421628,0.19448137,0.023067497,0.4982999999999999,0.0137999999999999,0.6416572284429205,0.6829905994774,0.6278021883346914,0.7244399933761514,0.0413333710344795,0.09663780504146,chr12,108560000,109095000,"ENST00000228463.6,ENST00000550948.2"
1830,chr12,108565000,108570000,chr12,108800000,108805000,shared,0.0277900491693822,0.02309976212998,-0.2666903915724028,-0.2666903915724028,shared,235000,1830,stable,stable,intra-TAD,ctrl,0.0,5.3795156,0.188543,0.028550588,0.4423,0.0002,0.5503479556489937,0.6147324934366276,0.3785470820117887,0.4245848052567051,0.0643845377876338,0.0460377232449163,chr12,108565000,108805000,"ENST00000228463.6,ENST00000550948.2"
1841,chr12,111750000,111755000,chr12,111810000,111815000,shared,0.0568208649919596,0.0525958220673883,-0.1114725900012681,-0.1114725900012681,shared,60000,1841,stable,stable,uncategorized,ctrl,2.2840474,4.3083205,0.188543,0.023952268,0.4862,0.0252,0.6060838639285863,0.5341449863467352,0.8972900348935993,0.8350499988535818,-0.071938877581851,-0.0622400360400174,chr12,111750000,111815000,"ENST00000261733.7,ENST00000416293.7,ENST00000546840.3,ENST00000548536.1,ENST00000549106.1"
1860,chr12,116702500,116707500,chr12,117122500,117127500,shared,0.0068026258108381,0.0069870842394199,0.0385988005767647,0.0385988005767647,shared,420000,1860,stable,stable,uncategorized,ctrl,2.6429672,0.28251278,0.19774023,0.05028583,0.4491,0.033,0.978585133402506,1.0660985455622625,0.9754708661822876,0.9608741304628642,0.0875134121597565,-0.0145967357194235,chr12,116702500,117127500,"ENST00000257575.9,ENST00000392549.7,ENST00000407967.7,ENST00000547718.5,ENST00000551251.1,ENST00000552920.1,ENST00000615278.1,ENST00000677328.1"
2080,chr14,20320000,20325000,chr14,20605000,20610000,shared,0.0277374267350595,0.0381293430960711,0.4590677243598614,0.4590677243598614,shared,285000,2080,stable,stable,uncategorized,ctrl,1.0441359,0.1883418,0.188543,0.026591267,0.4471,0.0734,0.439847153107475,0.5337624164597814,0.6118168143599526,0.6405406918966944,0.0939152633523063,0.0287238775367417,chr14,20320000,20610000,ENST00000410557.1
2081,chr14,20322500,20327500,chr14,20682500,20687500,shared,0.0074620724426041,0.0057969249921785,-0.3642885477103608,-0.3642885477103608,shared,360000,2081,stable,stable,uncategorized,ctrl,9.234075,0.6356537,0.25069302,0.039149098,0.4472,0.0852,0.439847153107475,0.5337624164597814,0.3053928525075309,0.4058312644227661,0.0939152633523063,0.1004384119152352,chr14,20322500,20687500,ENST00000410557.1
2099,chr14,23982500,23987500,chr14,24092500,24097500,shared,0.022418233954438,0.0218178232535696,-0.0391654588190167,-0.0391654588190167,shared,110000,2099,stable,stable,intra-TAD,ctrl,11.615999,0.56502527,0.188543,0.043990813,0.4946,0.1172,0.2777566518462581,0.242706027796634,0.4745461447927185,0.4154519359925805,-0.035050624049624,-0.0590942088001379,chr14,23982500,24097500,"ENST00000216780.9,ENST00000396973.8,ENST00000545054.6,ENST00000558096.5,ENST00000558674.5,ENST00000559250.5,ENST00000559584.5,ENST00000559837.5,ENST00000560106.5,ENST00000560657.1,ENST00000560736.5,ENST00000561050.5,ENST00000561286.5"
2100,chr14,24005000,24010000,chr14,24090000,24095000,shared,,,0.0,0.0,shared,85000,2100,stable,stable,intra-TAD,ctrl,9.85402,0.1883416,0.46712872,0.04741622,0.508,0.026,0.430220709901418,0.3769667661271076,0.398298587947924,0.4107340649307017,-0.0532539437743104,0.0124354769827776,chr14,24005000,24095000,"ENST00000216780.9,ENST00000396973.8,ENST00000545054.6,ENST00000558096.5,ENST00000558674.5,ENST00000559250.5,ENST00000559584.5,ENST00000559837.5,ENST00000560106.5,ENST00000560657.1,ENST00000560736.5,ENST00000561050.5,ENST00000561286.5"
2319,chr15,34062500,34067500,chr15,34592500,34597500,shared,0.0061121217038215,0.0109818508782079,0.845376050731926,0.845376050731926,shared,530000,2319,stable,stable,intra-TAD,ctrl,2.6103387,0.7298243,0.188543,0.052322164,0.4085,0.0978,1.1350620319809386,1.0947281332834895,0.9824921891879562,1.0722438354745896,-0.0403338986974488,0.0897516462866333,chr15,34062500,34597500,"ENST00000359187.5,ENST00000473125.5,ENST00000565885.1,ENST00000569781.1,ENST00000699472.1"
2341,chr15,40912500,40917500,chr15,41322500,41327500,shared,0.0055156566616146,0.0112204324754471,1.024523723692056,1.024523723692056,shared,410000,2341,stable,stable,intra-TAD,ctrl,0.26103395,0.0,0.188543,0.022562608,0.4982,0.1008,0.849944678409178,0.908307066294226,0.794983427315349,0.8100699152407879,0.0583623878850479,0.0150864879254388,chr15,40912500,41327500,"ENST00000444189.7,ENST00000487220.1,ENST00000617768.5"
2342,chr15,40940000,40945000,chr15,41185000,41190000,shared,0.0255924163280367,0.0236634363758265,-0.1130567716571574,-0.1130567716571574,shared,245000,2342,stable,stable,intra-TAD,ctrl,6.134297,0.0,0.22879376,0.035808403,0.5113000000000001,0.1458,0.702346682807665,0.6175612962594932,,0.5718480492362709,-0.0847853865481718,,chr15,40940000,41190000,"ENST00000444189.7,ENST00000487220.1,ENST00000617768.5"
2450,chr15,72720000,72725000,chr15,73080000,73085000,shared,0.0127160245965318,0.0108357169268659,-0.2308531021233584,-0.2308531021233584,shared,360000,2450,stable,stable,intra-TAD,ctrl,1.0767647,2.6838717,0.2112982,0.025759406,0.3766,0.0108,0.9298185232649292,1.0203080568261005,0.6116183556853234,0.6706890506594806,0.090489533561171,0.0590706949741571,chr15,72720000,73085000,"ENST00000261908.11,ENST00000339362.9,ENST00000558964.5,ENST00000560262.5"
2451,chr15,72790000,72795000,chr15,73080000,73085000,shared,0.0240703743101331,0.0188702889775562,-0.3511420604597698,-0.3511420604597698,shared,290000,2451,stable,stable,intra-TAD,ctrl,7.0479093,0.4708545,0.3049346,0.03681837,0.3881,0.0338,0.6482794639683098,0.6294711815848262,0.7546532797959754,0.7206165129813471,-0.0188082823834836,-0.0340367668146283,chr15,72790000,73085000,"ENST00000261908.11,ENST00000339362.9,ENST00000558964.5,ENST00000560262.5"
2452,chr15,73302500,73307500,chr15,73702500,73707500,shared,0.0105588275773357,0.0123946771139745,0.2312710383932497,0.2312710383932497,shared,400000,2452,stable,stable,intra-TAD,ctrl,1.7946082,2.248331,0.21981779,0.03380394,0.5242,0.0756,0.7201632949968731,0.5949655458790772,0.9063638606012178,0.6601706030662231,-0.1251977491177959,-0.2461932575349946,chr15,73302500,73707500,"ENST00000261908.11,ENST00000339362.9,ENST00000558964.5,ENST00000560262.5,ENST00000560328.1,ENST00000560808.1"
2457,chr15,74370000,74375000,chr15,74765000,74770000,shared,0.009177550659426,0.0117438844584616,0.3557286014572722,0.3557286014572722,shared,395000,2457,stable,stable,uncategorized,ctrl,2.577709,0.6827387,0.22671148,0.032288317,0.5145,0.0101999999999999,0.6320281670386354,0.5234786159576847,0.757325759832566,0.7436610449875636,-0.1085495510809506,-0.0136647148450024,chr15,74370000,74770000,"ENST00000261918.9,ENST00000315127.9,ENST00000426797.7,ENST00000542748.6,ENST00000543145.6,ENST00000562047.1,ENST00000562174.5,ENST00000562974.1,ENST00000563009.5,ENST00000563292.1,ENST00000565602.5,ENST00000566119.5,ENST00000566219.1,ENST00000566243.5,ENST00000566828.5,ENST00000567813.1,ENST00000568176.5,ENST00000569007.1,ENST00000569561.5,ENST00000569606.1,ENST00000569617.1,ENST00000570138.5,ENST00000647659.1"
2458,chr15,74375000,74380000,chr15,74620000,74625000,shared,0.0143049775547993,0.0165541200568084,0.2106730915343278,0.2106730915343278,shared,245000,2458,stable,stable,uncategorized,ctrl,3.3934395,7.7337904,0.188543,0.037399575,0.5359,0.0585999999999999,0.690740279603304,0.630052601388271,0.7569332585787069,0.7697460597770962,-0.0606876782150329,0.0128128011983893,chr15,74375000,74625000,"ENST00000261918.9,ENST00000542748.6,ENST00000543145.6,ENST00000569617.1"
2459,chr15,74380000,74385000,chr15,74435000,74440000,shared,0.0651713375814497,0.0638666742156021,-0.0291742794755637,-0.0291742794755637,shared,55000,2459,stable,stable,intra-TAD,ctrl,6.362705,0.5414827,0.19235745,0.054583594,0.5339,0.065,0.7936052247644179,0.7362042315941172,0.6787134090409277,0.5084384969110338,-0.0574009931703006,-0.1702749121298938,chr15,74380000,74440000,"ENST00000261918.9,ENST00000542748.6,ENST00000543145.6,ENST00000569617.1"
2461,chr15,74632500,74637500,chr15,74762500,74767500,shared,0.0594822028881087,0.0563558179133188,-0.0778935225029392,-0.0778935225029392,shared,130000,2461,stable,stable,inter-TAD,ctrl,8.026789,0.0,0.19392994,0.044903535,0.5091,0.0282,0.694533911074036,0.7885087243560578,0.6787134090409277,0.5084384969110338,0.0939748132820218,-0.1702749121298938,chr15,74632500,74767500,"ENST00000315127.9,ENST00000426797.7,ENST00000562047.1,ENST00000562174.5,ENST00000562974.1,ENST00000563009.5,ENST00000563292.1,ENST00000565602.5,ENST00000566119.5,ENST00000566219.1,ENST00000566243.5,ENST00000566828.5,ENST00000567813.1,ENST00000568176.5,ENST00000569007.1,ENST00000569561.5,ENST00000569606.1,ENST00000570138.5,ENST00000647659.1"
2463,chr15,75022500,75027500,chr15,75302500,75307500,shared,0.0262051918623743,0.0275332947229455,0.0713245860455078,0.0713245860455078,shared,280000,2463,stable,stable,uncategorized,ctrl,5.449078,0.09417085,0.18854299,0.043422528,0.4644,0.0688,0.694533911074036,0.7885087243560578,0.8713984135906122,0.8669754139742872,0.0939748132820218,-0.0044229996163249,chr15,75022500,75307500,"ENST00000360639.6,ENST00000394987.5,ENST00000562637.1,ENST00000563905.5,ENST00000564848.1,ENST00000567617.1"
2464,chr15,75032500,75037500,chr15,75202500,75207500,shared,0.0578321780545783,0.0422170943676273,-0.4540451501838664,-0.4540451501838664,shared,170000,2464,stable,stable,intra-TAD,ctrl,1.0441358,0.0,0.21418488,0.02522038,0.5364,0.1008,0.4019578235496681,0.3557293678227114,0.3763376946117665,0.3627631708213496,-0.0462284557269567,-0.0135745237904169,chr15,75032500,75207500,"ENST00000360639.6,ENST00000394987.5,ENST00000562637.1,ENST00000563905.5,ENST00000564848.1,ENST00000567617.1"
2482,chr15,80455000,80460000,chr15,80970000,80975000,shared,0.0121649851222906,0.009895782978599,-0.2978487894008462,-0.2978487894008462,shared,515000,2482,stable,stable,uncategorized,ctrl,36.348965,0.2825127,0.30546078,0.025625572,0.4349,0.0018,0.374697498204753,0.3601750029172819,0.5320213155166139,0.4683101602703013,-0.0145224952874711,-0.0637111552463126,chr15,80455000,80975000,"ENST00000220244.7,ENST00000356249.9,ENST00000394685.8,ENST00000495041.1,ENST00000559966.1,ENST00000560027.1"
2483,chr15,80782500,80787500,chr15,80962500,80967500,shared,0.0187756956172179,0.023764085352865,0.3399165164832438,0.3399165164832438,shared,180000,2483,stable,stable,intra-TAD,ctrl,1.3377991,3.7550673,0.188543,0.03688735,0.43,0.0604,0.374697498204753,0.3601750029172819,0.3006497964411049,0.2911421760258694,-0.0145224952874711,-0.0095076204152354,chr15,80782500,80967500,"ENST00000220244.7,ENST00000356249.9,ENST00000394685.8,ENST00000495041.1,ENST00000559966.1,ENST00000560027.1"
2532,chr15,98442500,98447500,chr15,98652500,98657500,shared,0.0121376663207497,0.0199267807591523,0.7152175917632431,0.7152175917632431,shared,210000,2532,stable,stable,intra-TAD,ctrl,0.0,0.18834162,0.188543,0.023914348,0.4296,0.0932,0.647780603113998,0.6977238805117411,0.5203639002495885,0.4216952797270054,0.049943277397743,-0.098668620522583,chr15,98442500,98657500,"ENST00000559925.5,ENST00000649865.1,ENST00000650285.1"
2533,chr15,98515000,98520000,chr15,98655000,98660000,shared,0.0226478861308161,0.0243928188250445,0.1070800842851499,0.1070800842851499,shared,140000,2533,stable,stable,intra-TAD,ctrl,2.8713734,1.6715344,0.2056362,0.029023957,0.4246999999999999,0.0501999999999999,0.7344882727143721,0.6646848719254577,0.5203639002495885,0.4216952797270054,-0.0698034007889144,-0.098668620522583,chr15,98515000,98660000,"ENST00000559925.5,ENST00000649865.1,ENST00000650285.1"
2534,chr15,98520000,98525000,chr15,99075000,99080000,shared,0.007029518730555,0.0098419765960277,0.4855221658715215,0.4855221658715215,shared,555000,2534,stable,stable,intra-TAD,ctrl,1.0115067,0.09417081,0.22480127,0.025052804,0.4513999999999999,0.1019999999999999,0.5398011192982402,0.5867839612808602,0.5203639002495885,0.4216952797270054,0.04698284198262,-0.098668620522583,chr15,98520000,99080000,"ENST00000557873.5,ENST00000557938.5,ENST00000558355.1,ENST00000558751.1,ENST00000558898.1,ENST00000558947.1,ENST00000559582.1,ENST00000559925.5,ENST00000560144.1,ENST00000560186.5,ENST00000560277.5,ENST00000560343.1,ENST00000560432.1,ENST00000560972.1,ENST00000561049.1,ENST00000649865.1,ENST00000650285.1"
2535,chr15,98642500,98647500,chr15,98852500,98857500,shared,0.0208171349462776,0.0177302064279075,-0.2315621915393671,-0.2315621915393671,shared,210000,2535,stable,stable,inter-TAD,ctrl,0.32629248,1.7186186,0.19123647,0.024185222,0.4302,0.0903999999999999,,,,,,,chr15,98642500,98857500,"ENST00000557938.5,ENST00000558355.1,ENST00000559925.5,ENST00000560186.5,ENST00000560277.5,ENST00000649865.1,ENST00000650285.1"
2536,chr15,98780000,98785000,chr15,98895000,98900000,shared,0.0113947792565373,0.017259503020154,0.5990179468371793,0.5990179468371793,shared,115000,2536,stable,stable,intra-TAD,ctrl,0.0,1.6479905,0.19636421,0.025548987,0.3839,0.0478,-0.0234835223500806,0.1566448037309009,0.1511815608766469,0.107264307661635,0.1801283260809816,-0.0439172532150118,chr15,98780000,98900000,"ENST00000557873.5,ENST00000557938.5,ENST00000558355.1,ENST00000558898.1,ENST00000558947.1,ENST00000559925.5,ENST00000560186.5,ENST00000560277.5,ENST00000560432.1,ENST00000649865.1,ENST00000650285.1"
2592,chr16,25542500,25547500,chr16,31642500,31647500,shared,0.0192675135325632,0.0263994811361589,0.4543391704338895,0.4543391704338895,shared,6100000,2592,stable,stable,intra-TAD,ctrl,1.0441352,0.0,0.20287228,0.03240885,0.4206,0.0284,0.6540040917416834,0.6267094808799777,0.7163027195040411,0.7313121754158787,-0.0272946108617057,0.0150094559118375,chr16,25542500,31647500,"ENST00000308713.9,ENST00000331666.11,ENST00000346932.9,ENST00000350527.7,ENST00000395587.5,ENST00000537485.5,ENST00000561916.2,ENST00000562159.1,ENST00000563118.1,ENST00000563139.5,ENST00000564243.5,ENST00000564839.1,ENST00000565099.1,ENST00000565932.5,ENST00000566086.1,ENST00000566501.5,ENST00000566519.1,ENST00000566866.5,ENST00000568380.1,ENST00000568407.2,ENST00000568426.1,ENST00000569005.5,ENST00000569690.5,ENST00000617533.5"
2648,chr16,68532500,68537500,chr16,69122500,69127500,shared,0.0128062289891823,0.0102086947894069,-0.3270472868976191,-0.3270472868976191,shared,590000,2648,stable,stable,inter-TAD,ctrl,0.81573117,2.1541605,0.18854302,0.02532078,0.4454,0.0095999999999999,0.4922077818994782,0.4348899609387739,0.6057411957371052,0.5184325844502187,-0.0573178209607042,-0.0873086112868865,chr16,68532500,69127500,"ENST00000264012.9,ENST00000429102.6,ENST00000542274.5,ENST00000566808.2,ENST00000567674.1,ENST00000568292.1,ENST00000569036.2,ENST00000569080.2"
2649,chr16,68702500,68707500,chr16,68802500,68807500,shared,0.0366157343137906,0.0219571878135312,-0.7377704370808889,-0.7377704370808889,shared,100000,2649,stable,stable,inter-TAD,ctrl,7.569981,0.741596,0.18854302,0.038076647,0.4952,0.0856,0.5214690841587485,0.4509118083891232,0.3642203395692471,0.3205994292022827,-0.0705572757696252,-0.0436209103669644,chr16,68702500,68807500,ENST00000569080.2
2651,chr16,69372500,69377500,chr16,69742500,69747500,shared,0.0108380651586368,0.0074572094320797,-0.539399461180021,-0.539399461180021,shared,370000,2651,stable,stable,intra-TAD,ctrl,0.7831019,0.08239945,0.188543,0.027508061,0.4588,0.0751999999999999,-0.6784379313246811,-0.6085893295610318,-0.416114560407082,-0.362622410653882,0.0698486017636492,0.0534921497532,chr16,69372500,69747500,"ENST00000268802.10,ENST00000564620.5,ENST00000569871.5"
2652,chr16,69390000,69395000,chr16,69755000,69760000,shared,0.0194080425493988,0.0180312326299341,-0.106156594515846,-0.106156594515846,shared,365000,2652,stable,stable,intra-TAD,ctrl,1.7619787,1.2595361,0.20094715,0.03598849,0.4715,0.0209999999999999,-0.6767207856019825,-0.727958105950502,-0.4123380587411291,-0.3621522668284608,-0.0512373203485195,0.0501857919126683,chr16,69390000,69760000,"ENST00000268802.10,ENST00000561677.6,ENST00000562416.1,ENST00000563055.1,ENST00000564620.5,ENST00000569871.5"
2664,chr16,74705000,74710000,chr16,74860000,74865000,shared,0.0240812622960719,0.0272836193799863,0.1801240240108204,0.1801240240108204,shared,155000,2664,stable,stable,intra-TAD,ctrl,2.5777097,0.71805316,0.188543,0.031449795,0.436,0.0308,0.4515102465015367,0.3745814544580949,0.6574668979996651,0.6249065291591951,-0.0769287920434417,-0.0325603688404699,chr16,74705000,74865000,"ENST00000219368.8,ENST00000562145.1,ENST00000567683.5,ENST00000569949.1"
2665,chr16,74705000,74710000,chr16,74810000,74815000,shared,0.0174906446130201,0.0206535371072705,0.2398054171562184,0.2398054171562184,shared,105000,2665,stable,stable,intra-TAD,ctrl,6.1669254,0.37668347,0.3332917,0.05132851,0.4318999999999999,0.0226,0.4415212392090252,0.4198476102053035,0.4588781041989059,0.4587980073522421,-0.0216736290037217,-8.009684666387962e-05,chr16,74705000,74815000,"ENST00000219368.8,ENST00000562145.1,ENST00000567683.5,ENST00000569949.1"
2743,chr17,15832500,15837500,chr17,20652500,20657500,shared,0.0281591889331104,0.0280710701692396,-0.0045217151670116,-0.0045217151670116,shared,4820000,2743,stable,stable,intra-TAD,ctrl,2.1535292,0.77691007,0.5536484,0.029106196,0.4531,0.0258,1.5406738909608355,1.4320135092653596,0.9450862367130876,0.8927250671132326,-0.1086603816954758,-0.052361169599855,chr17,15832500,20657500,"ENST00000571722.3,ENST00000580533.1,ENST00000584923.1"
2745,chr17,15872500,15877500,chr17,20692500,20697500,shared,0.0141075605287505,0.022360114357563,0.6644590271491708,0.6644590271491708,shared,4820000,2745,stable,stable,intra-TAD,ctrl,1.2725396,0.09417095,0.188543,0.035710793,0.3851,0.0225999999999999,0.8105947972529548,1.0167892081469647,0.7589103235273646,0.8303704530526477,0.2061944108940099,0.071460129525283,chr17,15872500,20697500,"ENST00000571722.3,ENST00000580533.1,ENST00000584923.1"
2800,chr17,40012500,40017500,chr17,40172500,40177500,shared,0.022392666796418,0.0156889604014854,-0.5132765943502219,-0.5132765943502219,shared,160000,2800,stable,stable,intra-TAD,ctrl,7.5047235,0.47085434,0.8233364,0.03123674,0.5376,0.0727999999999999,-0.0508097070575829,-0.0377196491685371,-0.0403890355118945,-0.0752922495561641,0.0130900578890458,-0.0349032140442696,chr17,40012500,40177500,ENST00000246672.4
2802,chr17,40360000,40365000,chr17,40555000,40560000,shared,0.0275039155664508,0.0210885721365404,-0.3831756044929143,-0.3831756044929143,shared,195000,2802,stable,stable,intra-TAD,ctrl,70.5444,0.92993784,0.20554277,0.05240526,0.5737,0.0709999999999999,0.2883944949201893,0.2452142780251575,-0.3855058487664335,-0.2879130960383252,-0.0431802168950317,0.0975927527281083,chr17,40360000,40560000,"ENST00000254051.11,ENST00000394072.7,ENST00000497303.1,ENST00000582747.1"
2803,chr17,40440000,40445000,chr17,40530000,40535000,shared,0.0440098766835024,0.0479185861503334,0.1227580124031163,0.1227580124031163,shared,90000,2803,stable,stable,intra-TAD,ctrl,36.87103,0.28251263,0.38208932,0.038208973,0.5327,0.0938,-0.6496720633837739,-0.6147760216229197,-0.5641559980653377,-0.5835571673562902,0.0348960417608542,-0.0194011692909524,chr17,40440000,40535000,"ENST00000254051.11,ENST00000394072.7,ENST00000497303.1,ENST00000582747.1"
2807,chr17,41732500,41737500,chr17,41802500,41807500,shared,0.068562143632679,0.0652542178901488,-0.0713410594465115,-0.0713410594465115,shared,70000,2807,stable,stable,inter-TAD,ctrl,17.946074,1.447878,0.188543,0.037855834,0.5548,0.0183999999999999,-0.5268193749608917,-0.5376636518016097,-0.2620440231504816,-0.3016931677049796,-0.0108442768407179,-0.039649144554498,chr17,41732500,41807500,"ENST00000310706.9,ENST00000393930.5,ENST00000393931.8,ENST00000420370.5,ENST00000424457.5,ENST00000437187.5,ENST00000437369.5,ENST00000449889.5,ENST00000465293.1,ENST00000585793.1,ENST00000589036.1,ENST00000591690.5"
2816,chr17,45145000,45150000,chr17,45195000,45200000,shared,0.0536482208051744,0.054973647965969,0.03520989146016,0.03520989146016,shared,50000,2816,stable,stable,intra-TAD,ctrl,74.753555,2.3895867,0.22606856,0.059353575,0.5215,0.0701999999999999,0.716629852419051,0.6009086312222337,0.7149058677171097,0.7160755238135487,-0.1157212211968172,0.0011696560964389,chr17,45145000,45200000,ENST00000332499.4
2823,chr17,47840000,47845000,chr17,47885000,47890000,shared,0.0556636788808285,0.054954520835883,-0.0184980918832652,-0.0184980918832652,shared,45000,2823,stable,stable,intra-TAD,ctrl,1.3704284,0.0,0.25453308,0.031390592,0.5327999999999999,0.0144,-0.1893305294597239,-0.2237281718179667,-0.052986225025661,-0.0401484668291178,-0.0343976423582428,0.0128377581965431,chr17,47840000,47890000,"ENST00000342234.3,ENST00000536300.2"
2824,chr17,47842500,47847500,chr17,48002500,48007500,shared,0.0150518109906129,0.0258102431421632,0.7780066538772002,0.7780066538772002,shared,160000,2824,stable,stable,intra-TAD,ctrl,2.545081,0.0,0.23862475,0.03672959,0.5101,0.0598,0.7079910076177272,0.656601606604538,0.715292414106352,0.6031240819479856,-0.0513894010131891,-0.1121683321583664,chr17,47842500,48007500,"ENST00000338399.9,ENST00000342234.3,ENST00000536300.2,ENST00000536708.6,ENST00000577442.5,ENST00000577664.5,ENST00000577802.1,ENST00000578018.5,ENST00000578134.5,ENST00000578525.5,ENST00000578663.1,ENST00000578733.5,ENST00000578996.1,ENST00000579175.5,ENST00000579605.5,ENST00000579632.5,ENST00000579780.5,ENST00000579853.5,ENST00000580287.5,ENST00000580391.5,ENST00000580670.6,ENST00000581160.5,ENST00000581662.1,ENST00000581708.5,ENST00000582114.5,ENST00000582262.1,ENST00000582275.5,ENST00000582482.1,ENST00000583182.5,ENST00000583352.5,ENST00000583363.5,ENST00000583697.1,ENST00000584042.1,ENST00000584063.5,ENST00000584168.5,ENST00000584186.1,ENST00000584525.5,ENST00000584592.5,ENST00000584991.5,ENST00000585163.5,ENST00000641877.1"
2859,chr17,54992500,54997500,chr17,55512500,55517500,shared,0.012479356813606,0.0122810825418338,-0.0231058438741612,-0.0231058438741612,shared,520000,2859,stable,stable,intra-TAD,ctrl,3.9155083,12.0538845,0.18854302,0.050870433,0.3903,0.0398,0.5599951944201271,0.5458798319453715,0.7703361079969501,0.7565752604250761,-0.0141153624747556,-0.013760847571874,chr17,54992500,55517500,"ENST00000262065.8,ENST00000571578.1,ENST00000577038.1,ENST00000649377.1"
2861,chr17,55412500,55417500,chr17,55502500,55507500,shared,,0.0145011523390702,13.823879928603857,5.0,shared,90000,2861,stable,stable,intra-TAD,ctrl,0.7831019,6.7096796,0.188543,0.025430277,0.3902,0.014,-0.4541833006685729,-0.4687492812578993,-0.6589456536408282,-0.6710273830324155,-0.0145659805893263,-0.0120817293915872,chr17,55412500,55507500,"ENST00000262065.8,ENST00000571578.1,ENST00000577038.1,ENST00000649377.1"
2938,chr17,77330000,77335000,chr17,77495000,77500000,shared,0.0297516634637783,0.0324063196184847,0.1233048491741438,0.1233048491741438,shared,165000,2938,stable,stable,intra-TAD,ctrl,26.233902,0.6356536,0.25147048,0.044121463,0.5335,0.1213999999999999,0.8623467645130263,0.9690083240008972,0.978275681255153,0.8660605158872947,0.1066615594878709,-0.1122151653678582,chr17,77330000,77500000,"ENST00000329047.13,ENST00000423034.6,ENST00000427177.6,ENST00000427180.5,ENST00000427674.6,ENST00000431235.6,ENST00000449803.6,ENST00000541152.6,ENST00000585638.1,ENST00000585929.5,ENST00000585930.5,ENST00000586128.5,ENST00000586433.5,ENST00000586456.1,ENST00000586521.5,ENST00000586812.1,ENST00000587237.1,ENST00000587514.1,ENST00000588575.1,ENST00000588690.6,ENST00000588958.6,ENST00000589070.1,ENST00000589140.1,ENST00000589246.1,ENST00000589250.6,ENST00000589920.5,ENST00000590059.5,ENST00000590294.6,ENST00000590576.5,ENST00000590586.1,ENST00000590825.1,ENST00000590917.5,ENST00000590938.5,ENST00000591020.5,ENST00000591088.5,ENST00000591198.5,ENST00000591472.6,ENST00000591704.5,ENST00000591833.5,ENST00000591934.1,ENST00000592098.1,ENST00000592407.1,ENST00000592420.1,ENST00000592481.6,ENST00000592951.5,ENST00000593189.6,ENST00000675703.1"
2944,chr17,79732500,79737500,chr17,79992500,79997500,shared,0.0152205801877428,0.0129466023193383,-0.2334498238986232,-0.2334498238986232,shared,260000,2944,stable,stable,inter-TAD,ctrl,11.0939455,18.127913,0.18854302,0.037933808,0.5333,0.0742,1.1997013869752586,1.0517712614708683,,,-0.1479301255043903,,chr17,79732500,79997500,"ENST00000310924.7,ENST00000340848.11,ENST00000570373.5,ENST00000571872.1,ENST00000572862.5,ENST00000573782.5,ENST00000574241.6,ENST00000574427.1,ENST00000576632.1,ENST00000576768.5"
2946,chr17,79810000,79815000,chr17,79990000,79995000,shared,0.0200548882908405,0.0207082607640185,0.0462524601153247,0.0462524601153247,shared,180000,2946,stable,stable,uncategorized,ctrl,7.537349,0.09417085,0.188543,0.036803212,0.6165,0.0925999999999999,0.7178633453276919,0.6785175957679634,0.709437576818653,0.744079125990786,-0.0393457495597284,0.0346415491721329,chr17,79810000,79995000,"ENST00000310924.7,ENST00000340848.11,ENST00000570373.5,ENST00000571872.1,ENST00000572862.5,ENST00000573782.5,ENST00000574241.6,ENST00000574427.1,ENST00000576632.1,ENST00000576768.5"
