gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000189184	6.07362247927806	0	4.9974549950934	0	1	NA
ENSG00000251632	0	NA	NA	NA	NA	NA
ENSG00000280352	0	NA	NA	NA	NA	NA
ENSG00000250126	12.5119525530084	0.543582595890638	1.81765825562838	0.299056543884107	0.764896902702036	NA
ENSG00000299789	0	NA	NA	NA	NA	NA
ENSG00000287441	0	NA	NA	NA	NA	NA
ENSG00000250034	0	NA	NA	NA	NA	NA
ENSG00000287144	0	NA	NA	NA	NA	NA
ENSG00000248307	110.826235235221	-0.44647875741588	0.64703384497789	-0.690039262831973	0.490169496728444	NA
ENSG00000295743	15.0020063619058	-0.295218745881803	1.59758941182605	-0.184790124231211	0.853393654181315	NA
ENSG00000250033	0.999289612755294	-1.25723391188556	4.72263008719385	-0.266214776231309	0.79007380373082	NA
ENSG00000151012	12492.5594356803	0.372207071825058	0.107573530383044	3.46002469659326	0.000540125847625414	0.0146878977585037
ENSG00000295753	5.37691915671182	-0.555709019815253	1.91410854976615	-0.290322625581055	0.771569431181242	NA
ENSG00000248397	13.9423070805582	0	2.36280747811352	0	1	NA
ENSG00000251372	0.367485633405269	0	4.99745499514185	0	1	NA
ENSG00000297834	10.9789676518725	-0.213037682935357	1.92528641851782	-0.110652462348622	0.911891943945095	NA
ENSG00000248305	5.54747868152343	3.31520071754998	2.29357142176042	1.44543164694885	0.148336679552988	NA
ENSG00000248795	0.633531013228858	-3.57855629426564	4.83878673489642	-0.739556523220535	0.459569130684931	NA
ENSG00000250977	6.68496891057957	2.29796590894861	2.4412265276402	0.941316130613214	0.346542878859751	NA
ENSG00000296345	4.0766830386483	0	3.09664608924764	0	1	NA
ENSG00000250501	0.575459993207123	0	4.99745499512337	0	1	NA
ENSG00000250195	58.9468100227123	-1.1189625374444	0.69272864274115	-1.61529705631432	0.106246380829162	NA
ENSG00000296531	0	NA	NA	NA	NA	NA
ENSG00000250577	4.34477537964376	2.29448576277875	2.80095487720468	0.8191798380803	0.412683816310359	NA
ENSG00000151014	1203.51731050789	0.335230055180473	0.151080345835353	2.218885939974	0.0264944852882684	0.166709790613267
ENSG00000109381	1587.4866068556	-0.151455371293015	0.137372620901568	-1.10251497204482	0.270237853105217	0.587075380693755
ENSG00000252503	5.76527329710851	2.27775688161251	1.83418316984083	1.2418371943791	0.214296636504666	NA
ENSG00000296566	32.061250209095	-0.0622323711976559	0.693857861842942	-0.0896903740952963	0.928533265471109	NA
ENSG00000240723	1.90943053867401	2.33949252830472	3.54597572077299	0.659759883464382	0.509407930961577	NA
ENSG00000179967	10.6724729788835	-2.49118476412474	1.26817193235681	-1.96439039578415	0.0494848357699301	NA
ENSG00000276396	0.783434353008977	0	4.99745499511461	0	1	NA
ENSG00000288785	2.66932560623376	0	3.56086983897738	0	1	NA
ENSG00000296588	3.59800464638488	1.31179055343547	2.5613522076837	0.512147665401221	0.608547667165942	NA
ENSG00000296549	9.69056367400831	-0.546135630263851	1.34444923514954	-0.406215137013416	0.684584532928127	NA
ENSG00000265892	0	NA	NA	NA	NA	NA
ENSG00000207384	0	NA	NA	NA	NA	NA
ENSG00000252362	1.86165971012556	0	4.13036459600661	0	1	NA
ENSG00000206722	2.7177886924322	0	3.51973791992298	0	1	NA
ENSG00000137463	58.0488071659775	-1.3933991440081	0.757557034515446	-1.83933232815844	0.0658663208708018	NA
ENSG00000109390	1356.47559968875	0.0312446223695818	0.137441004701746	0.22733115519189	0.820166248877252	0.933330606436482
ENSG00000164134	7441.25837891312	0.0765348140615711	0.108919750090938	0.702671590759911	0.482260436086003	0.765379880681812
ENSG00000200520	2.75803490268793	-0.0667184835138872	2.21714027208944	-0.0300921346086107	0.975993573565013	NA
ENSG00000273247	645.801910588546	0.0220702534726617	0.197546697412591	0.111721703079482	0.911044070491952	0.969729938536416
ENSG00000293157	8.88059566113717	1.21772871659112	1.57897689470446	0.771213765492773	0.440580236251775	NA
ENSG00000248863	8.00860697507705	0.490668162131967	1.32114437261469	0.371396322992982	0.710342363876701	NA
ENSG00000239005	8.16228575997877	0.860111677660113	1.32544606443062	0.648922427507148	0.516388517560536	NA
ENSG00000172007	914.47276699632	-0.0284537219505188	0.168548867304772	-0.16881585978901	0.865941483064838	0.952152142111834
ENSG00000145391	6082.97761521071	0.0825276202243739	0.122317971335163	0.674697424454827	0.499868021216216	0.77703135701132
ENSG00000249302	1.66379487841483	0	4.99745499510174	0	1	NA
ENSG00000272717	36.4049707269805	0.360624434792618	0.638144259442282	0.565114281695164	0.571996035035899	NA
ENSG00000286896	18.0047505852186	1.04704436222593	1.00196692725278	1.04498894499117	0.296028078940904	NA
ENSG00000261268	4.72799503966792	0.358696826689099	1.62538437783214	0.220684308020428	0.825338250629219	NA
ENSG00000295486	0.427984953308831	-0.958579496127797	4.90059411147999	-0.195604752061032	0.844919540527768	NA
ENSG00000085871	711.343675846673	-0.0497632688919239	0.190185156206544	-0.261656955172044	0.793585929347301	0.922108909538408
ENSG00000201533	0	NA	NA	NA	NA	NA
ENSG00000178458	3.66418811226366	-0.555299559906256	1.90587020142287	-0.291362737867292	0.770773909718839	NA
ENSG00000196782	28.4887744825191	0.306529536911586	0.695407116689989	0.440791486820858	0.659363957214188	NA
ENSG00000286320	7.00244609088235	0	2.68197281593345	0	1	NA
ENSG00000252233	0.280935580080021	-2.42258691388394	4.904300469049	-0.493971959746934	0.621325982588644	NA
ENSG00000290022	0	NA	NA	NA	NA	NA
ENSG00000294637	0.734971266810538	0	4.99745499511613	0	1	NA
ENSG00000300996	0	NA	NA	NA	NA	NA
ENSG00000301317	0.915105981270648	-2.43485595289998	4.39379245516692	-0.554158162394925	0.579470608097477	NA
ENSG00000250698	0	NA	NA	NA	NA	NA
ENSG00000308003	0.415948719603708	0	4.99745499513635	0	1	NA
ENSG00000307954	1.50266408622412	-0.641075267949194	3.57136282463163	-0.179504379540412	0.85754167880675	NA
ENSG00000307993	0.702338950200052	-3.73517484274784	4.83325573568838	-0.772807202227599	0.439636490365098	NA
ENSG00000153130	1819.51500130177	-0.0487337122330737	0.185249303278638	-0.263070960972912	0.792495885615394	0.92185232840654
ENSG00000307976	1.50522163807119	1.73230583412314	3.55025493176853	0.487938434680297	0.625593449497428	NA
ENSG00000196951	20.8767409071275	-0.0363845728195097	0.834458533975308	-0.0436026133571621	0.965221168522895	NA
ENSG00000249754	0	NA	NA	NA	NA	NA
ENSG00000241923	4.44244341408983	1.20597476595557	1.79377508004308	0.67231102682428	0.501385711316385	NA
ENSG00000153132	39.9855047795366	0.721051820269375	0.636433156932861	1.13295766006962	0.25723203410552	NA
ENSG00000205301	1.82253796676991	-2.71540025960958	4.21218664525196	-0.644653356629013	0.519151849366114	NA
ENSG00000280262	4.70060611805386	0	2.97163654882153	0	1	NA
ENSG00000179387	5527.94513012789	0.0120095152866386	0.146240775217411	0.0821215236912174	0.93455007750037	0.978665514410808
ENSG00000109424	1.10245690021581	0	4.99745499510752	0	1	NA
ENSG00000287449	4.70904576300183	3.21629102026424	2.1705063568622	1.48181598735969	0.138389263964359	NA
ENSG00000242102	0	NA	NA	NA	NA	NA
ENSG00000248621	2.07974359801854	0	4.64193043781167	0	1	NA
ENSG00000109436	774.139668582967	0.559170267459449	0.170372454432612	3.28204620472037	0.00103056716776506	0.0225142258036465
ENSG00000249661	18.2527748191863	-0.206865683590037	0.861171003660859	-0.240214408881217	0.810164043992634	NA
ENSG00000207155	0.72930467091702	3.65427584569848	4.82749803892184	0.756970964304029	0.449067258123396	NA
ENSG00000248335	0	NA	NA	NA	NA	NA
ENSG00000273472	5.68957298741003	1.13898297646313	1.85426427661163	0.614250617255291	0.539049729630736	NA
ENSG00000222613	0.183742816702634	0	4.99745499518556	0	1	NA
ENSG00000299031	0.367485633405269	0	4.99745499514185	0	1	NA
ENSG00000170153	0	NA	NA	NA	NA	NA
ENSG00000307939	0	NA	NA	NA	NA	NA
ENSG00000109445	2041.13252175852	0.127177637114205	0.149897818327101	0.848428873305434	0.396199168356406	0.70600390944188
ENSG00000248747	0	NA	NA	NA	NA	NA
ENSG00000248810	0.4352059244594	2.9095128192504	4.85620052154574	0.599133583208028	0.549083808323413	NA
ENSG00000306825	7.23465199378343	0	2.66170069936915	0	1	NA
ENSG00000306779	7.69906379958557	0	2.63146402533583	0	1	NA
ENSG00000250189	9.20735989131397	0	4.99745499509233	0	1	NA
ENSG00000272632	1.17515152951347	0	4.7580843916829	0	1	NA
ENSG00000250141	0	NA	NA	NA	NA	NA
ENSG00000294217	0.599691536306342	0	4.99745499512211	0	1	NA
ENSG00000164136	261.888540815968	-0.539480856943947	0.327771790328072	-1.64590386623563	0.0997835528465331	0.349992461667966
ENSG00000295574	0	NA	NA	NA	NA	NA
ENSG00000309741	0	NA	NA	NA	NA	NA
ENSG00000297630	0	NA	NA	NA	NA	NA
ENSG00000109452	1365.85929404043	-0.195458938408774	0.159669897430649	-1.2241439466927	0.220897930171901	0.531367438322132
ENSG00000242134	7.56931871205864	-0.957217541105787	1.46881239299332	-0.651694896960294	0.5145980152394	NA
ENSG00000250835	0	NA	NA	NA	NA	NA
ENSG00000251248	0	NA	NA	NA	NA	NA
ENSG00000249806	1.61135089299261	-4.49871699029189	3.63601595310308	-1.23726547086587	0.215988542382095	NA
ENSG00000308479	0.183742816702634	0	4.99745499518556	0	1	NA
ENSG00000250326	113.511600988715	-0.099648480436768	0.362840578312082	-0.274634333624779	0.783597185795989	NA
ENSG00000251300	0	NA	NA	NA	NA	NA
ENSG00000170185	5363.40759980171	0.276557857007119	0.107998086011662	2.56076628040662	0.0104441591742702	0.0939410647085862
ENSG00000250969	20.9794541148488	-4.53101762835692	3.19929678771827	-1.41625423616557	0.156701081519701	NA
ENSG00000200049	0.415948719603708	0	4.99745499513635	0	1	NA
ENSG00000109458	1397.62808648936	-0.123502703423883	0.16466835219784	-0.750008740450022	0.453249440617639	0.746977791474127
ENSG00000265623	5.91423235084766	-0.237242580494841	1.65425435910543	-0.143413604557847	0.885963539154034	NA
ENSG00000228981	5.36547917885052	2.75681518808345	1.92551471658026	1.43172896283005	0.152221404188665	NA
ENSG00000286771	0.728665282955251	1.94688740084312	4.82924060596646	0.403145661957238	0.686841070886007	NA
ENSG00000293348	14.7396823072025	-0.0738264277709677	1.00165109199897	-0.0737047344735922	0.941245331473219	NA
ENSG00000243175	0	NA	NA	NA	NA	NA
ENSG00000250540	0	NA	NA	NA	NA	NA
ENSG00000245112	8.15069036729401	0.0997700244013738	1.26159500073811	0.0790824506620603	0.936967042133715	NA
ENSG00000153147	21469.8253284504	0.09754111330847	0.115185800861871	0.846815428452328	0.397098007233633	0.707042941451093
ENSG00000248924	0	NA	NA	NA	NA	NA
ENSG00000293301	0	NA	NA	NA	NA	NA
ENSG00000251600	111.122200910443	0.170177445777926	0.561451238661474	0.303102805835173	0.761811515929166	NA
ENSG00000236296	0	NA	NA	NA	NA	NA
ENSG00000183090	0	NA	NA	NA	NA	NA
ENSG00000250345	0	NA	NA	NA	NA	NA
ENSG00000197465	0.183742816702634	0	4.99745499518556	0	1	NA
ENSG00000249741	0.768544152752545	-2.72047468440979	4.88223577183888	-0.557219030695261	0.577377788799526	NA
ENSG00000250361	0.831897439207416	0	4.99745499511325	0	1	NA
ENSG00000286055	1.15091998641425	0	4.80346581586273	0	1	NA
ENSG00000299458	0	NA	NA	NA	NA	NA
ENSG00000298293	0	NA	NA	NA	NA	NA
ENSG00000170180	1.51840561981951	0	4.34736221028209	0	1	NA
ENSG00000285783	3.35901562260317	-0.325986593347952	2.25608098341213	-0.14449241660418	0.885111644287728	NA
ENSG00000285713	4.67174360554513	-0.438880006640254	1.75498514293755	-0.25007619489339	0.802528424923548	NA
ENSG00000261129	0.415948719603708	0	4.99745499513635	0	1	NA
ENSG00000250504	0.14704937322881	1.33637257878742	4.99382254711231	0.267605139385696	0.789003274553004	NA
ENSG00000248890	10.4127174639106	-0.62103701201251	1.15264793813414	-0.538791587150037	0.590030669198529	NA
ENSG00000164161	52.635642517727	-0.487063413507378	0.596629725578762	-0.816357939649924	0.414295445232433	NA
ENSG00000289314	3.04261363007841	-0.181360899132071	2.26441623730032	-0.080091679323185	0.936164340427334	NA
ENSG00000273621	1.59763008741151	-1.41331412953613	3.01590141347957	-0.468620798816342	0.639340707875251	NA
ENSG00000164162	279.837215965175	-0.281771115508841	0.301185209654418	-0.935541010902053	0.349509558543041	0.666674053296783
ENSG00000249193	1.89948186218696	4.32936158372009	3.49084059784786	1.24020603701847	0.214899196031951	NA
ENSG00000250406	0.831897439207416	0	4.99745499511325	0	1	NA
ENSG00000251452	2.92691984799023	0.569558554051202	2.69408479304168	0.211410775014308	0.83256674950888	NA
ENSG00000222594	0	NA	NA	NA	NA	NA
ENSG00000164163	14963.4343076202	0.0021633812080649	0.133237480565111	0.0162370317938253	0.987045292253395	0.996000072051723
ENSG00000164164	3915.50223743731	0.126851829019114	0.110977025359658	1.14304585663572	0.253019552280677	0.568013293308661
ENSG00000238713	19.5798777948117	0.450533973671606	0.930625875275577	0.484119328337172	0.628301184789727	NA
ENSG00000305695	0	NA	NA	NA	NA	NA
ENSG00000302937	5.00813462186959	3.33899305187616	2.61080900209762	1.27891126819062	0.20092830414029	NA
ENSG00000240992	0	NA	NA	NA	NA	NA
ENSG00000272727	1.10245690021581	0	4.99745499510752	0	1	NA
ENSG00000251333	6.32719018456044	0.14027039367404	1.64082194196543	0.0854878826803229	0.931873528425949	NA
ENSG00000278943	2.98383407225579	-3.57605723227658	2.66296042784442	-1.34288786077504	0.179308287747203	NA
ENSG00000250582	5.24187475477207	0.92630696156408	2.08837655582605	0.443553610568896	0.657365351153371	NA
ENSG00000248745	1.56686870601795	0	4.27126313192238	0	1	NA
ENSG00000170365	1014.24277223731	0.227766602144855	0.150008420950062	1.51835877414295	0.12892397849235	0.404045340029005
ENSG00000305903	0.429263729232369	2.89091792483972	4.85712108439718	0.595191652546277	0.551715369448197	NA
ENSG00000250902	0.734971266810538	0	4.99745499511613	0	1	NA
ENSG00000151611	78.0642106795211	0.33412299903901	0.448429433416984	0.745096048876695	0.4562136575265	NA
ENSG00000249245	0	NA	NA	NA	NA	NA
ENSG00000248356	0	NA	NA	NA	NA	NA
ENSG00000237136	1.39489553203993	1.33530810100755	4.66797809051052	0.286057062633195	0.774834417014569	NA
ENSG00000295738	0.415948719603708	0	4.99745499513635	0	1	NA
ENSG00000151612	449.075287991109	0.329895783604825	0.248537236658245	1.32734952734046	0.184393087514207	0.486570857032513
ENSG00000279481	20.5063499231237	0.00840540339956848	0.960407179905153	0.00875191645318456	0.993017070128812	NA
ENSG00000251687	1.24784615881112	0	4.99745499510557	0	1	NA
ENSG00000295254	0.415948719603708	0	4.99745499513635	0	1	NA
ENSG00000201314	0	NA	NA	NA	NA	NA
ENSG00000302837	2.7036666774241	0	4.26216042583504	0	1	NA
ENSG00000260303	2.52297927492304	2.32312450636355	2.46752444005591	0.941479836491877	0.34645901749964	NA
ENSG00000248809	1.43158897551376	0	4.51185506225359	0	1	NA
ENSG00000302907	0	NA	NA	NA	NA	NA
ENSG00000307093	0.367485633405269	0	4.99745499514185	0	1	NA
ENSG00000164167	961.76940380299	-0.00365518455454744	0.187750690852029	-0.019468288174919	0.984467534617107	0.996000072051723
ENSG00000279845	42.6106146344284	-0.5054346708111	0.648293330924564	-0.779638855902272	0.435603478158641	NA
ENSG00000250673	150.412837661695	0.387472379248866	0.422430402654794	0.917245484259106	0.359014017280655	NA
ENSG00000251010	7.75816959583615	-3.45282714551775	2.33209200033279	-1.4805707257797	0.138721001047179	NA
ENSG00000120519	708.024372386614	-0.476705227120189	0.213441298815817	-2.23342544186609	0.0255209019747435	0.163048654127797
ENSG00000294159	1.50351541956308	-2.71087017026526	3.81535734385335	-0.71051540549211	0.477384581118966	NA
ENSG00000294177	2.1665602423243	0	3.80471329334179	0	1	NA
ENSG00000278438	0.367485633405269	0	4.99745499514185	0	1	NA
ENSG00000288998	71.018090744927	-0.305482284649281	0.533580937493697	-0.572513489863736	0.566974149458728	NA
ENSG00000207182	1.51840561981951	0	4.34736221028209	0	1	NA
ENSG00000306157	0	NA	NA	NA	NA	NA
ENSG00000151615	10.333356076979	2.32912849983183	2.23123968130015	1.04387194228933	0.296544640979178	NA
ENSG00000137473	12.5349496481436	0	2.39855592404355	0	1	NA
ENSG00000248764	0.623923079405562	0	4.99745499512094	0	1	NA
ENSG00000279376	0	NA	NA	NA	NA	NA
ENSG00000286371	0	NA	NA	NA	NA	NA
ENSG00000298313	0	NA	NA	NA	NA	NA
ENSG00000221369	0	NA	NA	NA	NA	NA
ENSG00000241281	0	NA	NA	NA	NA	NA
ENSG00000249004	0.415948719603708	0	4.99745499513635	0	1	NA
ENSG00000151617	0.352595433148837	-2.72044575977885	4.88223770553035	-0.557212885537563	0.577381986883569	NA
ENSG00000280219	0.367485633405269	0	4.99745499514185	0	1	NA
ENSG00000251254	0.561871160160042	-3.41489845280668	4.84523632814681	-0.70479502371617	0.480937805837268	NA
ENSG00000251298	16.8474683188254	-0.246509364872666	1.02958456547514	-0.239426049242399	0.810775232926434	NA
ENSG00000251688	0	NA	NA	NA	NA	NA
ENSG00000164168	2745.9285240655	0.0270135739514824	0.152136639269736	0.177561263881922	0.859067547991925	0.948809985867281
ENSG00000164169	819.968612977165	-0.0307313010659547	0.167451555875403	-0.183523532554223	0.854387256025233	0.947370186179105
ENSG00000305538	6.25736529598069	0	4.9974549950933	0	1	NA
ENSG00000071205	1310.76413982321	-0.0323027310797152	0.154506681705434	-0.209070123849402	0.834393497025322	0.939571076857887
ENSG00000252951	0	NA	NA	NA	NA	NA
ENSG00000264274	0.421403370120031	-3.00252998778115	4.865076002073	-0.617159934706421	0.537129239488762	NA
ENSG00000240014	8.06763546339068	-1.4800499563131	1.28888667009207	-1.14831659808179	0.250837889528707	NA
ENSG00000270387	0	NA	NA	NA	NA	NA
ENSG00000151623	35.6850118009916	0.16718054987789	0.632072117418344	0.264496004919071	0.79139774284936	NA
ENSG00000250354	0	NA	NA	NA	NA	NA
ENSG00000303144	0	NA	NA	NA	NA	NA
ENSG00000287292	19.4380803492634	-1.22037514537671	1.01061811358372	-1.20755320825309	0.22721916684587	NA
ENSG00000251418	0	NA	NA	NA	NA	NA
ENSG00000201846	0.831897439207416	0	4.99745499511325	0	1	NA
ENSG00000305747	0	NA	NA	NA	NA	NA
ENSG00000250357	3.13373741203591	0	3.35817131646386	0	1	NA
ENSG00000225176	0	NA	NA	NA	NA	NA
ENSG00000301224	0.457233296654439	-3.11138511678738	4.85928546303082	-0.640296837973119	0.52197963607115	NA
ENSG00000279016	0	NA	NA	NA	NA	NA
ENSG00000249317	0	NA	NA	NA	NA	NA
ENSG00000239168	0	NA	NA	NA	NA	NA
ENSG00000249752	0	NA	NA	NA	NA	NA
ENSG00000248210	2.30183997282849	0	3.73382030694563	0	1	NA
ENSG00000250252	0.415948719603708	0	4.99745499513635	0	1	NA
ENSG00000309551	0	NA	NA	NA	NA	NA
ENSG00000234828	4.28396514080016	2.33545530389293	2.75697753907477	0.847107120312883	0.396935416709345	NA
ENSG00000287565	0	NA	NA	NA	NA	NA
ENSG00000250905	0	NA	NA	NA	NA	NA
ENSG00000251482	0	NA	NA	NA	NA	NA
ENSG00000293907	0	NA	NA	NA	NA	NA
ENSG00000202331	0	NA	NA	NA	NA	NA
ENSG00000293868	0.734971266810538	0	4.99745499511613	0	1	NA
ENSG00000207121	0	NA	NA	NA	NA	NA
ENSG00000250704	0	NA	NA	NA	NA	NA
ENSG00000286711	1.98281742562166	0	3.93093044807828	0	1	NA
ENSG00000170390	283.396951455193	0.0470158213036082	0.255598822795406	0.183943810027803	0.854057535713865	0.947274692112374
ENSG00000238721	0.879915442698008	-1.08328356821585	4.44690962750847	-0.24360368412137	0.8075377747284	NA
ENSG00000198589	8824.53288123819	-0.277608498923767	0.125690997336192	-2.20865857386136	0.0271983978905892	0.168685013180018
ENSG00000248521	36.1029292874734	-0.370627002115185	0.709098650325323	-0.522673399455982	0.601201552486388	NA
ENSG00000249690	0	NA	NA	NA	NA	NA
ENSG00000181541	1.10245690021581	0	4.99745499510752	0	1	NA
ENSG00000183432	0	NA	NA	NA	NA	NA
ENSG00000298996	0	NA	NA	NA	NA	NA
ENSG00000252451	5.22433543030516	-0.496284103164707	1.7191869328658	-0.288673729236312	0.772831068237089	NA
ENSG00000235606	2.24188284323895	3.34256481562996	3.93114097077276	0.850278542662615	0.395170243277819	NA
ENSG00000300329	4.6677900840149	-0.945069844494022	2.04366636487232	-0.462438419860703	0.643766953044295	NA
ENSG00000145425	30328.2751820698	-0.0333446639408801	0.125484095410826	-0.26572820907472	0.790448536498757	0.920388524482932
ENSG00000201264	52.5011765780071	-0.250763095897754	0.540459012524156	-0.46398170830123	0.642660850872415	NA
ENSG00000109686	2973.74493104974	0.2227191824591	0.123986024082314	1.796324901194	0.0724428598088823	0.2964708572626
ENSG00000208797	0	NA	NA	NA	NA	NA
ENSG00000270681	393.187655340658	0.224776088663996	0.334322114972132	0.672333891770016	0.501371158203909	0.777424708390707
ENSG00000249012	11.678820665837	0	2.4250186279812	0	1	NA
ENSG00000189099	28.9386079751337	0	2.19120341671089	0	1	NA
ENSG00000250350	3.73501113622932	0.344135153847216	1.77793291864617	0.193559132764841	0.846521100266993	NA
ENSG00000252544	1.79907460891903	0	4.07940078297315	0	1	NA
ENSG00000251611	98.2807683853358	-0.0308155917805291	0.444200912969906	-0.0693730942030208	0.944692645025047	NA
ENSG00000164142	1348.96945977446	0.173787062135392	0.150000548803164	1.15857617536748	0.246628984811285	0.562607300901143
ENSG00000253019	1.8351978142702	0.653973960664052	2.62921255176816	0.248733774005548	0.803566721819202	NA
ENSG00000059691	1200.66337025128	0.26268750831861	0.163120520631543	1.61038909943139	0.107312938784764	0.364139832420899
ENSG00000251455	37.7441655443138	-0.542793029286172	0.665504256525962	-0.815611656820405	0.414722280308764	NA
ENSG00000251249	18.3894600571861	0.571785239746873	0.964181270881586	0.593026702566073	0.553163282030672	NA
ENSG00000295723	0.831897439207416	0	4.99745499511325	0	1	NA
ENSG00000249818	2.06963406992742	0	3.9201756037259	0	1	NA
ENSG00000286066	1.51840561981951	0	4.34736221028209	0	1	NA
ENSG00000253077	0	NA	NA	NA	NA	NA
ENSG00000286720	7.97271399440206	3.29332948752634	2.33672095894805	1.40938072854404	0.158722619373773	NA
ENSG00000295744	3.23066358443278	0	3.37546058826549	0	1	NA
ENSG00000295800	0.415948719603708	0	4.99745499513635	0	1	NA
ENSG00000295776	1.33466280311688	0	4.55041385210634	0	1	NA
ENSG00000245954	19.7849560309703	-0.143795444240591	0.872922692489148	-0.164728727386564	0.869157504677948	NA
ENSG00000287504	12.8300072432317	-2.50149524341553	2.14968962623877	-1.16365414471125	0.244564199490333	NA
ENSG00000250706	11.7515152951347	0	2.42301882676032	0	1	NA
ENSG00000294756	0	NA	NA	NA	NA	NA
ENSG00000251377	43.7248687718728	-0.912267424308085	1.13629732931304	-0.802842179396482	0.422065959335677	NA
ENSG00000298901	0.783434353008977	0	4.99745499511461	0	1	NA
ENSG00000244544	0.415948719603708	0	4.99745499513635	0	1	NA
ENSG00000270302	27.790444836343	0.233026511115376	1.0616214636526	0.219500565025906	0.826260139769421	NA
ENSG00000300520	0	NA	NA	NA	NA	NA
ENSG00000270883	33.5130387423263	-0.813810039317019	0.739048941868495	-1.10115852038095	0.270827671128732	NA
ENSG00000109670	2444.45105979384	0.0797623102788885	0.12982753802111	0.614371276654102	0.538970011952759	0.796304984731621
ENSG00000270751	0	NA	NA	NA	NA	NA
ENSG00000287555	1.08756669995937	-2.7204761172143	4.88223567603798	-0.557219335102236	0.577377580843306	NA
ENSG00000264678	14.1755655095276	-0.460395697835977	1.26252792625449	-0.364661793424105	0.71536388187669	NA
ENSG00000268471	420.029715699675	-0.149685588990752	0.217643547745347	-0.687755692927277	0.491606641908295	0.77084450060513
ENSG00000283792	0	NA	NA	NA	NA	NA
ENSG00000243417	0	NA	NA	NA	NA	NA
ENSG00000240669	0.367485633405269	0	4.99745499514185	0	1	NA
ENSG00000170006	239.968737084406	0.433342015585876	0.310926415711981	1.39371244670087	0.163404456104364	0.454416301528847
ENSG00000303437	1.38312588931532	0	4.47608446393853	0	1	NA
ENSG00000248571	15.4223591422704	0	2.33829788775224	0	1	NA
ENSG00000303415	11.4701540483851	2.32824163813968	2.1842471047176	1.06592410405905	0.286457951818804	NA
ENSG00000169989	52.1657114708619	-0.058016045112278	0.532694311194197	-0.108910577592273	0.913273416849049	NA
ENSG00000164144	3353.55687788645	-0.000736896171516212	0.145044109273369	-0.00508049706539519	0.995946367268681	0.998685776221113
ENSG00000250980	0	NA	NA	NA	NA	NA
ENSG00000231841	41.8766034369376	0.491178773323673	0.700557777887205	0.701125287346045	0.483224830500575	NA
ENSG00000287642	11.0544838090816	-0.80931823542618	1.35375287376571	-0.59783306917378	0.549951322915488	NA
ENSG00000137460	852.968709659168	-0.0796273578673556	0.227218038030532	-0.350444703059429	0.726004982570566	0.89506400426148
ENSG00000294679	0	NA	NA	NA	NA	NA
ENSG00000308243	0.575459993207123	0	4.99745499512337	0	1	NA
ENSG00000249022	2.28694977257206	-2.70212161098322	3.31262482989619	-0.815704086559026	0.414669401189564	NA
ENSG00000295073	0.367485633405269	0	4.99745499514185	0	1	NA
ENSG00000109654	1864.05363894338	-0.119386739113178	0.181372397609989	-0.658240948933692	0.510383315917921	0.781279591063963
ENSG00000288637	13.9742760528433	-0.934042611599126	1.12402958161194	-0.83097689498495	0.405986681958964	NA
ENSG00000252030	0	NA	NA	NA	NA	NA
ENSG00000201786	0	NA	NA	NA	NA	NA
ENSG00000213406	8.58309434463516	1.42380880397018	1.60533260170239	0.886924493067849	0.375119553868131	NA
ENSG00000121211	35.26283088727	-0.33800982760452	0.620563770911646	-0.544681857769368	0.585972344592161	NA
ENSG00000243883	0.415948719603708	0	4.99745499513635	0	1	NA
ENSG00000121210	2118.14622813596	0.184974097303033	0.130234921455116	1.42031104435212	0.155517147248605	0.443743033733996
ENSG00000287216	0	NA	NA	NA	NA	NA
ENSG00000290441	2.60531715765051	-0.158145711481222	2.44490899498848	-0.0646836801718944	0.948425856944193	NA
ENSG00000300572	0	NA	NA	NA	NA	NA
ENSG00000248208	0.783434353008977	0	4.99745499511461	0	1	NA
ENSG00000250771	0	NA	NA	NA	NA	NA
ENSG00000137462	649.258668848807	0.195784066434389	0.198283657840103	0.987393860729918	0.323449592863594	0.644109440800661
ENSG00000145428	1.06564870901254	2.28889060108028	4.28426927770536	0.534254607428924	0.593165392943605	NA
ENSG00000249309	2.1665602423243	0	3.80471329334179	0	1	NA
ENSG00000280241	2.46065898878192	2.33828001717413	3.22876974303171	0.724201539060064	0.468942013841959	NA
ENSG00000145423	0	NA	NA	NA	NA	NA
ENSG00000197410	397.409317087323	2.91162267473245	1.49484629134045	1.9477739561581	0.051442016364931	0.243043919315482
ENSG00000278981	0	NA	NA	NA	NA	NA
ENSG00000280005	0	NA	NA	NA	NA	NA
ENSG00000249200	0	NA	NA	NA	NA	NA
ENSG00000308425	0	NA	NA	NA	NA	NA
ENSG00000250609	0	NA	NA	NA	NA	NA
ENSG00000171566	7985.15812017619	0.209588318480126	0.125097813384905	1.67539553897124	0.0938566513098465	0.33898814061321
ENSG00000200350	15.7866554482026	-0.51682875935876	0.971749986822609	-0.531853631455831	0.594827374232911	NA
ENSG00000248611	0.183742816702634	0	4.99745499518556	0	1	NA
ENSG00000171564	2.66932560623376	0	3.56086983897738	0	1	NA
ENSG00000171560	0	NA	NA	NA	NA	NA
ENSG00000306549	0	NA	NA	NA	NA	NA
