loop_id,loop_chr,loop_start,loop_end,chr1,start1,end1,chr2,start2,end2
9214,chr12,100355000,100735000,chr12,100355000,100360000,chr12,100730000,100735000
28704,chr12,104192500,104827500,chr12,104192500,104197500,chr12,104822500,104827500
28705,chr12,104192500,105387500,chr12,104192500,104197500,chr12,105382500,105387500
21111,chr12,104195000,104685000,chr12,104195000,104200000,chr12,104680000,104685000
21112,chr12,104195000,105055000,chr12,104195000,104200000,chr12,105050000,105055000
1819,chr12,104200000,105055000,chr12,104200000,104205000,chr12,105050000,105055000
15791,chr12,104202500,104817500,chr12,104202500,104207500,chr12,104812500,104817500
9227,chr12,104202500,105387500,chr12,104202500,104207500,chr12,105382500,105387500
21115,chr12,104382500,104617500,chr12,104382500,104387500,chr12,104612500,104617500
1821,chr12,104382500,104827500,chr12,104382500,104387500,chr12,104822500,104827500
15792,chr12,104382500,105057500,chr12,104382500,104387500,chr12,105052500,105057500
21116,chr12,104382500,105067500,chr12,104382500,104387500,chr12,105062500,105067500
15793,chr12,104382500,105387500,chr12,104382500,104387500,chr12,105382500,105387500
28706,chr12,104392500,105387500,chr12,104392500,104397500,chr12,105382500,105387500
9229,chr12,104735000,105055000,chr12,104735000,104740000,chr12,105050000,105055000
21121,chr12,105415000,106290000,chr12,105415000,105420000,chr12,106285000,106290000
1824,chr12,105422500,106287500,chr12,105422500,105427500,chr12,106282500,106287500
9236,chr12,106222500,106917500,chr12,106222500,106227500,chr12,106912500,106917500
1826,chr12,106225000,106285000,chr12,106225000,106230000,chr12,106280000,106285000
1829,chr12,108560000,109095000,chr12,108560000,108565000,chr12,109090000,109095000
21140,chr12,108562500,108807500,chr12,108562500,108567500,chr12,108802500,108807500
21141,chr12,108562500,109087500,chr12,108562500,108567500,chr12,109082500,109087500
1830,chr12,108565000,108805000,chr12,108565000,108570000,chr12,108800000,108805000
15799,chr12,108565000,108950000,chr12,108565000,108570000,chr12,108945000,108950000
1841,chr12,111750000,111815000,chr12,111750000,111755000,chr12,111810000,111815000
1860,chr12,116702500,117127500,chr12,116702500,116707500,chr12,117122500,117127500
21172,chr12,116710000,117125000,chr12,116710000,116715000,chr12,117120000,117125000
18410,chr12,116742500,116887500,chr12,116742500,116747500,chr12,116882500,116887500
21242,chr13,29482500,29717500,chr13,29482500,29487500,chr13,29712500,29717500
21243,chr13,29502500,29707500,chr13,29502500,29507500,chr13,29702500,29707500
28761,chr13,29502500,30107500,chr13,29502500,29507500,chr13,30102500,30107500
15845,chr13,29502500,30117500,chr13,29502500,29507500,chr13,30112500,30117500
9343,chr13,29512500,29717500,chr13,29512500,29517500,chr13,29712500,29717500
2080,chr14,20320000,20610000,chr14,20320000,20325000,chr14,20605000,20610000
28826,chr14,20322500,20607500,chr14,20322500,20327500,chr14,20602500,20607500
2081,chr14,20322500,20687500,chr14,20322500,20327500,chr14,20682500,20687500
2099,chr14,23982500,24097500,chr14,23982500,23987500,chr14,24092500,24097500
2100,chr14,24005000,24095000,chr14,24005000,24010000,chr14,24090000,24095000
28839,chr14,24010000,24100000,chr14,24010000,24015000,chr14,24095000,24100000
9702,chr14,92130000,92790000,chr14,92130000,92135000,chr14,92785000,92790000
18458,chr14,92690000,92775000,chr14,92690000,92695000,chr14,92770000,92775000
9703,chr14,92692500,92787500,chr14,92692500,92697500,chr14,92782500,92787500
21680,chr14,92710000,92785000,chr14,92710000,92715000,chr14,92780000,92785000
2319,chr15,34062500,34597500,chr15,34062500,34067500,chr15,34592500,34597500
16021,chr15,34242500,34587500,chr15,34242500,34247500,chr15,34582500,34587500
16022,chr15,34402500,34567500,chr15,34402500,34407500,chr15,34562500,34567500
9766,chr15,40625000,41410000,chr15,40625000,40630000,chr15,41405000,41410000
21765,chr15,40912500,41187500,chr15,40912500,40917500,chr15,41182500,41187500
9770,chr15,40912500,41197500,chr15,40912500,40917500,chr15,41192500,41197500
2341,chr15,40912500,41327500,chr15,40912500,40917500,chr15,41322500,41327500
28944,chr15,40935000,41185000,chr15,40935000,40940000,chr15,41180000,41185000
9771,chr15,40940000,41025000,chr15,40940000,40945000,chr15,41020000,41025000
2342,chr15,40940000,41190000,chr15,40940000,40945000,chr15,41185000,41190000
28998,chr15,72712500,73077500,chr15,72712500,72717500,chr15,73072500,73077500
2450,chr15,72720000,73085000,chr15,72720000,72725000,chr15,73080000,73085000
9897,chr15,72730000,73275000,chr15,72730000,72735000,chr15,73270000,73275000
2451,chr15,72790000,73085000,chr15,72790000,72795000,chr15,73080000,73085000
21893,chr15,73282500,73917500,chr15,73282500,73287500,chr15,73912500,73917500
16079,chr15,73292500,73907500,chr15,73292500,73297500,chr15,73902500,73907500
21894,chr15,73300000,73705000,chr15,73300000,73305000,chr15,73700000,73705000
2452,chr15,73302500,73707500,chr15,73302500,73307500,chr15,73702500,73707500
9899,chr15,74370000,74495000,chr15,74370000,74375000,chr15,74490000,74495000
2457,chr15,74370000,74770000,chr15,74370000,74375000,chr15,74765000,74770000
31724,chr15,74372500,74627500,chr15,74372500,74377500,chr15,74622500,74627500
31725,chr15,74372500,74767500,chr15,74372500,74377500,chr15,74762500,74767500
21900,chr15,74375000,74445000,chr15,74375000,74380000,chr15,74440000,74445000
2458,chr15,74375000,74625000,chr15,74375000,74380000,chr15,74620000,74625000
2459,chr15,74380000,74440000,chr15,74380000,74385000,chr15,74435000,74440000
9900,chr15,74382500,74957500,chr15,74382500,74387500,chr15,74952500,74957500
9901,chr15,74622500,74947500,chr15,74622500,74627500,chr15,74942500,74947500
2461,chr15,74632500,74767500,chr15,74632500,74637500,chr15,74762500,74767500
21901,chr15,74632500,74957500,chr15,74632500,74637500,chr15,74952500,74957500
21902,chr15,74635000,74770000,chr15,74635000,74640000,chr15,74765000,74770000
9902,chr15,74645000,74690000,chr15,74645000,74650000,chr15,74685000,74690000
2463,chr15,75022500,75307500,chr15,75022500,75027500,chr15,75302500,75307500
2464,chr15,75032500,75207500,chr15,75032500,75037500,chr15,75202500,75207500
16088,chr15,80442500,80977500,chr15,80442500,80447500,chr15,80972500,80977500
21923,chr15,80452500,80967500,chr15,80452500,80457500,chr15,80962500,80967500
2482,chr15,80455000,80975000,chr15,80455000,80460000,chr15,80970000,80975000
29007,chr15,80572500,80967500,chr15,80572500,80577500,chr15,80962500,80967500
16089,chr15,80572500,80977500,chr15,80572500,80577500,chr15,80972500,80977500
21925,chr15,80672500,80977500,chr15,80672500,80677500,chr15,80972500,80977500
9921,chr15,80682500,80977500,chr15,80682500,80687500,chr15,80972500,80977500
9922,chr15,80780000,80860000,chr15,80780000,80785000,chr15,80855000,80860000
2483,chr15,80782500,80967500,chr15,80782500,80787500,chr15,80962500,80967500
29008,chr15,80790000,80860000,chr15,80790000,80795000,chr15,80855000,80860000
16090,chr15,80855000,80955000,chr15,80855000,80860000,chr15,80950000,80955000
21988,chr15,98432500,99077500,chr15,98432500,98437500,chr15,99072500,99077500
29035,chr15,98440000,98660000,chr15,98440000,98445000,chr15,98655000,98660000
2532,chr15,98442500,98657500,chr15,98442500,98447500,chr15,98652500,98657500
9968,chr15,98442500,99077500,chr15,98442500,98447500,chr15,99072500,99077500
21989,chr15,98460000,99225000,chr15,98460000,98465000,chr15,99220000,99225000
21991,chr15,98512500,98657500,chr15,98512500,98517500,chr15,98652500,98657500
9969,chr15,98512500,98857500,chr15,98512500,98517500,chr15,98852500,98857500
21990,chr15,98512500,99077500,chr15,98512500,98517500,chr15,99072500,99077500
2533,chr15,98515000,98660000,chr15,98515000,98520000,chr15,98655000,98660000
2534,chr15,98520000,99080000,chr15,98520000,98525000,chr15,99075000,99080000
21992,chr15,98522500,98857500,chr15,98522500,98527500,chr15,98852500,98857500
9970,chr15,98575000,98655000,chr15,98575000,98580000,chr15,98650000,98655000
2535,chr15,98642500,98857500,chr15,98642500,98647500,chr15,98852500,98857500
21993,chr15,98655000,98780000,chr15,98655000,98660000,chr15,98775000,98780000
9971,chr15,98662500,99077500,chr15,98662500,98667500,chr15,99072500,99077500
16108,chr15,98775000,98850000,chr15,98775000,98780000,chr15,98845000,98850000
31740,chr15,98775000,98905000,chr15,98775000,98780000,chr15,98900000,98905000
2536,chr15,98780000,98900000,chr15,98780000,98785000,chr15,98895000,98900000
9972,chr15,98870000,99070000,chr15,98870000,98875000,chr15,99065000,99070000
21994,chr15,98882500,99057500,chr15,98882500,98887500,chr15,99052500,99057500
16115,chr16,2192500,2507500,chr16,2192500,2197500,chr16,2502500,2507500
9988,chr16,3690000,3880000,chr16,3690000,3695000,chr16,3875000,3880000
2592,chr16,25542500,31647500,chr16,25542500,25547500,chr16,31642500,31647500
29066,chr16,29692500,30027500,chr16,29692500,29697500,chr16,30022500,30027500
16134,chr16,29702500,30027500,chr16,29702500,29707500,chr16,30022500,30027500
29068,chr16,30972500,31447500,chr16,30972500,30977500,chr16,31442500,31447500
16137,chr16,30982500,31447500,chr16,30982500,30987500,chr16,31442500,31447500
29069,chr16,31102500,31447500,chr16,31102500,31107500,chr16,31442500,31447500
16138,chr16,31132500,31447500,chr16,31132500,31137500,chr16,31442500,31447500
22069,chr16,31192500,31437500,chr16,31192500,31197500,chr16,31432500,31437500
10037,chr16,31202500,31447500,chr16,31202500,31207500,chr16,31442500,31447500
22105,chr16,53542500,55027500,chr16,53542500,53547500,chr16,55022500,55027500
10056,chr16,53542500,55257500,chr16,53542500,53547500,chr16,55252500,55257500
29080,chr16,53762500,54937500,chr16,53762500,53767500,chr16,54932500,54937500
10059,chr16,53772500,55037500,chr16,53772500,53777500,chr16,55032500,55037500
22130,chr16,68530000,69125000,chr16,68530000,68535000,chr16,69120000,69125000
10088,chr16,68532500,68807500,chr16,68532500,68537500,chr16,68802500,68807500
2648,chr16,68532500,69127500,chr16,68532500,68537500,chr16,69122500,69127500
10089,chr16,68695000,69125000,chr16,68695000,68700000,chr16,69120000,69125000
2649,chr16,68702500,68807500,chr16,68702500,68707500,chr16,68802500,68807500
10094,chr16,69312500,69757500,chr16,69312500,69317500,chr16,69752500,69757500
10095,chr16,69332500,70257500,chr16,69332500,69337500,chr16,70252500,70257500
22135,chr16,69352500,69757500,chr16,69352500,69357500,chr16,69752500,69757500
2651,chr16,69372500,69747500,chr16,69372500,69377500,chr16,69742500,69747500
2652,chr16,69390000,69760000,chr16,69390000,69395000,chr16,69755000,69760000
22136,chr16,69392500,69757500,chr16,69392500,69397500,chr16,69752500,69757500
10098,chr16,69705000,69760000,chr16,69705000,69710000,chr16,69755000,69760000
22141,chr16,69715000,69755000,chr16,69715000,69720000,chr16,69750000,69755000
10114,chr16,74702500,75127500,chr16,74702500,74707500,chr16,75122500,75127500
2665,chr16,74705000,74815000,chr16,74705000,74710000,chr16,74810000,74815000
22161,chr16,74705000,74820000,chr16,74705000,74710000,chr16,74815000,74820000
2664,chr16,74705000,74865000,chr16,74705000,74710000,chr16,74860000,74865000
29097,chr16,74710000,74865000,chr16,74710000,74715000,chr16,74860000,74865000
10185,chr17,8062500,8787500,chr17,8062500,8067500,chr17,8782500,8787500
16192,chr17,8120000,8185000,chr17,8120000,8125000,chr17,8180000,8185000
16193,chr17,8125000,8225000,chr17,8125000,8130000,chr17,8220000,8225000
18506,chr17,15802500,20607500,chr17,15802500,15807500,chr17,20602500,20607500
31765,chr17,15822500,20637500,chr17,15822500,15827500,chr17,20632500,20637500
2743,chr17,15832500,20657500,chr17,15832500,15837500,chr17,20652500,20657500
2745,chr17,15872500,20697500,chr17,15872500,15877500,chr17,20692500,20697500
2800,chr17,40012500,40177500,chr17,40012500,40017500,chr17,40172500,40177500
16223,chr17,40012500,40297500,chr17,40012500,40017500,chr17,40292500,40297500
29170,chr17,40015000,40170000,chr17,40015000,40020000,chr17,40165000,40170000
29172,chr17,40360000,40540000,chr17,40360000,40365000,chr17,40535000,40540000
2802,chr17,40360000,40560000,chr17,40360000,40365000,chr17,40555000,40560000
22310,chr17,40362500,40557500,chr17,40362500,40367500,chr17,40552500,40557500
18512,chr17,40372500,40537500,chr17,40372500,40377500,chr17,40532500,40537500
29173,chr17,40382500,40557500,chr17,40382500,40387500,chr17,40552500,40557500
10255,chr17,40382500,40787500,chr17,40382500,40387500,chr17,40782500,40787500
16224,chr17,40392500,40557500,chr17,40392500,40397500,chr17,40552500,40557500
29174,chr17,40400000,40540000,chr17,40400000,40405000,chr17,40535000,40540000
16225,chr17,40432500,40547500,chr17,40432500,40437500,chr17,40542500,40547500
22311,chr17,40435000,40535000,chr17,40435000,40440000,chr17,40530000,40535000
2803,chr17,40440000,40535000,chr17,40440000,40445000,chr17,40530000,40535000
29175,chr17,40480000,40530000,chr17,40480000,40485000,chr17,40525000,40530000
2807,chr17,41732500,41807500,chr17,41732500,41737500,chr17,41802500,41807500
29177,chr17,41735000,41805000,chr17,41735000,41740000,chr17,41800000,41805000
10270,chr17,43012500,43127500,chr17,43012500,43017500,chr17,43122500,43127500
22337,chr17,45140000,45200000,chr17,45140000,45145000,chr17,45195000,45200000
2816,chr17,45145000,45200000,chr17,45145000,45150000,chr17,45195000,45200000
2823,chr17,47840000,47890000,chr17,47840000,47845000,chr17,47885000,47890000
22347,chr17,47840000,48015000,chr17,47840000,47845000,chr17,48010000,48015000
2824,chr17,47842500,48007500,chr17,47842500,47847500,chr17,48002500,48007500
16233,chr17,47885000,48020000,chr17,47885000,47890000,chr17,48015000,48020000
29184,chr17,47945000,48020000,chr17,47945000,47950000,chr17,48015000,48020000
22384,chr17,54982500,55767500,chr17,54982500,54987500,chr17,55762500,55767500
2859,chr17,54992500,55517500,chr17,54992500,54997500,chr17,55512500,55517500
16240,chr17,55290000,55515000,chr17,55290000,55295000,chr17,55510000,55515000
16241,chr17,55352500,55507500,chr17,55352500,55357500,chr17,55502500,55507500
22387,chr17,55352500,55517500,chr17,55352500,55357500,chr17,55512500,55517500
10308,chr17,55405000,55750000,chr17,55405000,55410000,chr17,55745000,55750000
2861,chr17,55412500,55507500,chr17,55412500,55417500,chr17,55502500,55507500
29192,chr17,55420000,55505000,chr17,55420000,55425000,chr17,55500000,55505000
31780,chr17,57005000,57120000,chr17,57005000,57010000,chr17,57115000,57120000
10404,chr17,77065000,77505000,chr17,77065000,77070000,chr17,77500000,77505000
22475,chr17,77262500,77497500,chr17,77262500,77267500,chr17,77492500,77497500
2938,chr17,77330000,77500000,chr17,77330000,77335000,chr17,77495000,77500000
10405,chr17,77335000,77425000,chr17,77335000,77340000,chr17,77420000,77425000
29233,chr17,77430000,77500000,chr17,77430000,77435000,chr17,77495000,77500000
29236,chr17,78852500,78977500,chr17,78852500,78857500,chr17,78972500,78977500
10413,chr17,78852500,78987500,chr17,78852500,78857500,chr17,78982500,78987500
22479,chr17,78872500,78977500,chr17,78872500,78877500,chr17,78972500,78977500
2944,chr17,79732500,79997500,chr17,79732500,79737500,chr17,79992500,79997500
22486,chr17,79735000,79995000,chr17,79735000,79740000,chr17,79990000,79995000
10419,chr17,79792500,79997500,chr17,79792500,79797500,chr17,79992500,79997500
22487,chr17,79802500,79997500,chr17,79802500,79807500,chr17,79992500,79997500
2946,chr17,79810000,79995000,chr17,79810000,79815000,chr17,79990000,79995000
22489,chr17,79822500,79997500,chr17,79822500,79827500,chr17,79992500,79997500
10420,chr17,79920000,79995000,chr17,79920000,79925000,chr17,79990000,79995000
10421,chr17,80082500,80367500,chr17,80082500,80087500,chr17,80362500,80367500
10422,chr17,80092500,80247500,chr17,80092500,80097500,chr17,80242500,80247500
22490,chr17,80112500,80237500,chr17,80112500,80117500,chr17,80232500,80237500
2949,chr17,81955000,82025000,chr17,81955000,81960000,chr17,82020000,82025000
22550,chr18,21900000,22710000,chr18,21900000,21905000,chr18,22705000,22710000
2995,chr18,21902500,22567500,chr18,21902500,21907500,chr18,22562500,22567500
16311,chr18,21912500,22707500,chr18,21912500,21917500,chr18,22702500,22707500
22551,chr18,21915000,22795000,chr18,21915000,21920000,chr18,22790000,22795000
2996,chr18,21995000,22565000,chr18,21995000,22000000,chr18,22560000,22565000
10481,chr18,21995000,22710000,chr18,21995000,22000000,chr18,22705000,22710000
29340,chr19,1922500,2317500,chr19,1922500,1927500,chr19,2312500,2317500
29341,chr19,2020000,2075000,chr19,2020000,2025000,chr19,2070000,2075000
22734,chr19,4810000,4865000,chr19,4810000,4815000,chr19,4860000,4865000
3118,chr19,4810000,4915000,chr19,4810000,4815000,chr19,4910000,4915000
3119,chr19,4812500,5027500,chr19,4812500,4817500,chr19,5022500,5027500
3120,chr19,4815000,4865000,chr19,4815000,4820000,chr19,4860000,4865000
3125,chr19,7102500,7347500,chr19,7102500,7107500,chr19,7342500,7347500
22742,chr19,7145000,7340000,chr19,7145000,7150000,chr19,7335000,7340000
3126,chr19,7145000,7345000,chr19,7145000,7150000,chr19,7340000,7345000
3127,chr19,7195000,7295000,chr19,7195000,7200000,chr19,7290000,7295000
3131,chr19,8345000,8510000,chr19,8345000,8350000,chr19,8505000,8510000
3132,chr19,8350000,8405000,chr19,8350000,8355000,chr19,8400000,8405000
29349,chr19,8355000,8400000,chr19,8355000,8360000,chr19,8395000,8400000
10679,chr19,10932500,11117500,chr19,10932500,10937500,chr19,11112500,11117500
22753,chr19,10932500,11127500,chr19,10932500,10937500,chr19,11122500,11127500
16388,chr19,11035000,11130000,chr19,11035000,11040000,chr19,11125000,11130000
10682,chr19,11282500,11587500,chr19,11282500,11287500,chr19,11582500,11587500
29351,chr19,11292500,11447500,chr19,11292500,11297500,chr19,11442500,11447500
3143,chr19,11295000,11445000,chr19,11295000,11300000,chr19,11440000,11445000
10687,chr19,14142500,14477500,chr19,14142500,14147500,chr19,14472500,14477500
3158,chr19,14392500,14767500,chr19,14392500,14397500,chr19,14762500,14767500
22778,chr19,29732500,29877500,chr19,29732500,29737500,chr19,29872500,29877500
10709,chr19,29732500,30647500,chr19,29732500,29737500,chr19,30642500,30647500
29360,chr19,29732500,30657500,chr19,29732500,29737500,chr19,30652500,30657500
16404,chr19,29742500,29877500,chr19,29742500,29747500,chr19,29872500,29877500
22779,chr19,29752500,29877500,chr19,29752500,29757500,chr19,29872500,29877500
3178,chr19,29760000,29875000,chr19,29760000,29765000,chr19,29870000,29875000
22780,chr19,29762500,30657500,chr19,29762500,29767500,chr19,30652500,30657500
22797,chr19,35152500,35257500,chr19,35152500,35157500,chr19,35252500,35257500
31816,chr19,41125000,41265000,chr19,41125000,41130000,chr19,41260000,41265000
3207,chr19,41200000,41310000,chr19,41200000,41205000,chr19,41305000,41310000
22811,chr19,41202500,41307500,chr19,41202500,41207500,chr19,41302500,41307500
3208,chr19,41205000,41260000,chr19,41205000,41210000,chr19,41255000,41260000
29377,chr19,41205000,41265000,chr19,41205000,41210000,chr19,41260000,41265000
10733,chr19,41332500,41557500,chr19,41332500,41337500,chr19,41552500,41557500
3209,chr19,41635000,41750000,chr19,41635000,41640000,chr19,41745000,41750000
29378,chr19,41640000,41745000,chr19,41640000,41645000,chr19,41740000,41745000
10736,chr19,41640000,41805000,chr19,41640000,41645000,chr19,41800000,41805000
3210,chr19,41705000,41750000,chr19,41705000,41710000,chr19,41745000,41750000
18557,chr19,41705000,41790000,chr19,41705000,41710000,chr19,41785000,41790000
3222,chr19,43222500,43657500,chr19,43222500,43227500,chr19,43652500,43657500
22822,chr19,43230000,43665000,chr19,43230000,43235000,chr19,43660000,43665000
10744,chr19,43232500,43807500,chr19,43232500,43237500,chr19,43802500,43807500
29381,chr19,43442500,43797500,chr19,43442500,43447500,chr19,43792500,43797500
3225,chr19,43445000,43795000,chr19,43445000,43450000,chr19,43790000,43795000
22826,chr19,43445000,43810000,chr19,43445000,43450000,chr19,43805000,43810000
22828,chr19,44572500,44667500,chr19,44572500,44577500,chr19,44662500,44667500
10748,chr19,44682500,44777500,chr19,44682500,44687500,chr19,44772500,44777500
18559,chr19,44902500,45337500,chr19,44902500,44907500,chr19,45332500,45337500
3236,chr19,46272500,47397500,chr19,46272500,46277500,chr19,47392500,47397500
22835,chr19,46750000,46845000,chr19,46750000,46755000,chr19,46840000,46845000
22836,chr19,46755000,46990000,chr19,46755000,46760000,chr19,46985000,46990000
3237,chr19,46755000,46995000,chr19,46755000,46760000,chr19,46990000,46995000
10755,chr19,46762500,46847500,chr19,46762500,46767500,chr19,46842500,46847500
10757,chr19,47010000,47250000,chr19,47010000,47015000,chr19,47245000,47250000
18560,chr19,47015000,47125000,chr19,47015000,47020000,chr19,47120000,47125000
10758,chr19,47035000,47130000,chr19,47035000,47040000,chr19,47125000,47130000
22839,chr19,47042500,47247500,chr19,47042500,47047500,chr19,47242500,47247500
3239,chr19,47052500,47397500,chr19,47052500,47057500,chr19,47392500,47397500
22840,chr19,47070000,47135000,chr19,47070000,47075000,chr19,47130000,47135000
3240,chr19,47075000,47130000,chr19,47075000,47080000,chr19,47125000,47130000
3248,chr19,48785000,48975000,chr19,48785000,48790000,chr19,48970000,48975000
22850,chr19,48792500,48977500,chr19,48792500,48797500,chr19,48972500,48977500
10768,chr19,48835000,48975000,chr19,48835000,48840000,chr19,48970000,48975000
3260,chr19,53800000,54030000,chr19,53800000,53805000,chr19,54025000,54030000
22862,chr19,53802500,54027500,chr19,53802500,53807500,chr19,54022500,54027500
10783,chr19,53822500,54027500,chr19,53822500,53827500,chr19,54022500,54027500
22863,chr19,53832500,54027500,chr19,53832500,53837500,chr19,54022500,54027500
3261,chr19,53840000,54030000,chr19,53840000,53845000,chr19,54025000,54030000
16421,chr19,55130000,55455000,chr19,55130000,55135000,chr19,55450000,55455000
3267,chr19,55140000,55505000,chr19,55140000,55145000,chr19,55500000,55505000
3269,chr19,55142500,55427500,chr19,55142500,55147500,chr19,55422500,55427500
29391,chr19,55142500,55497500,chr19,55142500,55147500,chr19,55492500,55497500
3268,chr19,55142500,55627500,chr19,55142500,55147500,chr19,55622500,55627500
3270,chr19,55200000,55420000,chr19,55200000,55205000,chr19,55415000,55420000
22867,chr19,55205000,55425000,chr19,55205000,55210000,chr19,55420000,55425000
3287,chr2,10070000,10665000,chr2,10070000,10075000,chr2,10660000,10665000
22895,chr2,10072500,10667500,chr2,10072500,10077500,chr2,10662500,10667500
3289,chr2,10122500,10667500,chr2,10122500,10127500,chr2,10662500,10667500
29402,chr2,10442500,10667500,chr2,10442500,10447500,chr2,10662500,10667500
16462,chr2,31682500,33387500,chr2,31682500,31687500,chr2,33382500,33387500
3346,chr2,32550000,33380000,chr2,32550000,32555000,chr2,33375000,33380000
10882,chr2,32552500,33027500,chr2,32552500,32557500,chr2,33022500,33027500
29434,chr2,32552500,33377500,chr2,32552500,32557500,chr2,33372500,33377500
22976,chr2,32770000,33275000,chr2,32770000,32775000,chr2,33270000,33275000
22975,chr2,32770000,33380000,chr2,32770000,32775000,chr2,33375000,33380000
29436,chr2,32770000,33440000,chr2,32770000,32775000,chr2,33435000,33440000
29437,chr2,32772500,32997500,chr2,32772500,32777500,chr2,32992500,32997500
29435,chr2,32772500,33037500,chr2,32772500,32777500,chr2,33032500,33037500
3348,chr2,32772500,33377500,chr2,32772500,32777500,chr2,33372500,33377500
31832,chr2,32772500,33587500,chr2,32772500,32777500,chr2,33582500,33587500
10883,chr2,32782500,33037500,chr2,32782500,32787500,chr2,33032500,33037500
10884,chr2,32942500,33377500,chr2,32942500,32947500,chr2,33372500,33377500
29438,chr2,32942500,33387500,chr2,32942500,32947500,chr2,33382500,33387500
16463,chr2,33032500,33377500,chr2,33032500,33037500,chr2,33372500,33377500
22977,chr2,33042500,33387500,chr2,33042500,33047500,chr2,33382500,33387500
22978,chr2,33062500,33387500,chr2,33062500,33067500,chr2,33382500,33387500
10885,chr2,33205000,33375000,chr2,33205000,33210000,chr2,33370000,33375000
23035,chr2,42820000,43480000,chr2,42820000,42825000,chr2,43475000,43480000
16471,chr2,42820000,43610000,chr2,42820000,42825000,chr2,43605000,43610000
3383,chr2,42825000,43235000,chr2,42825000,42830000,chr2,43230000,43235000
3382,chr2,42825000,43545000,chr2,42825000,42830000,chr2,43540000,43545000
29452,chr2,42830000,43540000,chr2,42830000,42835000,chr2,43535000,43540000
29451,chr2,42832500,43237500,chr2,42832500,42837500,chr2,43232500,43237500
16472,chr2,42832500,43587500,chr2,42832500,42837500,chr2,43582500,43587500
29450,chr2,42832500,43607500,chr2,42832500,42837500,chr2,43602500,43607500
23036,chr2,42840000,43705000,chr2,42840000,42845000,chr2,43700000,43705000
16473,chr2,42842500,43237500,chr2,42842500,42847500,chr2,43232500,43237500
23037,chr2,42845000,43545000,chr2,42845000,42850000,chr2,43540000,43545000
31837,chr2,42852500,43237500,chr2,42852500,42857500,chr2,43232500,43237500
31838,chr2,42852500,43487500,chr2,42852500,42857500,chr2,43482500,43487500
3385,chr2,42860000,43235000,chr2,42860000,42865000,chr2,43230000,43235000
3384,chr2,42860000,43490000,chr2,42860000,42865000,chr2,43485000,43490000
29453,chr2,42860000,43610000,chr2,42860000,42865000,chr2,43605000,43610000
10926,chr2,42940000,43490000,chr2,42940000,42945000,chr2,43485000,43490000
3386,chr2,42945000,43545000,chr2,42945000,42950000,chr2,43540000,43545000
16474,chr2,42945000,43615000,chr2,42945000,42950000,chr2,43610000,43615000
10927,chr2,42952500,43237500,chr2,42952500,42957500,chr2,43232500,43237500
23038,chr2,42952500,43247500,chr2,42952500,42957500,chr2,43242500,43247500
23039,chr2,42952500,43487500,chr2,42952500,42957500,chr2,43482500,43487500
23040,chr2,42952500,43567500,chr2,42952500,42957500,chr2,43562500,43567500
16475,chr2,42962500,43487500,chr2,42962500,42967500,chr2,43482500,43487500
3387,chr2,42972500,43237500,chr2,42972500,42977500,chr2,43232500,43237500
29454,chr2,42975000,43235000,chr2,42975000,42980000,chr2,43230000,43235000
10928,chr2,43020000,43235000,chr2,43020000,43025000,chr2,43230000,43235000
29455,chr2,43020000,43485000,chr2,43020000,43025000,chr2,43480000,43485000
3388,chr2,43025000,43485000,chr2,43025000,43030000,chr2,43480000,43485000
23041,chr2,43120000,43550000,chr2,43120000,43125000,chr2,43545000,43550000
23042,chr2,43122500,43237500,chr2,43122500,43127500,chr2,43232500,43237500
3389,chr2,43125000,43230000,chr2,43125000,43130000,chr2,43225000,43230000
23043,chr2,43125000,43490000,chr2,43125000,43130000,chr2,43485000,43490000
3390,chr2,43132500,43497500,chr2,43132500,43137500,chr2,43492500,43497500
3391,chr2,43165000,43225000,chr2,43165000,43170000,chr2,43220000,43225000
23044,chr2,43170000,43225000,chr2,43170000,43175000,chr2,43220000,43225000
29500,chr2,69902500,70647500,chr2,69902500,69907500,chr2,70642500,70647500
3481,chr2,69905000,70650000,chr2,69905000,69910000,chr2,70645000,70650000
23177,chr2,69910000,70260000,chr2,69910000,69915000,chr2,70255000,70260000
11051,chr2,69912500,70147500,chr2,69912500,69917500,chr2,70142500,70147500
23176,chr2,69912500,70157500,chr2,69912500,69917500,chr2,70152500,70157500
3482,chr2,69912500,70297500,chr2,69912500,69917500,chr2,70292500,70297500
11053,chr2,70080000,70295000,chr2,70080000,70085000,chr2,70290000,70295000
18595,chr2,70082500,70257500,chr2,70082500,70087500,chr2,70252500,70257500
3484,chr2,70085000,70140000,chr2,70085000,70090000,chr2,70135000,70140000
3523,chr2,85832500,86367500,chr2,85832500,85837500,chr2,86362500,86367500
11149,chr2,112602500,112947500,chr2,112602500,112607500,chr2,112942500,112947500
29551,chr2,112612500,112957500,chr2,112612500,112617500,chr2,112952500,112957500
11150,chr2,112632500,112737500,chr2,112632500,112637500,chr2,112732500,112737500
23261,chr2,112742500,112947500,chr2,112742500,112747500,chr2,112942500,112947500
11151,chr2,112742500,112957500,chr2,112742500,112747500,chr2,112952500,112957500
3569,chr2,112750000,112885000,chr2,112750000,112755000,chr2,112880000,112885000
23512,chr2,195322500,195657500,chr2,195322500,195327500,chr2,195652500,195657500
