Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,chr1,start1,end1,chr2,start2,end2,status,ctrl_signal,rbp1_signal,log2FC,log2FC_clipped,condition,distance,loop_id,comp_switch_A1,comp_switch_A2,loop_class,source,CTCF_signal,H3K27me3_signal,H3K4me3_signal,rad21_signal,GC_mean,GC_diff,E1_anchor1_ctrl,E1_anchor1_rbp1,E1_anchor2_ctrl,E1_anchor2_rbp1,delta_E1_anchor1,delta_E1_anchor2,ATAC_signal,status_slop,status_slop2,status_slop3,anchor1_id,anchor2_id,cre_categorization,gene_id
8492,8492,8492,8492,chr10,119602500,119607500,chr10,119862500,119867500,lost,0.0098992599037799,0.0083533148667846,-0.2449718498426442,-0.2449718498426442,Control loop,260000,8492,stable,stable,intra-TAD,ctrl,5.1227875,0.0941708,0.19977742,0.026397346,0.4252,0.0551999999999999,1.163477399074537,1.0006379666640253,0.8568839095748408,0.7487425142614768,-0.1628394324105118,-0.108141395313364,0.08271004,lost_2.5kb,shared_10kb,lost_0kb,anchor1_8492,anchor2_8492,enhancer-other,BAG3
8493,8493,8493,8493,chr10,119610000,119615000,chr10,119650000,119655000,lost,0.0236795120746036,0.0198127916717876,-0.2572071801090215,-0.2572071801090215,Control loop,40000,8493,stable,stable,intra-TAD,ctrl,0.75047266,5.8032856,0.188543,0.023610536,0.4827,0.0309999999999999,0.4797743601204008,0.4093989577253942,0.3554007384345022,0.4272261316876823,-0.0703754023950066,0.0718253932531801,0.039119776,lost_2.5kb,shared_10kb,lost_0kb,anchor1_8493,anchor2_8493,promoter-other,BAG3
8514,8514,8514,8514,chr11,1702500,1707500,chr11,1832500,1837500,lost,0.0376221565155313,0.0218617111128059,-0.7831762220787538,-0.7831762220787538,Control loop,130000,8514,stable,stable,intra-TAD,ctrl,1.5662029,0.25896993,0.188543,0.03606747,0.5545,0.2021999999999999,0.677152922649044,0.7118875146347419,0.5473017433842496,0.4862931765838913,0.0347345919856978,-0.0610085668003583,0.03675107,lost_2.5kb,shared_10kb,lost_0kb,anchor1_8514,anchor2_8514,promoter-enhancer,SYT8
8518,8518,8518,8518,chr11,2185000,2190000,chr11,2525000,2530000,lost,0.0075120599306342,0.0075110570814132,-0.0001926105746014,-0.0001926105746014,Control loop,340000,8518,stable,stable,uncategorized,ctrl,8.059419,0.90639555,0.188543,0.032929778,0.5754999999999999,0.0554,0.7199690085422946,0.6417170219492587,0.636678134835532,0.5108241901028963,-0.0782519865930359,-0.1258539447326357,0.053119723,lost_2.5kb,shared_10kb,lost_0kb,anchor1_8518,anchor2_8518,enhancer-other,KCNQ1
8519,8519,8519,8519,chr11,2192500,2197500,chr11,2892500,2897500,lost,0.0046566089502534,0.0029463961746951,-0.6603283042167536,-0.6603283042167536,Control loop,700000,8519,stable,stable,intra-TAD,ctrl,24.112988,0.65919626,0.24746269,0.035938546,0.5947,0.0342,0.7199690085422946,0.6417170219492587,0.5473017433842496,0.4862931765838913,-0.0782519865930359,-0.0610085668003583,0.082821034,lost_2.5kb,shared_10kb,lost_0kb,anchor1_8519,anchor2_8519,enhancer-enhancer,KCNQ1
8520,8520,8520,8520,chr11,2305000,2310000,chr11,2525000,2530000,lost,0.0098836457975863,0.0106828796615805,0.1121853757139985,0.1121853757139985,Control loop,220000,8520,stable,stable,intra-TAD,ctrl,1.1420236,0.09417095,0.188543,0.023979478,0.6165,0.0266,0.7199690085422946,0.6417170219492587,0.904660154686352,0.8666356579935263,-0.0782519865930359,-0.0380244966928257,0.046578903,lost_2.5kb,shared_10kb,lost_0kb,anchor1_8520,anchor2_8520,enhancer-enhancer,KCNQ1
8521,8521,8521,8521,chr11,2530000,2535000,chr11,3020000,3025000,lost,0.0059032363836326,0.0056363044681801,-0.0667565660001976,-0.0667565660001976,Control loop,490000,8521,stable,stable,intra-TAD,ctrl,2.4798214,0.0,0.188543,0.03746535,0.541,0.1215999999999999,0.904660154686352,0.8666356579935263,0.636678134835532,0.5108241901028963,-0.0380244966928257,-0.1258539447326357,0.03457114,lost_2.5kb,shared_10kb,lost_0kb,anchor1_8521,anchor2_8521,enhancer-enhancer,KCNQ1
8547,8547,8547,8547,chr11,8910000,8915000,chr11,9505000,9510000,lost,0.0051829628149336,0.0057871663763021,0.1590800778352629,0.1590800778352629,Control loop,595000,8547,stable,stable,intra-TAD,ctrl,6.003784,1.6950766,0.18854302,0.04999315,0.4624,0.1079999999999999,0.5607703606074453,0.6177069092750559,0.9603478550600988,0.9361172927406736,0.0569365486676105,-0.0242305623194253,0.042894285,lost_2.5kb,shared_10kb,lost_0kb,anchor1_8547,anchor2_8547,promoter-enhancer,SNORA23
8548,8548,8548,8548,chr11,9022500,9027500,chr11,9492500,9497500,lost,0.0078725853757484,0.0066967027680266,-0.2333865623203967,-0.2333865623203967,Control loop,470000,8548,stable,stable,intra-TAD,ctrl,1.9251244,0.1883419,0.188543,0.030152831,0.4322,0.0348,0.996461384225913,0.9986870214839284,0.9337629523732957,0.8676618479854227,0.0022256372580153,-0.0661011043878728,0.09932005,lost_2.5kb,shared_10kb,lost_0kb,anchor1_8548,anchor2_8548,enhancer-enhancer,SNORA23
8550,8550,8550,8550,chr11,9182500,9187500,chr11,9502500,9507500,lost,0.0098088490392084,0.0058289912763362,-0.7508376194350078,-0.7508376194350078,Control loop,320000,8550,stable,stable,intra-TAD,ctrl,1.7946081,0.0941708,0.2029689,0.030551594,0.4212,0.0352,0.6924076967869477,0.720202560412348,0.4534414199902418,0.4237074177455019,0.0277948636254002,-0.0297340022447398,0.02764643,lost_2.5kb,shared_10kb,lost_0kb,anchor1_8550,anchor2_8550,enhancer-enhancer,SNORA23
8551,8551,8551,8551,chr11,9272500,9277500,chr11,9442500,9447500,lost,0.0085922863106928,0.0078097693607102,-0.1377621242530923,-0.1377621242530923,Control loop,170000,8551,stable,stable,intra-TAD,ctrl,0.61995566,0.18834175,0.23047015,0.13533434,0.4385,0.0577999999999999,-0.0875047297821478,0.0072858938424245,-0.5172371142316389,-0.3740956384121194,0.0947906236245724,0.1431414758195194,0.026365448,lost_2.5kb,shared_10kb,lost_0kb,anchor1_8551,anchor2_8551,enhancer-other,SNORA23
8636,8636,8636,8636,chr11,34515000,34520000,chr11,35400000,35405000,lost,0.0067832725741684,0.0037473735101431,-0.85610168432276,-0.85610168432276,Control loop,885000,8636,stable,stable,intra-TAD,ctrl,6.2321835,0.28251263,0.45085844,0.027732998,0.422,0.0051999999999999,0.75340185336293,0.6559668500369467,0.4044380603098867,0.5110499753124339,-0.0974350033259833,0.1066119150025471,0.114014596,lost_2.5kb,shared_10kb,lost_0kb,anchor1_8636,anchor2_8636,enhancer-other,CD44
8638,8638,8638,8638,chr11,34925000,34930000,chr11,35305000,35310000,lost,0.0086515790979742,0.0067595367382209,-0.3560391039963942,-0.3560391039963942,Control loop,380000,8638,stable,stable,intra-TAD,ctrl,0.0,0.56502545,0.20462978,0.026411548,0.3984999999999999,0.1194,0.3099754756351441,0.3952696283369897,0.3620355597149376,0.4460638074616777,0.0852941527018456,0.08402824774674,0.028578322,lost_2.5kb,shared_10kb,lost_0kb,anchor1_8638,anchor2_8638,enhancer-enhancer,CD44
8722,8722,8722,8722,chr11,77120000,77125000,chr11,77185000,77190000,lost,0.0197577196291838,0.0200200018584703,0.0190256626713103,0.0190256626713103,Control loop,65000,8722,stable,stable,uncategorized,ctrl,0.55469716,0.8357665,0.188543,0.044759456,0.5285,0.0825999999999999,-0.7296871285355336,-0.838737400166706,-0.4459838369598579,-0.6208366076193523,-0.1090502716311723,-0.1748527706594944,0.027135532,lost_2.5kb,shared_10kb,lost_0kb,anchor1_8722,anchor2_8722,enhancer-enhancer,CAPN5
8763,8763,8763,8763,chr11,95155000,95160000,chr11,96425000,96430000,lost,0.009539638538573,0.0143286834584484,0.586899550662439,0.586899550662439,Control loop,1270000,8763,stable,stable,uncategorized,ctrl,0.7831019,0.1883419,0.2240208,0.028033677,0.396,0.1092,0.590764744925661,0.5469979762224327,0.5595639610278156,0.5695587403449728,-0.0437667687032282,0.0099947793171571,0.109868385,lost_2.5kb,shared_10kb,lost_0kb,anchor1_8763,anchor2_8763,enhancer-enhancer,SESN3
8833,8833,8833,8833,chr11,119482500,119487500,chr11,120102500,120107500,lost,0.0108140817713577,0.0096146661717346,-0.1696024984860114,-0.1696024984860114,Control loop,620000,8833,stable,stable,inter-TAD,ctrl,11.811783,10.923833,0.39306718,0.025412336,0.5374,0.0443999999999999,0.4765726054789479,0.4844490931634944,0.3426755453506021,0.3045745201455645,0.0078764876845464,-0.0381010252050376,0.14138384,lost_2.5kb,shared_10kb,lost_0kb,anchor1_8833,anchor2_8833,enhancer-other,NECTIN1
8834,8834,8834,8834,chr11,119615000,119620000,chr11,120110000,120115000,lost,0.009160912845127,0.0040674578159398,-1.1713639801484472,-1.1713639801484472,Control loop,495000,8834,stable,stable,intra-TAD,ctrl,35.990044,0.8828522,0.2647012,0.057749182,0.5259,0.0569999999999999,0.4765726054789479,0.4844490931634944,0.2805596911902752,0.3908000551111427,0.0078764876845464,0.1102403639208675,0.106463835,lost_2.5kb,shared_10kb,lost_0kb,anchor1_8834,anchor2_8834,enhancer-other,NECTIN1
8835,8835,8835,8835,chr11,119662500,119667500,chr11,120102500,120107500,lost,0.0177120939237377,0.0107765767304088,-0.7168358108428607,-0.7168358108428607,Control loop,440000,8835,stable,stable,inter-TAD,ctrl,2.6103382,3.3195262,0.24026719,0.023930255,0.5570999999999999,0.0837999999999999,0.2495725269452288,0.3320275061695296,0.5584697571252473,0.6148917642853913,0.0824549792243008,0.056422007160144,0.06223428,lost_2.5kb,shared_10kb,lost_0kb,anchor1_8835,anchor2_8835,enhancer-enhancer,NECTIN1
8856,8856,8856,8856,chr11,124672500,124677500,chr11,124852500,124857500,lost,0.011444014127403,0.0101330193075101,-0.1755290697375212,-0.1755290697375212,Control loop,180000,8856,stable,stable,inter-TAD,ctrl,2.316676,0.0,0.188543,0.030906206,0.4367,0.0062,0.8564529764672132,0.7880554813935051,0.6580783051033813,0.6353041701559888,-0.068397495073708,-0.0227741349473924,0.07966016,lost_2.5kb,shared_10kb,lost_0kb,anchor1_8856,anchor2_8856,promoter-other,SIAE
8864,8864,8864,8864,chr11,128162500,128167500,chr11,128622500,128627500,lost,0.0147291080812441,0.0146117302988412,-0.0115430408476334,-0.0115430408476334,Control loop,460000,8864,stable,stable,inter-TAD,ctrl,9.495107,3.4843252,0.188543,0.04035993,0.4256,0.0648,0.330784991758883,0.3234982178256994,0.4473212768045807,0.4207848798371236,-0.0072867739331835,-0.026536396967457,0.056900114,lost_2.5kb,shared_10kb,lost_0kb,anchor1_8864,anchor2_8864,enhancer-enhancer,ETS1
8867,8867,8867,8867,chr11,128282500,128287500,chr11,128832500,128837500,lost,0.005912955802196,0.0071098336082,0.2659363034005261,0.2659363034005261,Control loop,550000,8867,stable,stable,uncategorized,ctrl,3.3934402,0.65919644,0.21265897,0.035000853,0.4207,0.0585999999999999,0.7971569575040144,0.8193866680637918,0.4215187397805911,0.4351267329100072,0.0222297105597774,0.0136079931294161,0.05368813,lost_2.5kb,shared_10kb,lost_0kb,anchor1_8867,anchor2_8867,enhancer-enhancer,ETS1
8872,8872,8872,8872,chr11,129782500,129787500,chr11,130132500,130137500,lost,0.0093755847837334,0.0131757526429893,0.4909047920829906,0.4909047920829906,Control loop,350000,8872,stable,stable,intra-TAD,ctrl,2.5450807,0.9299379,0.18854302,0.039626166,0.444,0.0472,-0.1221141442070731,-0.0501802790509312,0.0084323548906604,0.0674617626128088,0.0719338651561418,0.0590294077221484,0.03722714,lost_2.5kb,shared_10kb,lost_0kb,anchor1_8872,anchor2_8872,enhancer-enhancer,APLP2
9061,9061,9061,9061,chr12,50815000,50820000,chr12,51250000,51255000,lost,0.0054735744987554,0.0056715250460097,0.0512534333883407,0.0512534333883407,Control loop,435000,9061,stable,stable,intra-TAD,ctrl,20.523787,0.36491236,0.19899291,0.04563305,0.4209,0.047,,,,,,,0.14082006,lost_2.5kb,shared_10kb,lost_0kb,anchor1_9061,anchor2_9061,enhancer-enhancer,TMT1A
9120,9120,9120,9120,chr12,68230000,68235000,chr12,69080000,69085000,lost,0.003526922080851,0.0017881867081004,-0.9799123241012676,-0.9799123241012676,Control loop,850000,9120,stable,stable,intra-TAD,ctrl,1.1420227,0.0,0.19892533,0.03599818,0.4024999999999999,0.0329999999999999,1.1318278399599258,1.066774386642525,0.8518307230130944,0.8847505206240178,-0.0650534533174007,0.0329197976109234,0.044216424,lost_2.5kb,shared_10kb,lost_0kb,anchor1_9120,anchor2_9120,enhancer-other,MDM1
9204,9204,9204,9204,chr12,98422500,98427500,chr12,98992500,98997500,lost,0.0066174279222388,0.0067077422527724,0.0195566781190573,0.0195566781190573,Control loop,570000,9204,stable,stable,intra-TAD,ctrl,6.7542486,5.461916,0.2112982,0.04526133,0.4208,0.044,-0.3885893561629246,-0.4181199752686423,-0.8569184691981256,-0.8795789555588297,-0.0295306191057176,-0.022660486360704,0.046123207,lost_2.5kb,shared_10kb,lost_0kb,anchor1_9204,anchor2_9204,enhancer-other,SNORA53
9206,9206,9206,9206,chr12,98572500,98577500,chr12,99002500,99007500,lost,0.0057838512821017,0.0023306580331433,-1.311293117403818,-1.311293117403818,Control loop,430000,9206,stable,stable,intra-TAD,ctrl,4.27443,1.0241088,0.18854302,0.03868621,0.4181,0.0301999999999999,-0.1758306985894933,-0.1232167698106197,0.1872479796334595,0.2088183669554855,0.0526139287788735,0.021570387322026,0.037715703,lost_2.5kb,shared_10kb,lost_0kb,anchor1_9206,anchor2_9206,enhancer-enhancer,SNORA53
9212,9212,9212,9212,chr12,100145000,100150000,chr12,100560000,100565000,lost,0.0070248026381874,0.0064804917258053,-0.1163544075223952,-0.1163544075223952,Control loop,415000,9212,stable,stable,intra-TAD,ctrl,2.088271,0.47085422,0.188543,0.028532818,0.4225,0.0462,-0.3763156561347153,-0.2259202557670495,-0.7061431722519038,-0.6464333850378089,0.1503954003676657,0.0597097872140949,0.04147499,lost_2.5kb,shared_10kb,lost_0kb,anchor1_9212,anchor2_9212,enhancer-other,SLC17A8
9213,9213,9213,9213,chr12,100352500,100357500,chr12,100542500,100547500,lost,0.0093992966995623,0.0118959955982649,0.3398513020972689,0.3398513020972689,Control loop,190000,9213,stable,stable,intra-TAD,ctrl,3.9807675,0.5532541,0.188543,0.031451717,0.4318,0.0252,-0.3763156561347153,-0.2259202557670495,-0.5172371142316389,-0.3740956384121194,0.1503954003676657,0.1431414758195194,0.04085404,lost_2.5kb,shared_10kb,lost_0kb,anchor1_9213,anchor2_9213,promoter-enhancer,SLC17A8
9214,9214,9214,9214,chr12,100355000,100360000,chr12,100730000,100735000,lost,0.0068530514701635,0.0057888364382349,-0.2434731282234916,-0.2434731282234916,Control loop,375000,9214,stable,stable,uncategorized,ctrl,0.7831012,4.284778,0.188543,0.033025928,0.397,0.0236,0.5155282787163179,0.4316246153441122,0.1089683736052746,0.0755831665351892,-0.0839036633722057,-0.0333852070700854,0.050071284,lost_2.5kb,shared_10kb,lost_0kb,anchor1_9214,anchor2_9214,promoter-enhancer,SLC17A8
9227,9227,9227,9227,chr12,104202500,104207500,chr12,105382500,105387500,lost,0.0064164321074071,0.0051591511625194,-0.314637583836049,-0.314637583836049,Control loop,1180000,9227,stable,stable,intra-TAD,ctrl,2.316676,2.0364463,0.188543,0.030773275,0.4413,0.0186,0.162476208510567,0.1842169314770577,-0.9127458138102768,-0.9517582411593616,0.0217407229664906,-0.0390124273490847,0.03535875,lost_2.5kb,shared_10kb,lost_0kb,anchor1_9227,anchor2_9227,enhancer-enhancer,CHST11
9229,9229,9229,9229,chr12,104735000,104740000,chr12,105050000,105055000,lost,0.0094430412230221,0.0094624734834374,0.0029657839040777,0.0029657839040777,Control loop,315000,9229,stable,stable,intra-TAD,ctrl,10.702383,3.0723274,0.188543,0.030467087,0.4548999999999999,0.1249999999999999,0.4763740358299148,0.4068089645128268,0.4674606431167536,0.3849598358956271,-0.0695650713170879,-0.0825008072211265,0.09371791,lost_2.5kb,shared_10kb,lost_0kb,anchor1_9229,anchor2_9229,enhancer-enhancer,CHST11
9236,9236,9236,9236,chr12,106222500,106227500,chr12,106912500,106917500,lost,0.0046796771942827,0.0019314667378874,-1.2767121827579937,-1.2767121827579937,Control loop,690000,9236,stable,stable,inter-TAD,ctrl,1.1746529,0.3060553,0.64790255,0.028440116,0.4662,0.0103999999999999,0.110281446782157,0.0683063802645237,-0.2069245085655354,-0.1095230770596472,-0.0419750665176332,0.0974014315058881,0.05323866,lost_2.5kb,shared_10kb,lost_0kb,anchor1_9236,anchor2_9236,enhancer-enhancer,CKAP4
9343,9343,9343,9343,chr13,29512500,29517500,chr13,29712500,29717500,lost,0.0186175760946661,0.0179753208343525,-0.0506477332314927,-0.0506477332314927,Control loop,200000,9343,stable,stable,intra-TAD,ctrl,6.3953295,0.27074122,0.45421728,0.025000313,0.5065,0.1002,0.1524633405880654,0.1782435156442165,0.4363092391033515,0.4194474421400154,0.025780175056151,-0.016861796963336,0.08121967,lost_2.5kb,shared_10kb,lost_0kb,anchor1_9343,anchor2_9343,enhancer-other,SLC7A1
9702,9702,9702,9702,chr14,92130000,92135000,chr14,92785000,92790000,lost,0.0064515728606737,0.0038341976244263,-0.7507262259926608,-0.7507262259926608,Control loop,655000,9702,stable,stable,intra-TAD,ctrl,1.8598667,0.18834175,0.188543,0.026104743,0.3979,0.0054,0.479569679486613,0.3820978056298181,0.8868525815522899,0.7825972949025629,-0.0974718738567949,-0.1042552866497269,0.047075734,lost_2.5kb,shared_10kb,lost_0kb,anchor1_9702,anchor2_9702,enhancer-enhancer,LGMN
9703,9703,9703,9703,chr14,92692500,92697500,chr14,92782500,92787500,lost,0.0187405620865409,0.0250151273060721,0.4166365699954377,0.4166365699954377,Control loop,90000,9703,stable,stable,intra-TAD,ctrl,1.3051697,0.2825126,0.1978982,0.027176034,0.4626,0.0428,0.479569679486613,0.3820978056298181,0.7064217243851614,0.7466496266899747,-0.0974718738567949,0.0402279023048133,0.04501405,lost_2.5kb,shared_10kb,lost_0kb,anchor1_9703,anchor2_9703,enhancer-enhancer,LGMN
9766,9766,9766,9766,chr15,40625000,40630000,chr15,41405000,41410000,lost,0.0017704871236145,0.0010185858863362,-0.7975787190362971,-0.7975787190362971,Control loop,780000,9766,stable,stable,uncategorized,ctrl,1.566204,0.0,0.188543,0.04445295,0.4291,0.0817999999999999,-0.0875047297821478,0.0072858938424245,-0.7061431722519038,-0.6464333850378089,0.0947906236245724,0.0597097872140949,0.044240966,lost_2.5kb,shared_10kb,lost_0kb,anchor1_9766,anchor2_9766,enhancer-other,CHAC1
9770,9770,9770,9770,chr15,40912500,40917500,chr15,41192500,41197500,lost,0.0155754408828491,0.0131376054435949,-0.2455706577292464,-0.2455706577292464,Control loop,280000,9770,stable,stable,intra-TAD,ctrl,15.498885,1.3890207,0.53368104,0.043980204,0.4948,0.1075999999999999,-0.1499727990573227,-0.0665565987736471,0.5155282787163179,0.4316246153441122,0.0834162002836755,-0.0839036633722057,0.17305592,lost_2.5kb,shared_10kb,lost_0kb,anchor1_9770,anchor2_9770,enhancer-other,CHAC1
9771,9771,9771,9771,chr15,40940000,40945000,chr15,41020000,41025000,lost,0.0294842972948393,0.0179523958231117,-0.715770419881286,-0.715770419881286,Control loop,80000,9771,stable,stable,intra-TAD,ctrl,15.531512,1.5302774,0.19014083,0.05102964,0.503,0.1624,0.5155282787163179,0.4316246153441122,0.3158279400247919,0.2804600103372041,-0.0839036633722057,-0.0353679296875877,0.100776665,lost_2.5kb,shared_10kb,lost_0kb,anchor1_9771,anchor2_9771,promoter-enhancer,CHAC1
9897,9897,9897,9897,chr15,72730000,72735000,chr15,73270000,73275000,lost,0.0051959855048211,0.0038789970767509,-0.4217137174812245,-0.4217137174812245,Control loop,540000,9897,stable,stable,intra-TAD,ctrl,3.3281813,0.24719846,0.20615417,0.027142076,0.4172,0.0211999999999999,0.6243753214899733,0.6780900718134998,-0.0819704160624089,0.0127988872080315,0.0537147503235264,0.0947693032704404,0.088284865,lost_2.5kb,shared_10kb,lost_0kb,anchor1_9897,anchor2_9897,enhancer-enhancer,NEO1
9899,9899,9899,9899,chr15,74370000,74375000,chr15,74490000,74495000,lost,0.0226630953676645,0.0173820532811893,-0.3827464078443069,-0.3827464078443069,Control loop,120000,9899,stable,stable,uncategorized,ctrl,0.5546972,0.0,0.18854302,0.02699409,0.4760999999999999,0.0869999999999999,-0.0331357989062219,0.0443611017334059,-0.0819704160624089,0.0127988872080315,0.0774969006396278,0.0947693032704404,0.04209976,lost_2.5kb,shared_10kb,lost_0kb,anchor1_9899,anchor2_9899,promoter-promoter,SEMA7A
9900,9900,9900,9900,chr15,74382500,74387500,chr15,74952500,74957500,lost,0.0055148529195318,0.0010129857534943,-2.4447085254273992,-2.4447085254273992,Control loop,570000,9900,stable,stable,inter-TAD,ctrl,5.7101154,1.0358797,0.29769948,0.049457982,0.5841000000000001,0.0026,0.645919412554352,0.530144050494628,0.7372766506446492,0.6240187992098922,-0.115775362059724,-0.1132578514347569,0.04953918,lost_2.5kb,shared_10kb,lost_0kb,anchor1_9900,anchor2_9900,promoter-enhancer,"EDC3,SEMA7A"
9901,9901,9901,9901,chr15,74622500,74627500,chr15,74942500,74947500,lost,0.0058597681809245,0.0078826039859719,0.4278287056975852,0.4278287056975852,Control loop,320000,9901,stable,stable,uncategorized,ctrl,2.8713725,1.0476513,0.188543,0.05376339,0.5171,0.0682,0.9172678263276266,0.8279191307353164,0.7341520473961825,0.6999181754681834,-0.0893486955923101,-0.034233871927999,0.04094808,lost_2.5kb,shared_10kb,lost_0kb,anchor1_9901,anchor2_9901,enhancer-other,EDC3
9902,9902,9902,9902,chr15,74645000,74650000,chr15,74685000,74690000,lost,0.0262594697057857,0.0213751388482314,-0.2969039907046542,-0.2969039907046542,Control loop,40000,9902,stable,stable,intra-TAD,ctrl,4.111285,0.9299378,0.188543,0.056067415,0.4316,0.0111999999999999,0.7712203254136867,0.7684788831064044,0.8297179249297439,0.7085869166734745,-0.0027414423072822,-0.1211310082562694,0.042738356,lost_2.5kb,shared_10kb,lost_0kb,anchor1_9902,anchor2_9902,enhancer-other,EDC3
9921,9921,9921,9921,chr15,80682500,80687500,chr15,80972500,80977500,lost,0.0070358456332502,0.0051132273606555,-0.4604896531985637,-0.4604896531985637,Control loop,290000,9921,stable,stable,uncategorized,ctrl,0.0,0.2825126,0.19995996,0.029926628,0.4316,0.0204,-0.0718513718298108,-0.0634687369200057,0.0390037835806702,0.1307343764907532,0.0083826349098051,0.0917305929100829,0.048578348,lost_2.5kb,shared_10kb,lost_0kb,anchor1_9921,anchor2_9921,enhancer-enhancer,CEMIP
9922,9922,9922,9922,chr15,80780000,80785000,chr15,80855000,80860000,lost,0.0236185703432282,0.0223209514714809,-0.0815231135387725,-0.0815231135387725,Control loop,75000,9922,stable,stable,intra-TAD,ctrl,0.26103398,2.2718744,0.19739723,0.025091344,0.4779,0.013,-0.0718513718298108,-0.0634687369200057,-0.1332510085338839,0.0565691835446264,0.0083826349098051,0.1898201920785104,0.05208387,lost_2.5kb,shared_10kb,lost_0kb,anchor1_9922,anchor2_9922,enhancer-enhancer,CEMIP
9968,9968,9968,9968,chr15,98442500,98447500,chr15,99072500,99077500,lost,0.0104979318692126,0.0092699791748737,-0.1794671367752243,-0.1794671367752243,Control loop,630000,9968,stable,stable,intra-TAD,ctrl,2.4145632,0.82399535,0.29317224,0.025189728,0.4636,0.0252,-0.2087754976442514,-0.3093968726902057,-0.3571001155564142,-0.441742457587631,-0.1006213750459543,-0.0846423420312167,0.07073582,lost_2.5kb,shared_10kb,lost_0kb,anchor1_9968,anchor2_9968,enhancer-enhancer,IGF1R
9969,9969,9969,9969,chr15,98512500,98517500,chr15,98852500,98857500,lost,0.0145987338214132,0.009722756265058,-0.5864059858476383,-0.5864059858476383,Control loop,340000,9969,stable,stable,intra-TAD,ctrl,1.4683151,0.5414827,0.188543,0.027645666,0.471,0.0087999999999999,0.2541635787071519,0.2857558265874731,0.6761475937126592,0.613871734824701,0.0315922478803212,-0.0622758588879581,0.047606803,lost_2.5kb,shared_10kb,lost_0kb,anchor1_9969,anchor2_9969,promoter-enhancer,IGF1R
9970,9970,9970,9970,chr15,98575000,98580000,chr15,98650000,98655000,lost,0.0147431637488166,0.0121923750977458,-0.2740669538265018,-0.2740669538265018,Control loop,75000,9970,stable,stable,intra-TAD,ctrl,5.9385195,0.0,0.19360147,0.040618975,0.4466,0.012,0.7564480794474958,0.7644548288677798,0.6761475937126592,0.613871734824701,0.008006749420284,-0.0622758588879581,0.05661072,lost_2.5kb,shared_10kb,lost_0kb,anchor1_9970,anchor2_9970,enhancer-other,IGF1R
9971,9971,9971,9971,chr15,98662500,98667500,chr15,99072500,99077500,lost,0.0059639650268913,0.0042632708472493,-0.4843110843928593,-0.4843110843928593,Control loop,410000,9971,stable,stable,intra-TAD,ctrl,2.5777097,0.92993784,0.188543,0.032255437,0.4619,0.0217999999999999,0.2737295352683273,0.2807602972573061,-0.0353925559263639,-0.0113974591621296,0.0070307619889788,0.0239950967642342,0.046212412,lost_2.5kb,shared_10kb,lost_0kb,anchor1_9971,anchor2_9971,enhancer-enhancer,IGF1R
9972,9972,9972,9972,chr15,98870000,98875000,chr15,99065000,99070000,lost,0.0084565081907714,0.0047732742674236,-0.8250828430143043,-0.8250828430143043,Control loop,195000,9972,stable,stable,intra-TAD,ctrl,2.6103377,0.01177135,0.19774023,0.02748584,0.4649,0.0466,-0.0144185468422786,-0.0279978471933935,-0.3157482349566951,-0.2814751264528935,-0.0135793003511149,0.0342731085038016,0.109299645,lost_2.5kb,shared_10kb,lost_0kb,anchor1_9972,anchor2_9972,enhancer-other,IGF1R
9988,9988,9988,9988,chr16,3690000,3695000,chr16,3875000,3880000,lost,0.0133641439961078,0.013176181057297,-0.0204351478765302,-0.0204351478765302,Control loop,185000,9988,stable,stable,intra-TAD,ctrl,7.1458006,0.48262605,0.18854302,0.034433503,0.4788,0.044,0.472464582356165,0.6816297415694744,0.594226054186149,0.5253840803711752,0.2091651592133093,-0.0688419738149738,0.07605755,lost_2.5kb,shared_10kb,lost_0kb,anchor1_9988,anchor2_9988,promoter-enhancer,CREBBP
10037,10037,10037,10037,chr16,31202500,31207500,chr16,31442500,31447500,lost,0.0141879372375893,0.0118846939107146,-0.2555601061576302,-0.2555601061576302,Control loop,240000,10037,stable,stable,intra-TAD,ctrl,10.73502,0.09417085,0.59903467,0.034240816,0.4895,0.0457999999999999,0.0542328030759084,0.2157329707492003,0.0748980842138945,0.0931352902836097,0.1615001676732918,0.0182372060697152,0.094837554,lost_2.5kb,shared_10kb,lost_0kb,anchor1_10037,anchor2_10037,promoter-promoter,PYCARD-AS1
10056,10056,10056,10056,chr16,53542500,53547500,chr16,55252500,55257500,lost,0.0050552669327114,0.0031267111699112,-0.693141316212452,-0.693141316212452,Control loop,1710000,10056,stable,stable,uncategorized,ctrl,0.5220679,0.47085434,0.188543,0.029429208,0.4146999999999999,0.0406,0.2982854938418185,0.3262437424642227,0.3027211305785193,0.400800474710244,0.0279582486224042,0.0980793441317247,0.031372994,lost_2.5kb,shared_10kb,lost_0kb,anchor1_10056,anchor2_10056,enhancer-enhancer,CRNDE
