Unnamed: 0,chr1,start1,end1,chr2,start2,end2,status,ctrl_signal,rbp1_signal,log2FC,log2FC_clipped,condition,distance,loop_id,comp_switch_A1,comp_switch_A2,loop_class,source,CTCF_signal,H3K27me3_signal,H3K4me3_signal,rad21_signal,GC_mean,GC_diff,E1_anchor1_ctrl,E1_anchor1_rbp1,E1_anchor2_ctrl,E1_anchor2_rbp1,delta_E1_anchor1,delta_E1_anchor2,gene_id
7765,chr1,108745000,108750000,chr1,108810000,108815000,lost,0.0188261726240191,0.0187508503876458,-0.0057837025774818,-0.0057837025774818,Control loop,65000,7765,stable,stable,intra-TAD,ctrl,1.7946084,2.1423895,0.188543,0.025786147,0.4151,0.0509999999999999,0.8741775116856858,0.7907268515826297,0.4548031241355023,0.4561686104008757,-0.0834506601030561,0.0013654862653734,6814
7766,chr1,108745000,108750000,chr1,108895000,108900000,lost,0.0156919229033105,0.0147463780739164,-0.0896615013894795,-0.0896615013894795,Control loop,150000,7766,stable,stable,intra-TAD,ctrl,0.6199557,0.7533672,0.22233844,0.024551012,0.4004,0.0803999999999999,0.4634971912871382,0.4572834290800226,0.2453899475479994,0.2692146483815457,-0.0062137622071155,0.0238247008335462,"254268,642864,6814"
7767,chr1,109200000,109205000,chr1,109400000,109405000,lost,0.0115548855875753,0.0121386170506509,0.0711010902852249,0.0711010902852249,Control loop,200000,7767,stable,stable,intra-TAD,ctrl,1.8924954,0.28251255,0.188543,0.03321682,0.4305,0.1013999999999999,0.2057686002877892,0.2745025659783379,0.0978100603873296,0.1043559263967763,0.0687339656905486,0.0065458660094467,"1952,343263,57535,6272"
7768,chr1,109440000,109445000,chr1,109525000,109530000,lost,0.0154277046208292,0.009687542192837,-0.6713208356006503,-0.6713208356006503,Control loop,85000,7768,stable,stable,intra-TAD,ctrl,0.0,3.2724414,0.188543,0.025536489,0.4447,0.0862,0.2057686002877892,0.2745025659783379,0.2453899475479994,0.2692146483815457,0.0687339656905486,0.0238247008335462,"284612,284613,57463"
7769,chr1,109782500,109787500,chr1,109892500,109897500,lost,0.0157068701194464,0.0152086799532641,-0.0465007870599949,-0.0465007870599949,Control loop,110000,7769,stable,stable,intra-TAD,ctrl,0.7831019,1.9893608,0.20060481,0.035145015,0.5253,0.0154,0.0480682052016639,0.1057775471592428,-0.0883389439443726,0.0479510444236842,0.0577093419575788,0.1362899883680569,107985167
7770,chr1,109780000,109785000,chr1,109920000,109925000,lost,0.0172205709643094,0.01481160549935,-0.2174049478647138,-0.2174049478647138,Control loop,140000,7770,stable,stable,intra-TAD,ctrl,3.7523618,0.094170846,0.25096482,0.030130181,0.5033000000000001,0.1118,0.0480682052016639,0.1057775471592428,0.2453899475479994,0.2692146483815457,0.0577093419575788,0.0238247008335462,107985167
7771,chr1,110322500,110327500,chr1,110462500,110467500,lost,0.0123440879977583,0.0113058746982243,-0.1267476386887818,-0.1267476386887818,Control loop,140000,7771,stable,stable,intra-TAD,ctrl,4.6333504,0.37668353,0.23480089,0.03223911,0.4469999999999999,0.078,0.2453899475479994,0.2692146483815457,0.2549809627269664,0.2048485192585603,0.0238247008335462,-0.0501324434684061,"440600,84432"
7772,chr1,110330000,110335000,chr1,110400000,110405000,lost,0.0286442524341559,0.0206682165707993,-0.4708317802388068,-0.4708317802388068,Control loop,70000,7772,stable,stable,intra-TAD,ctrl,0.0,0.094170906,0.19148898,0.023274293,0.3948,0.0147999999999999,0.2453899475479994,0.2692146483815457,0.3513858924518281,0.278235590725295,0.0238247008335462,-0.0731503017265331,440600
7774,chr1,110522500,110527500,chr1,110762500,110767500,lost,0.0084627674523159,0.0133060720176578,0.652883318678034,0.652883318678034,Control loop,240000,7774,stable,stable,intra-TAD,ctrl,10.441352,10.064523,0.188543,0.029826727,0.4556,0.1239999999999999,0.3513858924518281,0.278235590725295,0.1101773612746263,0.1905071108384562,-0.0731503017265331,0.0803297495638299,3738
7776,chr1,112382500,112387500,chr1,112472500,112477500,lost,0.0169469642529727,0.0168014926340299,-0.0124374565490315,-0.0124374565490315,Control loop,90000,7776,stable,stable,uncategorized,ctrl,2.8387434,1.5067346,0.2024396,0.048156522,0.4406,0.08,0.1101773612746263,0.1905071108384562,0.1669980647367294,0.2035852330297509,0.0803297495638299,0.0365871682930215,"55917,7482"
7777,chr1,112502500,112507500,chr1,112702500,112707500,lost,0.0131196348149026,0.0125403623750139,-0.065148525232163,-0.065148525232163,Control loop,200000,7777,stable,stable,intra-TAD,ctrl,0.0,0.0,0.188543,0.024149567,0.5549999999999999,0.0535999999999999,0.1101773612746263,0.1905071108384562,0.2549809627269664,0.2048485192585603,0.0803297495638299,-0.0501324434684061,7482
7779,chr1,112882500,112887500,chr1,113052500,113057500,lost,0.0167434242424775,0.0158207343873376,-0.0817780372329407,-0.0817780372329407,Control loop,170000,7779,stable,stable,intra-TAD,ctrl,16.934574,0.27074116,0.626964,0.042946994,0.4633,0.0877999999999999,0.3703768370049027,0.355852262888754,0.121739424475754,0.1177105256306208,-0.0145245741161487,-0.0040288988451332,100506392
7780,chr1,112960000,112965000,chr1,113030000,113035000,lost,0.0218949998283595,0.0153967016938257,-0.5079801109117721,-0.5079801109117721,Control loop,70000,7780,stable,stable,intra-TAD,ctrl,3.0345182,0.09417081,0.188543,0.025125284,0.4159,0.059,0.3703768370049027,0.355852262888754,0.0767513410166288,0.1480224911559442,-0.0145245741161487,0.0712711501393153,100506392
7783,chr1,113832500,113837500,chr1,113912500,113917500,lost,0.0227236835420515,0.0252696818604276,0.1532107844357108,0.1532107844357108,Control loop,80000,7783,stable,stable,intra-TAD,ctrl,37.2626,0.800453,0.25107953,0.047280274,0.3967,0.0654,0.1843349410639218,0.1154918300842491,0.2949965425122527,0.2899553927419979,-0.0688431109796726,-0.0050411497702548,"100287722,10717,26191,64858"
7784,chr1,113832500,113837500,chr1,113952500,113957500,lost,0.0122682816392111,0.0130595415172122,0.0901710573077998,0.0901710573077998,Control loop,120000,7784,stable,stable,intra-TAD,ctrl,1.3051696,0.718053,0.188543,0.025415026,0.3674,0.0068,0.29209585934424,0.2412470991303275,-0.1277411273367469,-0.0424879702835848,-0.0508487602139124,0.085253157053162,"100287722,10717,26191,64858"
7785,chr1,113982500,113987500,chr1,114282500,114287500,lost,0.0172571439363766,0.0149278884294266,-0.2091836090317749,-0.2091836090317749,Control loop,300000,7785,stable,stable,inter-TAD,ctrl,29.333672,0.24719866,0.7033385,0.050272726,0.4556,0.1111999999999999,0.29209585934424,0.2412470991303275,0.1302922585211201,0.1628990563099111,-0.0508487602139124,0.032606797788791,"148281,56944"
7786,chr1,115045000,115050000,chr1,115470000,115475000,lost,0.0063434911993171,0.0034480402666015,-0.8795004370769856,-0.8795004370769856,Control loop,425000,7786,stable,stable,intra-TAD,ctrl,5.0249014,21.906523,0.40678543,0.025119316,0.4105999999999999,0.1539999999999999,0.29209585934424,0.2412470991303275,0.2248313180646168,0.2164992586133826,-0.0508487602139124,-0.0083320594512341,10100
7790,chr1,115802500,115807500,chr1,115992500,115997500,lost,0.0093755381614002,0.0081853850847082,-0.1958512139558578,-0.1958512139558578,Control loop,190000,7790,stable,stable,intra-TAD,ctrl,13.21484,0.0,0.188543,0.042130426,0.3836,0.0091999999999999,-0.3582868151725084,-0.3105607023944475,-0.0687882600383761,-0.054700475402546,0.0477261127780609,0.01408778463583,55356
7791,chr1,115802500,115807500,chr1,116502500,116507500,lost,0.0039182488197719,0.0029877754021002,-0.3911373141669725,-0.3911373141669725,Control loop,700000,7791,stable,stable,inter-TAD,ctrl,16.804049,0.6474253,0.188543,0.026524559,0.4166999999999999,0.0569999999999999,-0.3013327600087687,-0.2441240920146552,-0.1443624411452664,-0.0707627317089391,0.0572086679941134,0.0735997094363273,"126868,476,55356,84852"
7792,chr1,116245000,116250000,chr1,116475000,116480000,lost,0.0101267725650468,0.0056716043608701,-0.83634565400314,-0.83634565400314,Control loop,230000,7792,stable,stable,intra-TAD,ctrl,20.26275,0.6474248,0.26466095,0.037824497,0.4685,0.0321999999999999,-0.3013327600087687,-0.2441240920146552,-0.3988848729612002,-0.3047775471007551,0.0572086679941134,0.094107325860445,"476,84852"
7793,chr1,116572500,116577500,chr1,116662500,116667500,lost,0.0191661454060517,0.0141319244665194,-0.439602275644944,-0.439602275644944,Control loop,90000,7793,stable,stable,intra-TAD,ctrl,1.3051699,0.28251278,0.26317462,0.024262022,0.4726,0.0428,-0.2190686823725047,-0.2230898134084457,0.0769386072036973,0.2273364896738155,-0.004021131035941,0.1503978824701181,3321
7794,chr1,116812500,116817500,chr1,117052500,117057500,lost,0.0083871703180177,0.0056909185129003,-0.5595226311641135,-0.5595226311641135,Control loop,240000,7794,stable,stable,uncategorized,ctrl,2.5777097,2.2954173,0.21768147,0.024784487,0.3903999999999999,0.0488,0.1596542893665208,0.1551163503141008,0.0769386072036973,0.2273364896738155,-0.00453793905242,0.1503978824701181,5738
7795,chr1,117375000,117380000,chr1,117435000,117440000,lost,0.0168745871955064,0.0123584914423166,-0.4493495605523877,-0.4493495605523877,Control loop,60000,7795,stable,stable,intra-TAD,ctrl,1.6640912,0.28251255,0.188543,0.023449186,0.3651,0.0141999999999999,0.1596542893665208,0.1551163503141008,-0.1836182436295476,-0.050193399801812,-0.00453793905242,0.1334248438277355,10905
7796,chr1,117512500,117517500,chr1,117752500,117757500,lost,0.0184160441701972,0.0197047746721936,0.0975820532434442,0.0975820532434442,Control loop,240000,7796,stable,stable,inter-TAD,ctrl,9.854032,0.2589699,0.20854,0.034332618,0.3858,0.0611999999999999,0.3969806605278915,0.3665049690117342,0.0769386072036973,0.2273364896738155,-0.0304756915161573,0.1503978824701181,10905
7797,chr1,117512500,117517500,chr1,117882500,117887500,lost,0.0061418626970493,0.0054684446963164,-0.1675456925416703,-0.1675456925416703,Control loop,370000,7797,stable,stable,intra-TAD,ctrl,24.92873,0.9299376,0.30291295,0.04205824,0.3537,0.003,0.3969806605278915,0.3665049690117342,0.0772639850718785,0.113292560880222,-0.0304756915161573,0.0360285758083434,10905
7799,chr1,119550000,119555000,chr1,119665000,119670000,lost,0.0207525319163561,0.0095321297496215,-1.1224168689857943,-1.1224168689857943,Control loop,115000,7799,stable,stable,intra-TAD,ctrl,0.26103398,0.18834181,0.188543,0.025548747,0.4538,0.0252,0.4665532368428176,0.4865936261699927,0.5677393879715777,0.5449260330772407,0.020040389327175,-0.022813354894337,"26227,90874"
7800,chr1,119880000,119885000,chr1,119955000,119960000,lost,0.0230550556954089,0.0177088174198812,-0.380615277624548,-0.380615277624548,Control loop,75000,7800,stable,stable,intra-TAD,ctrl,3.1324062,10.700173,0.188543,0.04740517,0.4033,0.0398,0.8603743231489046,0.9170958772317088,0.5318132224850606,0.4995374996192894,0.0567215540828042,-0.0322757228657711,11085
7801,chr1,147260000,147265000,chr1,147470000,147475000,lost,0.0123582019215135,0.0062073095299095,-0.9934288576638176,-0.9934288576638176,Control loop,210000,7801,stable,stable,uncategorized,ctrl,2.0230134,0.0,0.188543,0.02524088,0.3918,0.0151999999999999,0.8603743231489046,0.9170958772317088,0.8468588144774679,0.815398365731621,0.0567215540828042,-0.0314604487458468,"100289211,9557"
7802,chr1,147490000,147495000,chr1,147705000,147710000,lost,0.0104673434438679,0.0073636008310783,-0.5074120126412944,-0.5074120126412944,Control loop,215000,7802,stable,stable,uncategorized,ctrl,0.52206796,0.2825127,0.20032695,0.025639333,0.4091,0.0317999999999999,0.7555638498319804,0.8167028296774658,0.8356049874022013,0.8042561823093741,0.0611389798454853,-0.0313488050928272,100289211
7803,chr1,147502500,147507500,chr1,147892500,147897500,lost,0.0085446005339748,0.0177200087063198,1.0522943611354263,1.0522943611354263,Control loop,390000,7803,stable,stable,uncategorized,ctrl,0.52206796,1.97759,0.20032695,0.025802385,0.4301,0.0242,0.7555638498319804,0.8167028296774658,0.5318132224850606,0.4995374996192894,0.0611389798454853,-0.0322757228657711,100289211
7805,chr1,149962500,149967500,chr1,150192500,150197500,lost,0.0100123331139621,0.0049422744459464,-1.0185311646441682,-1.0185311646441682,Control loop,230000,7805,stable,stable,intra-TAD,ctrl,0.78310144,0.09417081,0.18887378,0.025106467,0.4348999999999999,0.0246,0.8356049874022013,0.8042561823093741,0.5318132224850606,0.4995374996192894,-0.0313488050928272,-0.0322757228657711,105371433
7806,chr1,150252500,150257500,chr1,150532500,150537500,lost,0.0178805130308192,0.0235155294225221,0.395225681848495,0.395225681848495,Control loop,280000,7806,stable,stable,intra-TAD,ctrl,3.9481359,0.60033923,0.188543,0.04532579,0.4961,0.0402,0.8356049874022013,0.8042561823093741,0.7697216266141066,0.7656037813014406,-0.0313488050928272,-0.004117845312666,"100874054,23632,9129"
7807,chr1,150260000,150265000,chr1,150995000,151000000,lost,0.008997319272482,0.0045502114461151,-0.983561630081137,-0.983561630081137,Control loop,735000,7807,stable,stable,intra-TAD,ctrl,0.0,3.3901556,0.188543,0.025850859,0.5126999999999999,0.0133999999999999,0.5318132224850606,0.4995374996192894,0.8781221852520723,0.8930600425783412,-0.0322757228657711,0.0149378573262688,"100289061,100874054,1520,23632,4170,54507,55793,574406,84072,9129,9869"
7808,chr1,150620000,150625000,chr1,150990000,150995000,lost,0.0083599841708585,0.0059328932424699,-0.4947643877281904,-0.4947643877281904,Control loop,370000,7808,stable,stable,intra-TAD,ctrl,1.3051691,0.1883418,0.20463815,0.0327439,0.4558,0.024,0.5318132224850606,0.4995374996192894,0.8132229499448496,0.9173497159761472,-0.0322757228657711,0.1041267660312975,"1520,84072,9869"
7809,chr1,150930000,150935000,chr1,150970000,150975000,lost,0.0359836489057348,0.0313105285812391,-0.2006936257324356,-0.2006936257324356,Control loop,40000,7809,stable,stable,intra-TAD,ctrl,4.307057,0.51793987,0.19680244,0.047937576,0.4964,0.1696,0.9871763683376086,0.9209644382211534,0.8781221852520723,0.8930600425783412,-0.0662119301164552,0.0149378573262688,9869
7810,chr1,151095000,151100000,chr1,151155000,151160000,lost,0.033348589568875,0.0249236461531398,-0.4201106060857149,-0.4201106060857149,Control loop,60000,7810,stable,stable,intra-TAD,ctrl,10.50661,0.09417095,0.46092308,0.027543133,0.4553,0.0761999999999999,0.9871763683376086,0.9209644382211534,0.8781221852520723,0.8930600425783412,-0.0662119301164552,0.0149378573262688,10500
7811,chr1,151195000,151200000,chr1,151340000,151345000,lost,0.0119878642558223,0.0167929790351587,0.4862835309526068,0.4862835309526068,Control loop,145000,7811,stable,stable,intra-TAD,ctrl,2.3166752,0.5532541,0.22944938,0.02622373,0.4921,0.0221999999999999,0.6718758728569804,0.6057860169471733,0.5992215707493191,0.6911822579873793,-0.0660898559098071,0.0919606872380601,6944
7814,chr1,151695000,151700000,chr1,151830000,151835000,lost,0.0137719111755763,0.0193905529923407,0.4936251666136095,0.4936251666136095,Control loop,135000,7814,stable,stable,intra-TAD,ctrl,0.26103398,0.0,0.188543,0.025737334,0.5093,0.1025999999999999,0.8623079359843443,0.8064132029975801,0.5992215707493191,0.6911822579873793,-0.0558947329867641,0.0919606872380601,"11189,284485,339398,51686,6097"
7819,chr1,153672500,153677500,chr1,153752500,153757500,lost,0.0403567232771593,0.0295405958338443,-0.4501101154958118,-0.4501101154958118,Control loop,80000,7819,stable,stable,intra-TAD,ctrl,5.4164524,3.8256936,0.188543,0.034302715,0.4734,0.002,0.7150366394683875,0.7244608765384662,0.9461256602389262,0.9363737091093562,0.0094242370700787,-0.0097519511295699,4881
7822,chr1,154000000,154005000,chr1,154325000,154330000,lost,0.006039152740758,0.0072340848677634,0.2604643615604385,0.2604643615604385,Control loop,325000,7822,stable,stable,intra-TAD,ctrl,3.8502495,0.5414826,0.188543,0.025193103,0.5306,0.1488,-0.87843984745566,-1.0146427180474011,-1.1077581009131583,-1.331902974810567,-0.1362028705917412,-0.2241448738974085,"100847024,57198,91181,9898"
7823,chr1,154012500,154017500,chr1,154122500,154127500,lost,0.0155996741119242,0.0083564910441667,-0.9005467148349383,-0.9005467148349383,Control loop,110000,7823,stable,stable,intra-TAD,ctrl,16.510382,0.65919626,0.25670853,0.04339991,0.4458,0.002,-0.5500984971120457,-0.5586505599647386,-0.3453127512534868,-0.4446795988502916,-0.0085520628526928,-0.0993668475968047,"100847024,91181"
7824,chr1,154012500,154017500,chr1,154152500,154157500,lost,0.0108855382791424,0.0079495953671131,-0.453459414662107,-0.453459414662107,Control loop,140000,7824,stable,stable,intra-TAD,ctrl,3.1324072,0.4708544,0.2112982,0.037424162,0.4444,0.0047999999999999,-0.5500984971120457,-0.5586505599647386,-0.4078298818796249,-0.4857299752705012,-0.0085520628526928,-0.0779000933908763,"100847024,91181"
7826,chr1,154480000,154485000,chr1,154875000,154880000,lost,0.0081037008907378,0.0110293971871803,0.4447011123760262,0.4447011123760262,Control loop,395000,7826,stable,stable,intra-TAD,ctrl,6.7868896,4.061122,0.2117483,0.034409657,0.4696,0.1064,-0.2874896748716146,-0.2545106582764039,-0.6865318670957099,-0.7055549145318566,0.0329790165952106,-0.0190230474361466,"1141,126668,3782"
7827,chr1,155850000,155855000,chr1,155975000,155980000,lost,0.0110778236526201,0.0037417735244237,-1.5658803322074204,-1.5658803322074204,Control loop,125000,7827,stable,,intra-TAD,ctrl,11.713896,5.509001,0.3942977,0.040249065,0.518,0.1264,0.8797151583049714,0.8699415066692661,0.7869655469921828,0.8663321100064486,-0.0097736516357053,0.0793665630142658,"23208,339403,677823"
7828,chr1,155930000,155935000,chr1,156055000,156060000,lost,0.0159698003842718,0.0194263741226068,0.2826703713439853,0.2826703713439853,Control loop,125000,7828,,stable,uncategorized,ctrl,2.0556421,0.47085446,0.188543,0.030937009,0.4762999999999999,0.0481999999999999,1.1611487207787106,1.124365628923898,0.7869655469921828,0.8663321100064486,-0.0367830918548124,0.0793665630142658,339403
7829,chr1,156382500,156387500,chr1,156602500,156607500,lost,0.017751937856249,0.0233397786439001,0.3948143562379699,0.3948143562379699,Control loop,220000,7829,stable,stable,uncategorized,ctrl,9.788773,0.7533675,0.20374808,0.035957765,0.4936,0.1035999999999999,0.6337305595183688,0.7061046430395078,0.7262373343937442,0.683755127270276,0.072374083521139,-0.0424822071234681,"10485,57127"
7830,chr1,156622500,156627500,chr1,156872500,156877500,lost,0.0121021983310816,0.0112875739180635,-0.1005336974925188,-0.1005336974925188,Control loop,250000,7830,stable,stable,intra-TAD,ctrl,7.0479136,3.1194127,0.188543,0.054485716,0.5583,0.0181999999999999,0.8845106794444586,0.8680862230494721,0.8487225870565168,0.839190599425214,-0.0164244563949864,-0.0095319876313028,"10763,4914,51093,5546,63827,81875"
7831,chr1,156900000,156905000,chr1,157075000,157080000,lost,0.0134367190287036,0.0108523356059511,-0.3081753361389102,-0.3081753361389102,Control loop,175000,7831,stable,stable,intra-TAD,ctrl,3.4913306,22.236122,0.23686704,0.043660764,0.496,0.1863999999999999,0.8453670982607836,0.7916568194959598,0.7788058977388684,0.7363740081257613,-0.0537102787648238,-0.0424318896131071,"149499,375033"
7833,chr1,157872500,157877500,chr1,158122500,158127500,lost,0.0121350734841343,0.0077646478962619,-0.6441904355086598,-0.6441904355086598,Control loop,250000,7833,stable,stable,inter-TAD,ctrl,16.249357,0.32959816,0.188543,0.059810005,0.411,0.0791999999999999,-0.3088940294894028,-0.2663987965395056,-0.3999460042921506,-0.2853536548907511,0.0424952329498972,0.1145923494013995,100505785
7834,chr1,157962500,157967500,chr1,158122500,158127500,lost,0.0462244263103653,0.0510002913713869,0.1418500749084865,0.1418500749084865,Control loop,160000,7834,stable,stable,inter-TAD,ctrl,11.420232,0.37668356,0.188543,0.045816984,0.4644,0.0276,-0.4566698136773442,-0.3011847595754093,-0.5695962377069261,-0.4813552408427376,0.1554850541019349,0.0882409968641885,100505785
7835,chr1,157972500,157977500,chr1,158072500,158077500,lost,0.0221238577969922,0.0123993484343577,-0.8353386628288997,-0.8353386628288997,Control loop,100000,7835,stable,stable,intra-TAD,ctrl,6.4605865,0.6709677,0.188543,0.026818853,0.4770999999999999,0.0701999999999999,-0.4566698136773442,-0.3011847595754093,-0.319129828547064,-0.182554529604352,0.1554850541019349,0.136575298942712,100505785
7836,chr1,157982500,157987500,chr1,158112500,158117500,lost,0.025850167579437,0.0186990540735847,-0.4672083426127524,-0.4672083426127524,Control loop,130000,7836,stable,stable,intra-TAD,ctrl,2.4798212,0.094170995,0.2133513,0.038684815,0.4841999999999999,0.0623999999999999,-0.5325509809346823,-0.4626929706281309,-0.5695962377069261,-0.4813552408427376,0.0698580103065514,0.0882409968641885,100505785
7838,chr1,159160000,159165000,chr1,160070000,160075000,lost,0.0018018105871257,0.0010257150985195,-0.8128172925560258,-0.8128172925560258,Control loop,910000,7838,stable,stable,intra-TAD,ctrl,9.592997,0.09417095,0.26855975,0.038175113,0.4411,0.0734,0.2991820459722227,0.279207233553208,0.1155390544084195,0.1014418039582521,-0.0199748124190147,-0.0140972504501673,"1401,25790,3766,8407,89886"
7839,chr1,159252500,159257500,chr1,159782500,159787500,lost,0.0068006505410595,0.0021630531261777,-1.6526036598384768,-1.6526036598384768,Control loop,530000,7839,stable,stable,intra-TAD,ctrl,4.6986084,0.09417081,0.188543,0.029188402,0.4274,0.0604,-0.6258429958431002,-0.5846607457403892,-0.8638377790700174,-0.7767244167260041,0.041182250102711,0.0871133623440132,1401
7840,chr1,159792500,159797500,chr1,160002500,160007500,lost,0.0145019327277465,0.0134645663862811,-0.1070774165622125,-0.1070774165622125,Control loop,210000,7840,stable,stable,inter-TAD,ctrl,2.5124502,0.10594216,0.20225522,0.025468362,0.4459999999999999,0.0287999999999999,-0.5167004249979391,-0.3850785568403897,-0.4403372149237957,-0.3616840423513731,0.1316218681575494,0.0786531725724225,"25790,8407,89886"
7841,chr1,159812500,159817500,chr1,160012500,160017500,lost,0.0085151771623271,0.0095694465211949,0.1683989381787348,0.1683989381787348,Control loop,200000,7841,stable,stable,uncategorized,ctrl,0.0,0.09417095,0.188543,0.025484094,0.4118,0.0739999999999999,-0.0754892277412664,-0.0724385353804027,-0.7949124617430419,-0.7171212253799972,0.0030506923608637,0.0777912363630446,"25790,8407,89886"
7842,chr1,160102500,160107500,chr1,160252500,160257500,lost,0.0335813953512582,0.0249376589951584,-0.4293361378393562,-0.4293361378393562,Control loop,150000,7842,stable,stable,inter-TAD,ctrl,0.52206796,2.0364463,0.188543,0.026273616,0.4497,0.1026,-0.2182529023712978,-0.1804307266784937,-0.2227911448614538,-0.1446260468693322,0.037822175692804,0.0781650979921215,"477,480,50717,844"
7843,chr1,160350000,160355000,chr1,160415000,160420000,lost,0.0212458741225587,0.024406473127425,0.200081130720682,0.200081130720682,Control loop,65000,7843,stable,stable,intra-TAD,ctrl,0.8483605,0.37668368,0.21479583,0.037765868,0.5188,0.0868,-0.5654770701407934,-0.5729211764263987,-0.4905289708780637,-0.4206983803527463,-0.0074441062856053,0.0698305905253173,"4807,57216"
7844,chr1,160500000,160505000,chr1,160600000,160605000,lost,0.0151713458904498,0.0124246689296068,-0.2881416666386608,-0.2881416666386608,Control loop,100000,7844,stable,stable,intra-TAD,ctrl,1.8272365,0.09417085,0.20493805,0.0350994,0.3885,0.0273999999999999,0.2021478669917221,0.2101658690608052,0.2421177534618771,0.2735329688653653,0.008018002069083,0.0314152154034881,"114836,8832"
7845,chr1,160722500,160727500,chr1,160962500,160967500,lost,0.0111009106955976,0.0150115261692266,0.4353926210334488,0.4353926210334488,Control loop,240000,7845,stable,stable,inter-TAD,ctrl,1.0441357,0.74159616,0.21987204,0.03506428,0.4426,0.0095999999999999,0.434704793092294,0.311060633364088,0.3736786837212938,0.3963110893054481,-0.1236441597282059,0.0226324055841543,"142683,51744,55600"
7846,chr1,160852500,160857500,chr1,160952500,160957500,lost,0.0189127034315758,0.0115119150657504,-0.7162277475432544,-0.7162277475432544,Control loop,100000,7846,stable,stable,intra-TAD,ctrl,0.0,0.18834199,0.18854299,0.024046345,0.4523,0.0521999999999999,0.434704793092294,0.311060633364088,0.6192245094322817,0.6233662952613777,-0.1236441597282059,0.0041417858290959,"142683,51744,55600"
7847,chr1,161000000,161005000,chr1,161095000,161100000,lost,0.0167048415488288,0.0195978266300205,0.2304273721868469,0.2304273721868469,Control loop,95000,7847,stable,stable,intra-TAD,ctrl,2.7408547,0.2825126,0.21656966,0.044566218,0.496,0.038,0.7407088968273619,0.6357310470361498,0.7135788030048478,0.7129227572487263,-0.104977849791212,-0.0006560457561214,"257106,50848,7391"
7848,chr1,161060000,161065000,chr1,161145000,161150000,lost,0.023878162583486,0.0168094820532176,-0.5064165541578186,-0.5064165541578186,Control loop,85000,7848,stable,stable,intra-TAD,ctrl,1.2725407,1.3066223,0.188543,0.033220436,0.4523,0.0062,0.6456509286526824,0.7114971997480697,0.6717137812783915,0.6671666575189611,0.0658462710953873,-0.0045471237594304,"257106,9191"
7849,chr1,161202500,161207500,chr1,161382500,161387500,lost,0.0254587702044757,0.0297945804323813,0.2268872005539277,0.2268872005539277,Control loop,180000,7849,stable,stable,uncategorized,ctrl,1.9251246,0.47085458,0.22823626,0.02480093,0.4386,0.0183999999999999,0.6717137812783915,0.6671666575189611,0.5250882827842306,0.6162335568972854,-0.0045471237594304,0.0911452741130548,"2207,257177,654790"
7850,chr1,161225000,161230000,chr1,161380000,161385000,lost,0.0336049601184211,0.0398585386753567,0.2462146263042827,0.2462146263042827,Control loop,155000,7850,stable,stable,intra-TAD,ctrl,1.5335736,0.18834175,0.19789818,0.02736295,0.4730999999999999,0.1089999999999999,0.5748527336426729,0.5598472829208269,0.8514571614900036,0.8192384787848335,-0.015005450721846,-0.0322186827051701,"257177,654790"
7851,chr1,161242500,161247500,chr1,161372500,161377500,lost,0.0199651046211089,0.0165568464270683,-0.2700527222828882,-0.2700527222828882,Control loop,130000,7851,stable,stable,intra-TAD,ctrl,0.032629248,0.2707412,0.22766772,0.027973678,0.435,0.0308,0.8077275421175117,0.7637287098119607,0.8514571614900036,0.8192384787848335,-0.043998832305551,-0.0322186827051701,"257177,654790"
7852,chr1,161762500,161767500,chr1,162032500,162037500,lost,0.0180500614377756,0.0134082126219422,-0.4288868156862243,-0.4288868156862243,Control loop,270000,7852,stable,stable,inter-TAD,ctrl,0.26103398,0.09417085,0.18960223,0.028654309,0.4316,0.0312,0.7874188227010915,0.7987174464551646,0.4067026779565518,0.405847910991674,0.011298623754073,-0.0008547669648777,"102724329,25903"
7853,chr1,161772500,161777500,chr1,162512500,162517500,lost,0.004204449526101,0.0030532313492972,-0.4615800163142765,-0.4615800163142765,Control loop,740000,7853,stable,stable,intra-TAD,ctrl,0.783102,0.0,0.19869532,0.026071576,0.3832,0.0283999999999999,-0.4186953188070412,-0.3978105103930191,-0.6524564382893061,-0.5858685322726217,0.0208848084140221,0.0665879060166844,"100616386,25903"
7854,chr1,161782500,161787500,chr1,162792500,162797500,lost,0.004426494050221,0.0031841034622184,-0.4752772676724006,-0.4752772676724006,Control loop,1010000,7854,stable,stable,inter-TAD,ctrl,13.90006,0.27074134,0.3847518,0.05251859,0.3779,0.0114,-0.6548452389983939,-0.6094101656520458,-0.6524564382893061,-0.5858685322726217,0.0454350733463481,0.0665879060166844,"100616386,25903,4921,6675"
7855,chr1,162050000,162055000,chr1,162620000,162625000,lost,0.006158664746926,0.0051732709099911,-0.2515408522605643,-0.2515408522605643,Control loop,570000,7855,stable,stable,intra-TAD,ctrl,0.8483604,4.5790615,0.188543,0.026210383,0.4196,0.0047999999999999,-0.8384658473679213,-0.7557900674195636,-0.1136789486793688,0.0098291396722381,0.0826757799483577,0.1235080883516069,"100616386,6675"
