chr	pos1	pos2	chr2	pos3	pos4	length	width	Mean	maxpixel	pvalue	Stripiness	pvalue_added	Stripiness_added	O_Mean_added	O_Sum_added	O/E_Mean_added	O/E_Total_added
chr8	23845001	23865000	chr8	23845001	24230000	385000	20000	14.50974025974026	96.0%	0.032	3.472829083881116	0.036	3.4728290838811158	14.50974025974026	4469	2.921757889780855	3599.6057202100137
chr4	74515001	74540000	chr4	74310001	74540000	230000	25000	22.734782608695653	96.0%	0.0139999999999999	3.4716542164792807	0.015	3.4716542164792807	22.734782608695653	5229	2.441991406424004	2808.290117387605
chr11	130105001	130140000	chr11	129775001	130140000	365000	35000	16.512720156555773	95.0%	0.057	3.471570125478864	0.059	3.471570125478864	16.512720156555773	8438	2.553728251576341	9134.685955888572
chr2	58435001	58460000	chr2	57750001	58460000	710000	25000	12.6056338028169	95.0%	0.038	3.4696686745913707	0.039	3.4696686745913707	12.605633802816902	8950	4.393463472394177	15596.795326999327
chr14	69075001	69110000	chr14	68845001	69110000	265000	35000	19.28032345013477	96.0%	0.021	3.469665036161613	0.024	3.469665036161613	19.28032345013477	7153	2.9106206841478848	7558.881916732056
chr15	44210001	44225000	chr15	43875001	44225000	350000	15000	13.45238095238095	97.0%	0.028	3.468974782531083	0.0315	3.468974782531083	13.452380952380953	2825	3.6456050579676678	2296.7311865196307
chr5	127750001	127770000	chr5	127750001	128205000	455000	20000	12.57967032967033	95.0%	0.025	3.4624575148877974	0.028	3.4624575148877974	12.57967032967033	4579	2.791959011878916	4065.0923212957014
chr11	82900001	82920000	chr11	82900001	83295000	395000	20000	13.037974683544304	95.0%	0.03	3.4604663501356474	0.034	3.4604663501356474	13.037974683544304	4120	2.591181718259012	3275.253691879391
chr12	103530001	103550000	chr12	102870001	103550000	680000	20000	9.272058823529411	95.0%	0.028	3.438372031884065	0.029	3.438372031884065	9.272058823529411	5044	3.4141623896550084	7429.217359889299
chr12	47015001	47040000	chr12	47015001	47700000	685000	25000	10.908029197080293	95.0%	0.037	3.435214693249077	0.039	3.4352146932490775	10.908029197080293	7472	3.4822694482160848	11926.77286014009
chr13	97100001	97135000	chr13	97100001	97355000	255000	35000	20.48179271708684	97.0%	0.018	3.4337582096914567	0.02	3.4337582096914567	20.481792717086833	7312	2.7549999046898526	6884.744761819941
chr6	42025001	42045000	chr6	41775001	42045000	270000	20000	17.625	97.0%	0.0165	3.4322496647877867	0.018000000000000002	3.4322496647877867	17.625	3807	2.15440965043677	1861.4099379773693
chr17	36620001	36640000	chr17	36620001	37245000	625000	20000	8.338	95.0%	0.039	3.430476159379711	0.042	3.430476159379711	8.338	4169	3.3984908057539354	6796.981611507871
chr6	35785001	35800000	chr6	35785001	36015000	230000	15000	33.427536231884055	97.0%	0.024	3.4266933569769003	0.026	3.4266933569769003	33.427536231884055	4613	1.9551809160900229	809.4448992612695
chr2	28950001	28970000	chr2	28950001	29320000	370000	20000	14.179054054054054	97.0%	0.0265	3.4211682926474274	0.0305	3.4211682926474274	14.179054054054054	4197	2.5618991016014547	3033.2885362961224
chr3	39275001	39300000	chr3	39005001	39300000	295000	25000	17.427118644067797	95.0%	0.014	3.41736711126059	0.015	3.41736711126059	17.427118644067797	5141	2.249835709805074	3318.507671962484
chr6	106335001	106355000	chr6	106335001	106700000	365000	20000	14.157534246575343	95.0%	0.018	3.416683816379546	0.02	3.416683816379546	14.157534246575343	4134	2.2446660857147234	2621.769988114797
chr18	70195001	70215000	chr18	70195001	70450000	255000	20000	18.57843137254902	98.0%	0.015	3.4137644069742024	0.016	3.4137644069742024	18.57843137254902	3790	2.852685826594596	2327.7916345011904
chr5	36405001	36425000	chr5	36405001	36705000	300000	20000	16.833333333333332	97.0%	0.0295	3.410992474016453	0.0335	3.410992474016453	16.833333333333332	4040	2.663231507320396	2556.70224702758
chr1	233780001	233800000	chr1	233355001	233800000	445000	20000	11.780898876404494	96.0%	0.035	3.401779745272244	0.039	3.4017797452722434	11.780898876404494	4194	3.163891088680039	4505.380910280375
chr14	22550001	22570000	chr14	22550001	22905000	355000	20000	13.183098591549296	96.0%	0.017	3.40136212337582	0.019	3.4013621233758196	13.183098591549296	3744	2.9076293748924136	3303.066969877782
chr9	126765001	126785000	chr9	126490001	126785000	295000	20000	16.097457627118644	96.0%	0.022	3.396295184616513	0.024	3.3962951846165135	16.097457627118644	3799	2.0942268506067814	1976.9501469728018
chr2	176130001	176150000	chr2	176130001	176650000	520000	20000	10.850961538461538	95.0%	0.0695	3.3950577579832624	0.07100000000000001	3.3950577579832624	10.850961538461538	4514	3.220671975185347	5359.198166708417
chr6	12290001	12310000	chr6	12290001	12595000	305000	20000	17.41393442622951	97.0%	0.027	3.3870338251429613	0.031	3.3870338251429613	17.41393442622951	4249	2.4014552284562076	2343.8203029732585
chr8	109340001	109360000	chr8	109340001	110045000	705000	20000	8.47872340425532	97.0%	0.039	3.3777653882021763	0.042	3.3777653882021763	8.47872340425532	4782	2.840164947430203	6407.412121402538
chr7	26640001	26675000	chr7	26060001	26675000	615000	35000	9.567915690866512	95.0%	0.025	3.371601436114882	0.025	3.371601436114882	9.490127758420442	8171	2.5479362320118057	15356.411670335154
chr17	45635001	45655000	chr17	45635001	45870000	235000	20000	20.3936170212766	96.0%	0.033	3.370918353759724	0.036	3.370918353759724	20.393617021276597	3834	2.813379627187803	2115.6614796452277
chr11	59790001	59810000	chr11	59520001	59810000	290000	20000	18.69396551724138	97.0%	0.0185	3.3675100132944595	0.0205	3.3675100132944595	18.69396551724138	4337	2.0848442109339214	1934.7354277466789
chr1	241515001	241545000	chr1	241515001	242025000	510000	30000	11.09313725490196	95.0%	0.0215	3.360850968714112	0.0235	3.360850968714112	11.093137254901961	6789	2.7574324557755028	10125.291977607647
chr22	40655001	40690000	chr22	40655001	40905000	250000	35000	17.845714285714287	95.0%	0.056	3.360046732182602	0.0605	3.3600467321826026	17.845714285714287	6246	3.1948015462060777	7827.26378820489
chr8	8745001	8775000	chr8	8745001	9060000	315000	30000	15.687830687830688	98.0%	0.088	3.356280316670984	0.096	3.356280316670984	15.687830687830688	5930	2.333103056990244	5291.477733253873
chr2	63680001	63700000	chr2	63680001	63905000	225000	20000	29.655555555555555	98.0%	0.054	3.350403192994085	0.06	3.350403192994085	29.655555555555555	5338	3.2480421914575928	2338.5903778494667
chr11	83795001	83825000	chr11	82705001	83825000	1120000	30000	5.576636904761905	96.0%	0.091	3.330124695347745	0.096	3.330124695347745	5.576636904761905	7495	3.736161219129208	30128.404071057936
chr15	77110001	77130000	chr15	77110001	77540000	430000	20000	12.21220930232558	97.0%	0.051	3.3145315245000586	0.056	3.3145315245000586	12.212209302325581	4201	3.8287178577082868	5268.315772206603
chr20	50445001	50465000	chr20	50185001	50465000	280000	20000	16.517857142857142	96.0%	0.023	3.3092934427433613	0.024	3.3092934427433613	16.517857142857142	3700	2.611805504956325	2340.177732440867
chr20	24985001	25005000	chr20	24985001	25310000	325000	20000	12.853846153846154	96.0%	0.028	3.303992230339116	0.03	3.303992230339116	12.853846153846154	3342	2.1457358976784953	2231.565333585635
chr20	57320001	57340000	chr20	57075001	57340000	265000	20000	16.42924528301887	97.0%	0.014	3.3011039292779354	0.016	3.3011039292779354	16.42924528301887	3483	2.941029318917512	2493.99286244205
chr5	14995001	15020000	chr5	14680001	15020000	340000	25000	14.691176470588236	97.0%	0.0365	3.300718049699685	0.039999999999999994	3.300718049699685	14.691176470588236	4995	2.730174373214732	4641.2964344650445
chr7	47805001	47825000	chr7	47420001	47825000	405000	20000	13.049382716049385	95.0%	0.022	3.299858707239878	0.024	3.299858707239878	13.049382716049383	4228	2.5446505394099965	3297.8670990753553
chr21	38730001	38750000	chr21	38730001	39145000	415000	20000	11.734939759036145	95.0%	0.037	3.2994231287981304	0.041	3.2994231287981304	11.734939759036145	3896	3.7509257180068905	4981.22935351315
chr2	217770001	217795000	chr2	217770001	218070000	300000	25000	16.436666666666667	96.0%	0.01	3.29511109629894	0.011	3.29511109629894	16.436666666666667	4931	2.0339670100766876	3050.9505151150315
chr10	60020001	60045000	chr10	59800001	60045000	245000	25000	20.66530612244898	99.0%	0.015	3.292503048165431	0.017	3.292503048165431	20.66530612244898	5063	2.4800783036640617	3038.0959219884753
chr1	93800001	93820000	chr1	93600001	93820000	220000	20000	22.71590909090909	97.0%	0.0175	3.291955833035572	0.019	3.2919558330355714	22.71590909090909	3998	3.1514083550326486	2218.5914819429845
chr17	45370001	45390000	chr17	45215001	45390000	175000	20000	25.307142857142857	95.0%	0.005	3.281917397537594	0.006	3.281917397537594	25.307142857142857	3543	2.638311746155113	1477.4545778468632
chr5	34880001	34905000	chr5	34470001	34905000	435000	25000	12.648275862068964	98.0%	0.049	3.28161226654564	0.054	3.28161226654564	12.648275862068965	5502	3.1188100104576284	6783.411772745341
chr13	44040001	44055000	chr13	44040001	44455000	415000	15000	11.751004016064256	98.0%	0.035	3.276808502308931	0.037	3.276808502308931	11.751004016064257	2926	3.484036038113752	2602.5749204709728
chr1	167060001	167080000	chr1	167060001	167445000	385000	20000	13.775974025974026	95.0%	0.026	3.2745709251129416	0.028	3.2745709251129416	13.775974025974026	4243	2.52951280861878	3116.3597802183367
chr2	19360001	19385000	chr2	19360001	19870000	510000	25000	10.93921568627451	98.0%	0.035	3.272094372515865	0.036500000000000005	3.272094372515865	10.93921568627451	5579	2.6319614950365358	6711.501812343166
chr15	91050001	91070000	chr15	91050001	91280000	230000	20000	20.195652173913043	97.0%	0.092	3.269477301662784	0.098	3.269477301662784	20.195652173913043	3716	3.4275287518259447	2522.6611613438954
chr9	70630001	70665000	chr9	70630001	71035000	405000	35000	12.653333333333334	95.0%	0.046	3.266755267324154	0.048	3.266755267324154	11.716049382716049	6643	2.17499176927005	8632.542332232828
chr17	43305001	43330000	chr17	42945001	43330000	385000	25000	8.673239436619719	97.0%	0.025	3.260987126677521	0.026	3.2609871266775214	7.997402597402598	3079	1.3021311446902495	2506.60245352873
chr5	13970001	13995000	chr5	13970001	14410000	440000	25000	10.90681818181818	96.0%	0.04	3.2547784500447	0.0415	3.2547784500447	10.906818181818181	4799	2.473022198194695	5440.648836028329
chr5	141690001	141710000	chr5	141690001	141955000	265000	20000	20.150943396226417	98.0%	0.025	3.2544669425292225	0.027	3.2544669425292225	20.150943396226417	4272	2.532390937526603	2147.4675150225594
chr14	60545001	60565000	chr14	60180001	60565000	385000	20000	13.155844155844155	95.0%	0.043	3.252968277378974	0.045	3.252968277378974	13.155844155844155	4052	2.8534843480277354	3515.4927167701703
chr7	83395001	83420000	chr7	83395001	83930000	535000	25000	9.994392523364484	96.0%	0.025	3.251628585364903	0.027	3.251628585364903	9.994392523364485	5347	2.9166658753563737	7802.081216578299
chr14	61460001	61480000	chr14	61460001	61750000	290000	20000	16.83189655172414	98.0%	0.054	3.25134639478636	0.057999999999999996	3.25134639478636	16.83189655172414	3905	3.3815398365534617	3138.0689683216124
chr11	113305001	113320000	chr11	113305001	113800000	495000	15000	10.545454545454543	97.0%	0.026	3.2471909004185053	0.027	3.2471909004185053	10.545454545454545	3132	2.740913274335653	2442.1537274330667
chr4	123645001	123670000	chr4	123345001	123670000	325000	25000	16.10153846153846	97.0%	0.029	3.2396236050403315	0.03	3.2396236050403315	16.10153846153846	5233	2.557132960911926	4155.34106148188
chr3	156140001	156165000	chr3	156140001	157240000	1100000	25000	6.286363636363637	95.0%	0.0245	3.238021941569647	0.025	3.238021941569647	6.286363636363636	6915	3.6244513762375385	19934.482569306463
chr19	51645001	51665000	chr19	51390001	51665000	275000	20000	14.627272727272729	95.0%	0.052	3.237623449320909	0.056	3.237623449320909	14.627272727272727	3218	2.9792112651227662	2621.7059133080343
chr5	92305001	92330000	chr5	92305001	93130000	825000	25000	7.004848484848485	96.0%	0.027	3.234550430559373	0.029	3.234550430559373	7.004848484848485	5779	2.6622983014736654	10981.98049357887
chr3	168020001	168045000	chr3	167880001	168045000	165000	25000	30.206060606060607	96.0%	0.019	3.2208549391345707	0.022	3.2208549391345707	30.206060606060607	4984	2.4365549537748037	2010.1578368642129
chr7	111750001	111770000	chr7	111750001	112455000	705000	20000	8.205673758865249	95.0%	0.046	3.2193128163768976	0.047	3.2193128163768976	8.205673758865249	4628	3.4896303259014	7872.6060152335585
chr16	56690001	56710000	chr16	56505001	56710000	205000	20000	22.091463414634145	97.0%	0.029	3.2163442642249085	0.031	3.2163442642249085	22.091463414634145	3623	2.858532202758221	1875.197125009393
chr4	41205001	41225000	chr4	40890001	41225000	335000	20000	14.436567164179104	95.0%	0.031	3.2057625066562303	0.033	3.2057625066562303	14.436567164179104	3869	2.8631372350815067	3069.283116007375
chr15	38805001	38825000	chr15	38805001	39200000	395000	20000	12.066455696202532	95.0%	0.058	3.195752531788708	0.06	3.195752531788708	12.066455696202532	3813	3.1822630170515707	4022.3804535531854
chr5	38180001	38200000	chr5	37395001	38200000	805000	20000	6.919254658385094	95.0%	0.019	3.192827107263532	0.021	3.192827107263532	6.919254658385094	4456	2.7449198508637784	7070.913535825093
chr8	80235001	80255000	chr8	80235001	80690000	455000	20000	10.785714285714286	95.0%	0.044	3.1920862763855475	0.046	3.1920862763855475	10.785714285714286	3926	2.4577085308524667	3578.4236209211917
chr13	42105001	42125000	chr13	41355001	42125000	770000	20000	7.051948051948052	96.0%	0.033	3.1865722721549345	0.0345	3.1865722721549345	7.0519480519480515	4344	3.2822015033285887	8087.344504201643
chr11	124655001	124675000	chr11	124655001	124865000	210000	20000	23.535714285714285	99.0%	0.0075	3.1844374268951605	0.008	3.1844374268951605	23.535714285714285	3954	2.7426542490295795	1843.0636553478776
chrX	154295001	154325000	chrX	153975001	154325000	350000	30000	8.00314465408805	95.0%	0.0955	3.1827121023719007	0.0985	3.1827121023719007	6.059523809523809	2545	1.239516999379736	3123.5828384369343
chr4	68485001	68505000	chr4	68485001	69345000	860000	20000	6.638081395348837	97.0%	0.0565	3.1715244301437724	0.0575	3.1715244301437724	6.638081395348837	4567	3.523422888735404	9696.459789799832
chr11	74430001	74450000	chr11	74240001	74450000	210000	20000	23.732142857142858	95.0%	0.0209999999999999	3.169947067587834	0.023	3.169947067587834	23.732142857142858	3987	2.0346996566532547	1367.3181692709873
chr2	172700001	172725000	chr2	172465001	172725000	260000	25000	19.173076923076923	96.0%	0.012	3.168123577136759	0.0135	3.168123577136759	19.173076923076923	4985	2.1689224583391513	2819.5991958408968
chr3	134445001	134480000	chr3	134275001	134480000	205000	35000	26.885017421602782	96.0%	0.007	3.165771089048867	0.007	3.165771089048867	26.885017421602786	7716	2.425502531400768	4872.8345855841435
chr10	110130001	110150000	chr10	110130001	110285000	155000	20000	29.887096774193548	98.0%	0.025	3.158203636916279	0.025	3.158203636916279	29.887096774193548	3706	2.6723744356762427	1325.4977200954163
chr13	95180001	95215000	chr13	95180001	95405000	225000	35000	21.685714285714287	97.0%	0.016	3.1561682202683468	0.018	3.1561682202683468	21.685714285714287	6831	2.8118699452291125	6200.173229230193
chr13	98640001	98675000	chr13	98440001	98675000	235000	35000	19.629179331306997	99.0%	0.017	3.1475060273155453	0.018	3.1475060273155453	19.62917933130699	6458	2.3658321787656607	5448.511507697316
chr7	93040001	93060000	chr7	92425001	93060000	635000	20000	8.216535433070867	97.0%	0.032	3.1444882292709355	0.032	3.1444882292709355	8.216535433070867	4174	2.907025840027998	5907.076506936892
chr4	102995001	103015000	chr4	102430001	103015000	585000	20000	10.39102564102564	97.0%	0.025	3.1339030278014017	0.026	3.1339030278014017	10.39102564102564	4863	3.3723456231033184	6313.031006449412
chr2	68910001	68935000	chr2	68575001	68935000	360000	25000	22.427777777777777	96.0%	0.0325	3.132901458943812	0.035500000000000004	3.132901458943812	22.427777777777777	8074	3.1612664526075553	5690.2796146936
chr10	71300001	71320000	chr10	71300001	71715000	415000	20000	10.951807228915662	96.0%	0.023	3.1315468792536274	0.025	3.1315468792536274	10.951807228915662	3636	2.2056906881961567	2929.157233924496
chr12	13205001	13230000	chr12	12990001	13230000	240000	25000	20.695833333333333	98.0%	0.0155	3.131158642172193	0.017	3.131158642172193	20.695833333333333	4967	2.3287071414915115	2794.4485697898135
chr11	6365001	6390000	chr11	6365001	6710000	345000	25000	20.71014492753623	98.0%	0.027	3.129186738217006	0.031	3.129186738217006	20.71014492753623	7145	2.596734506179472	4479.36702315959
chr1	234485001	234510000	chr1	234485001	235100000	615000	25000	9.388617886178862	95.0%	0.032	3.125863105092277	0.036	3.125863105092277	9.388617886178862	5774	3.0254165665407204	9303.155942112715
chr11	34860001	34895000	chr11	34505001	34895000	390000	35000	15.32967032967033	96.0%	0.02	3.1241133997053065	0.022	3.1241133997053065	15.32967032967033	8370	3.4288622564658753	13105.111544212576
chr1	232625001	232650000	chr1	232625001	233250000	625000	25000	8.0176	97.0%	0.029	3.1208555129841478	0.031	3.1208555129841473	8.0176	5011	2.702749589043322	8446.092465760381
chr12	71400001	71420000	chr12	71400001	71755000	355000	20000	14.482394366197184	95.0%	0.028	3.1134759191782844	0.032	3.1134759191782844	14.482394366197184	4113	2.493306933345266	2832.396676280222
chr2	38500001	38525000	chr2	37990001	38525000	535000	25000	16.551401869158877	95.0%	0.032	3.1116895340033857	0.034	3.1116895340033857	16.55140186915888	8855	2.8738684164072805	7687.598013889476
chr20	34305001	34325000	chr20	34305001	34525000	220000	20000	21.57386363636364	96.0%	0.0245	3.0930542403435024	0.0285	3.0930542403435024	21.573863636363637	3797	2.6756981068457395	1883.6914672194007
chr7	26045001	26065000	chr7	25880001	26065000	185000	20000	25.43243243243243	98.0%	0.014	3.085628718230617	0.016	3.085628718230617	25.43243243243243	3764	2.3023514427505227	1362.9920541083095
chr2	29175001	29200000	chr2	28960001	29200000	240000	25000	22.579166666666666	98.0%	0.0065	3.085245832964693	0.007	3.0852458329646932	22.579166666666666	5419	2.381218709695511	2857.462451634613
chr2	175020001	175040000	chr2	175020001	175335000	315000	20000	17.103174603174605	98.0%	0.015	3.081706472016457	0.016	3.081706472016457	17.103174603174605	4310	2.2747101881131595	2292.907869618065
chr3	69660001	69680000	chr3	68980001	69680000	700000	20000	7.648214285714285	95.0%	0.0335	3.076954354691296	0.035500000000000004	3.0769543546912956	7.648214285714285	4283	2.48899879802196	5575.35730756919
chr2	236170001	236190000	chr2	235760001	236190000	430000	20000	11.122093023255816	95.0%	0.037	3.0768004018748267	0.039	3.0768004018748267	11.122093023255815	3826	2.466194265232828	3393.4833089603712
chr15	31120001	31145000	chr15	30800001	31145000	345000	25000	12.982608695652177	95.0%	0.039	3.0699062028334336	0.04	3.0699062028334336	12.982608695652173	4479	2.700305783480685	4658.027476504181
chr1	66750001	66770000	chr1	66750001	67225000	475000	20000	10.823684210526316	95.0%	0.06	3.0649160872106407	0.06	3.0649160872106407	10.823684210526316	4113	2.932621410241826	4457.584543567576
chr5	149550001	149570000	chr5	149315001	149570000	255000	20000	18.392156862745097	98.0%	0.011	3.06337994904782	0.013	3.0633799490478197	18.392156862745097	3752	2.758338893210493	2250.8045368597623
chr1	210135001	210160000	chr1	210135001	210410000	275000	25000	17.94909090909091	98.0%	0.036	3.0627922185031418	0.037	3.0627922185031418	17.94909090909091	4936	2.900630587337652	3988.367057589271
chr3	118875001	118895000	chr3	118875001	119105000	230000	20000	20.755434782608692	98.0%	0.0355	3.058437320969821	0.038	3.0584373209698206	20.755434782608695	3819	2.729327279348989	2008.784877600856
chr3	70345001	70365000	chr3	70050001	70365000	315000	20000	16.214285714285715	98.0%	0.029	3.056988114022743	0.033	3.056988114022743	16.214285714285715	4086	2.907043347934136	2930.299694717609
chr2	100975001	100995000	chr2	100580001	100995000	415000	20000	12.816265060240964	95.0%	0.016	3.0550220509543267	0.018	3.0550220509543267	12.816265060240964	4255	2.5107198675910873	3334.235984160964
chr22	45260001	45280000	chr22	45260001	45490000	230000	20000	16.320652173913043	96.0%	0.0395	3.0522833720718463	0.043	3.0522833720718463	16.320652173913043	3003	2.8240981524767874	2078.5362402229157
chr1	40070001	40090000	chr1	40070001	40380000	310000	20000	16.782258064516128	96.0%	0.027	3.050284071979683	0.0295	3.050284071979683	16.782258064516128	4162	2.656986861332598	2635.730966441937
chr3	43535001	43560000	chr3	43535001	44260000	725000	25000	7.6	98.0%	0.031	3.047881829889914	0.035	3.047881829889914	7.6	5510	2.5376313707456855	9198.91371895311
chr3	34670001	34690000	chr3	33880001	34690000	810000	20000	7.044753086419753	95.0%	0.0975	3.047680694203338	0.1	3.047680694203338	7.044753086419753	4565	3.201621738724857	8298.60354677483
chr15	61605001	61625000	chr15	61160001	61625000	465000	20000	11.561827956989248	95.0%	0.054	3.042757604300566	0.057	3.042757604300566	11.561827956989248	4301	3.7520035044652067	5582.981214644227
chr11	65810001	65840000	chr11	65675001	65840000	165000	30000	28.86868686868687	96.0%	0.018	3.035877775343883	0.021	3.035877775343883	28.86868686868687	5716	1.9880280917830184	2361.777373038226
chr5	163545001	163575000	chr5	163545001	164510000	965000	30000	6.246113989637306	95.0%	0.06	3.034784084182433	0.061	3.034784084182433	6.246113989637306	7233	3.0108297739251624	20919.24526923203
chr7	129455001	129475000	chr7	129225001	129475000	250000	20000	21.26	95.0%	0.0255	3.029594227778877	0.0275	3.0295942277788774	21.26	4252	2.111973866882219	1689.5790935057753
chr7	130010001	130035000	chr7	129300001	130035000	735000	25000	7.174149659863946	97.0%	0.024	3.0084638983075958	0.026	3.0084638983075953	7.174149659863946	5273	2.256615655319249	8293.06253329824
chr6	122820001	122840000	chr6	122585001	122840000	255000	20000	21.38235294117647	95.0%	0.028	3.0079146235438383	0.03	3.0079146235438383	21.38235294117647	4362	2.1597520494819773	1762.3576723772935
chr11	95150001	95175000	chr11	95150001	95770000	620000	25000	9.708064516129031	98.0%	0.0885	3.0075616806077017	0.0925	3.0075616806077017	9.708064516129033	6019	3.7816176204362124	11723.01462335226
chr17	61625001	61645000	chr17	61625001	62235000	610000	20000	8.368852459016393	96.0%	0.089	3.0041007942571945	0.094	3.0041007942571945	8.368852459016393	4084	3.1896886195108882	6226.272185285254
chr10	101995001	102020000	chr10	101750001	102020000	270000	25000	20.174074074074078	96.0%	0.0295	2.999648490469098	0.0305	2.999648490469098	20.174074074074074	5447	2.5725293951299646	3472.9146834254525
chr19	12965001	12985000	chr19	12965001	13100000	135000	20000	28.33333333333333	98.0%	0.019	2.9987578012529714	0.022	2.9987578012529714	28.333333333333332	3060	2.5539366014782905	1103.3006118386215
chr17	79380001	79400000	chr17	79015001	79400000	385000	20000	11.558441558441558	96.0%	0.071	2.9980784627676447	0.074	2.9980784627676447	11.558441558441558	3560	2.3839459576482116	2937.0214198225967
chr16	87770001	87790000	chr16	87770001	87920000	150000	20000	25.8	97.0%	0.006	2.9880988809583604	0.006500000000000001	2.9880988809583604	25.8	3096	2.338072598336872	1122.2748472016985
chr4	81060001	81085000	chr4	81060001	81365000	305000	25000	16.472131147540985	98.0%	0.034	2.985177684185329	0.035	2.9851776841853295	16.472131147540985	5024	2.67560123255763	4080.2918796503855
chr7	13240001	13265000	chr7	12620001	13265000	645000	25000	8.897674418604652	95.0%	0.049	2.9833522428475887	0.054	2.9833522428475887	8.897674418604652	5739	3.445815841300968	11112.756088195621
chr19	5015001	5035000	chr19	4800001	5035000	235000	20000	16.75	95.0%	0.03	2.982478847169178	0.033	2.982478847169178	16.75	3149	2.2037170541559945	1657.195224725308
chr8	94350001	94370000	chr8	93670001	94370000	700000	20000	8.873214285714285	96.0%	0.0325	2.980195872452517	0.035	2.980195872452517	8.873214285714285	4969	3.2238252574888393	7221.368576775
chr11	36285001	36310000	chr11	36285001	36505000	220000	25000	22.15909090909091	97.0%	0.0255	2.9784200640542227	0.0285	2.9784200640542227	22.15909090909091	4875	2.4973131257821937	2747.044438360413
chr9	72865001	72885000	chr9	72865001	73080000	215000	20000	23.098837209302324	98.0%	0.03	2.977298947246508	0.034	2.977298947246508	23.098837209302324	3973	3.131665857049098	2154.5861096497792
chr2	171400001	171425000	chr2	170955001	171425000	470000	25000	12.7	96.0%	0.0245	2.9771461261113177	0.025	2.9771461261113177	12.7	5969	2.5178240720324276	5916.886569276205
chr11	19555001	19575000	chr11	19555001	19870000	315000	20000	15.432539682539682	96.0%	0.025	2.9765426702777864	0.027	2.9765426702777864	15.432539682539682	3889	2.382672410462741	2401.733789746443
chr2	39505001	39525000	chr2	39505001	39730000	225000	20000	32.855555555555554	99.0%	0.029	2.9747790008978456	0.033	2.9747790008978456	32.855555555555554	5914	2.864706191820122	2062.588458110488
chr7	23050001	23075000	chr7	22505001	23075000	570000	25000	9.482456140350877	98.0%	0.031	2.974429753536176	0.034	2.974429753536176	9.482456140350877	5405	2.524583212446963	7195.0621554738445
chr2	62395001	62415000	chr2	61930001	62415000	485000	20000	16.4819587628866	98.0%	0.017	2.9741541751825484	0.017	2.9741541751825484	16.4819587628866	6395	3.657994989837925	5677.20822422846
chr17	60035001	60070000	chr17	59690001	60070000	380000	35000	12.06015037593985	97.0%	0.0255	2.963099909737588	0.027	2.963099909737588	12.06015037593985	6416	1.5495060096228628	5770.360379835541
chr17	18600001	18620000	chr17	18600001	19020000	420000	20000	6.050595238095238	95.0%	0.0345	2.957623366993911	0.035500000000000004	2.957623366993911	6.050595238095238	2033	1.7315910259106853	2327.258338823961
chr6	29840001	29860000	chr6	29840001	30165000	325000	20000	15.63076923076923	95.0%	0.028	2.956333515049911	0.029	2.956333515049911	15.63076923076923	4064	2.4226023188718413	2519.506411626715
chr1	198675001	198695000	chr1	198335001	198695000	360000	20000	13.288194444444445	98.0%	0.032	2.955369169119097	0.034	2.955369169119097	13.288194444444445	3827	2.5414719466768725	2927.775682571757
chr7	47255001	47275000	chr7	47255001	47975000	720000	20000	7.701388888888889	96.0%	0.0285	2.9547808214101647	0.031	2.9547808214101647	7.701388888888889	4436	2.52064035163753	5807.555370172869
chr9	85250001	85270000	chr9	84650001	85270000	620000	20000	8.159274193548388	97.0%	0.0305	2.95171244593077	0.0325	2.9517124459307706	8.159274193548388	4047	3.4583203215555707	6861.307517966252
chr6	44065001	44085000	chr6	43660001	44085000	425000	20000	11.514705882352942	97.0%	0.012	2.95018004503976	0.014	2.95018004503976	11.514705882352942	3915	2.739540356412864	3725.774884721495
chr1	93620001	93645000	chr1	93620001	93850000	230000	25000	22.47826086956522	98.0%	0.037	2.9434524249037803	0.040499999999999994	2.9434524249037803	22.47826086956522	5170	3.1157470041164945	3583.1090547339686
chr22	18060001	18085000	chr22	17730001	18085000	355000	25000	12.332394366197182	96.0%	0.062	2.9405943194825266	0.065	2.9405943194825266	12.332394366197184	4378	3.479434012493056	6175.995372175174
chr3	193025001	193045000	chr3	192820001	193045000	225000	20000	20.177777777777777	98.0%	0.006	2.938771130848712	0.006	2.938771130848712	20.177777777777777	3632	2.274537656910838	1637.6671129758035
chr3	195505001	195525000	chr3	195270001	195525000	255000	20000	18.235294117647054	97.0%	0.013	2.9370970043339506	0.015	2.9370970043339506	18.235294117647058	3720	2.4515108260364817	2000.4328340457691
chr20	36125001	36145000	chr20	35970001	36145000	175000	20000	25.77857142857143	97.0%	0.026	2.935285598262041	0.028	2.935285598262041	25.77857142857143	3609	2.7949907287961744	1565.1948081258577
chr5	148730001	148750000	chr5	148730001	149045000	315000	20000	16.436507936507937	99.0%	0.033	2.930854370447773	0.035	2.930854370447773	16.436507936507937	4142	2.9951715706455	3019.132943210664
chr2	69550001	69575000	chr2	69550001	69850000	300000	25000	25.746666666666663	97.0%	0.0135	2.9291141078741187	0.014499999999999999	2.9291141078741187	25.746666666666666	7724	2.87853415561381	4317.801233420715
chr9	129770001	129795000	chr9	129630001	129795000	165000	25000	27.727272727272727	95.0%	0.019	2.9247877396467885	0.021	2.9247877396467885	27.727272727272727	4575	2.366912098563655	1952.7024813150156
