chromosome1	x1	x2	chromosome2	y1	y2	color	APScoreAvg	ProbabilityofEnrichment	RegAPScoreAvg	Avg_diffMaxNeihgboor_1	Avg_diffMaxNeihgboor_2	avg	std	value
chr8	25170000	25175000	chr8	25575000	25580000	0,0,0	5.9466443	0.9986927	2.121498	3.6321232	4.858085	3.4119296	1.7937546	6.6404834
chr8	12865000	12870000	chr8	13030000	13035000	0,0,0	10.84393	1.0	4.2255683	4.8708334	7.4644504	6.0515213	2.0725708	10.381151
chr8	111440000	111445000	chr8	111795000	111800000	0,0,0	6.206506	0.9988755	2.3423057	3.825554	4.6937456	3.3906126	1.3554406	6.791105
chr8	126875000	126880000	chr8	127730000	127735000	0,0,0	8.025272	1.0	3.3839421	3.8096018	4.916011	4.1617126	1.7158122	7.548025
chr8	126300000	126305000	chr8	126805000	126810000	0,0,0	9.836952	1.0	3.2914283	5.3413386	5.7271724	3.3293986	2.1684284	8.077255
chr8	84625000	84630000	chr8	85030000	85035000	0,0,0	6.740113	1.0	3.1720138	2.1127663	3.6092525	3.7625308	1.07455	5.6405454
chr8	101325000	101330000	chr8	101630000	101635000	0,0,0	8.295863	1.0	3.876159	2.902227	4.3099866	4.341003	1.6610175	6.92076
chr8	38180000	38185000	chr8	38380000	38385000	0,0,0	6.4334908	0.99908364	2.84799	3.0467882	4.568637	4.287569	1.6564605	6.9958253
chr8	122670000	122675000	chr8	123025000	123030000	0,0,0	4.7265964	0.99510473	2.1297352	2.5119908	3.3110428	3.0871534	1.3223742	5.320034
chr8	26570000	26575000	chr8	26660000	26665000	0,0,0	13.562495	1.0	4.8860974	5.1373653	7.1309166	5.1370754	2.3643847	9.703623
chr8	57570000	57575000	chr8	58390000	58395000	0,0,0	7.383999	0.99974555	3.764343	2.7235112	4.978072	5.856269	1.947309	8.277168
chr8	126875000	126880000	chr8	128650000	128655000	0,0,0	5.13456	0.99897665	2.2468607	3.3219056	4.389621	3.9325726	1.5095696	6.885378
chr8	100845000	100850000	chr8	101300000	101305000	0,0,0	10.532275	1.0	4.390959	5.2039504	6.847692	5.7461395	1.9734516	10.371873
chr8	131035000	131040000	chr8	131795000	131800000	0,0,0	6.5688725	0.9994529	2.7853892	4.0545187	4.732854	3.9075918	1.8176264	7.511609
chr8	42895000	42900000	chr8	43050000	43055000	0,0,0	4.9867654	0.99725187	2.125482	2.886907	3.8437407	3.3312974	1.5951159	5.897437
chr8	85450000	85455000	chr8	86030000	86035000	0,0,0	6.8550887	0.9997627	2.71949	4.8254304	5.45559	4.0578327	1.8964262	8.347104
chr8	110355000	110360000	chr8	111250000	111255000	0,0,0	5.6834054	1.0	2.586183	1.5696429	3.17998	3.2610264	0.81078875	4.6562643
chr8	74365000	74370000	chr8	74860000	74865000	0,0,0	10.027931	1.0	4.706102	4.682131	4.944336	4.6239576	2.173896	8.785852
chr8	9365000	9370000	chr8	9825000	9830000	0,0,0	7.659031	0.9997892	2.804955	4.979029	5.8933907	4.0394845	1.9536886	8.465288
chr8	10585000	10590000	chr8	10825000	10830000	0,0,0	13.516134	1.0	6.342912	7.465622	10.870259	10.974014	4.1556926	17.610123
chr8	18910000	18915000	chr8	19265000	19270000	0,0,0	12.106216	0.99999994	4.4609838	9.134217	12.182268	8.855169	3.4846892	16.974474
chr8	125115000	125120000	chr8	125695000	125700000	0,0,0	14.292077	0.9999999	5.4771595	7.040289	11.8034525	9.64272	3.334491	15.900755
chr8	78715000	78720000	chr8	78920000	78925000	0,0,0	5.633332	1.0	2.618421	2.2589808	2.8551278	2.7569578	1.2473019	4.7649407
chr8	47200000	47205000	chr8	47740000	47745000	0,0,0	6.485218	0.99951565	2.574028	3.9653814	5.2106276	4.108736	1.973473	7.63352
chr8	95515000	95520000	chr8	96185000	96190000	0,0,0	6.113196	1.0	2.8910978	2.5037405	3.400769	3.4239378	1.6195772	5.649485
chr8	41420000	41425000	chr8	41525000	41530000	0,0,0	5.886539	0.99772274	2.3337514	3.0655794	4.2059784	3.3604445	1.7073005	6.0854044
chr8	56970000	56975000	chr8	57340000	57345000	0,0,0	10.995633	1.0	3.325182	5.3567085	5.8735147	3.084337	1.8665117	7.845856
chr8	109455000	109460000	chr8	109715000	109720000	0,0,0	6.471263	0.99959815	2.3909838	4.4670143	5.470919	3.84955	1.6797808	7.820229
chr8	71830000	71835000	chr8	71970000	71975000	0,0,0	5.756562	1.0	2.6794138	2.2908607	3.547476	3.5823894	1.2011598	5.61871
chr8	97255000	97260000	chr8	97550000	97555000	0,0,0	6.1845994	1.0	3.4527426	2.02116	2.8142061	3.7450845	0.8762774	5.5416713
chr8	60660000	60665000	chr8	61020000	61025000	0,0,0	5.0594745	0.9997712	2.474825	3.4150581	4.9842978	5.3479514	2.0412438	8.383558
chr8	6425000	6430000	chr8	6570000	6575000	0,0,0	5.4691396	0.9962594	2.465956	2.5808303	3.504968	3.2950096	1.32116	5.589081
chr8	23470000	23475000	chr8	23575000	23580000	0,0,0	5.9834027	1.0	2.4493558	3.176244	3.450774	2.636655	1.163895	5.459983
chr8	52735000	52740000	chr8	52920000	52925000	0,0,0	5.43739	1.0	2.9158375	2.2231987	2.536578	3.0585792	0.7947432	5.0347557
chr8	117325000	117330000	chr8	118415000	118420000	0,0,0	7.718504	0.99982595	3.0202289	4.8684607	5.799561	4.329621	1.8812042	8.657141
chr8	28360000	28365000	chr8	28415000	28420000	0,0,0	7.6220903	0.999979	2.581733	5.5139627	8.373886	5.87133	2.2519064	10.77263
chr8	129305000	129310000	chr8	129530000	129535000	0,0,0	6.3199596	0.9993836	2.485689	4.3116956	4.8518577	3.5598145	2.1477673	7.3924327
chr8	23470000	23475000	chr8	23690000	23695000	0,0,0	17.245739	1.0	7.0927234	7.1679974	11.987598	10.556224	2.9382532	16.927776
chr8	74085000	74090000	chr8	74340000	74345000	0,0,0	10.981024	1.0	5.957983	2.4855812	5.7874355	7.626749	1.6599579	9.836154
chr8	97590000	97595000	chr8	98035000	98040000	0,0,0	7.3443317	1.0	2.8638563	2.9106073	4.2463727	3.3943021	1.574527	5.9815087
chr8	69660000	69665000	chr8	70085000	70090000	0,0,0	9.191426	1.0	3.5946155	3.7358372	4.9975533	3.8951921	1.5328138	7.2159357
chr8	32550000	32555000	chr8	33100000	33105000	0,0,0	5.400431	1.0	2.3844903	2.3321042	3.4155335	3.1775274	1.3893582	5.250509
chr8	123825000	123830000	chr8	123920000	123925000	0,0,0	6.36347	0.9995432	2.6187797	4.228065	4.9586625	3.9337866	2.0827172	7.6920667
chr8	29135000	29140000	chr8	29315000	29320000	0,0,0	9.812771	1.0	5.3604655	2.2328591	3.9341567	5.1393127	1.3623118	7.1240764
chr8	10040000	10045000	chr8	10330000	10335000	0,0,0	7.3993893	0.9999128	2.6303582	5.0881534	6.8698936	4.825193	1.9301773	9.347996
chr8	117475000	117480000	chr8	118415000	118420000	0,0,0	6.4391556	0.99939907	2.9790614	3.461093	4.4975586	4.341304	2.3524587	7.417831
chr8	119865000	119870000	chr8	120415000	120420000	0,0,0	9.478846	1.0	3.7918632	3.983439	4.567991	3.456589	1.5773913	6.9974236
chr8	6840000	6845000	chr8	6915000	6920000	0,0,0	4.9468594	1.0	2.4822996	1.2904345	2.3460393	2.6955357	0.71664137	3.8425884
chr8	29340000	29345000	chr8	29640000	29645000	0,0,0	5.1826677	0.9962422	2.5678043	2.6254091	3.0898108	3.250815	1.0503728	5.5845118
chr8	100140000	100145000	chr8	100540000	100545000	0,0,0	20.3914	1.0	6.75253	11.380421	15.5644045	10.221772	4.552465	20.337702
chr8	80895000	80900000	chr8	80985000	80990000	0,0,0	4.7749243	1.0	2.2874959	1.5979801	2.3429277	2.4396026	0.7373789	3.8600292
chr8	69945000	69950000	chr8	70085000	70090000	0,0,0	7.692916	1.0	3.3333793	2.8448963	4.5294843	4.193049	1.5167639	6.721846
chr8	30175000	30180000	chr8	30560000	30565000	0,0,0	5.5484433	0.9996822	2.5597868	3.9770477	4.7908144	4.5197887	2.1172915	8.054942
chr8	52110000	52115000	chr8	52405000	52410000	0,0,0	12.169576	1.0	4.997676	5.7892933	8.113243	6.808292	2.209248	11.95433
chr8	11410000	11415000	chr8	11550000	11555000	0,0,0	15.175793	1.0	4.114719	8.893988	11.89775	6.4462233	2.9821987	14.351991
chr8	125120000	125125000	chr8	125430000	125435000	0,0,0	6.9466624	0.999472	2.8101084	3.6216965	5.2113013	4.3279433	1.7426951	7.547229
chr8	40030000	40035000	chr8	40200000	40205000	0,0,0	12.804345	0.99999976	4.8768597	7.522633	10.895031	8.46374	3.7714353	15.150525
chr8	28620000	28625000	chr8	28730000	28735000	0,0,0	5.4275274	0.9970688	2.9646628	1.9837518	3.1438055	4.069619	1.2390454	5.8329544
chr8	18915000	18920000	chr8	19315000	19320000	0,0,0	4.9882913	0.99917364	2.584033	2.7410526	3.9758272	4.662691	1.5031075	7.099182
chr8	80690000	80695000	chr8	80990000	80995000	0,0,0	5.9701724	0.99873626	3.0597668	2.6305199	3.7686327	4.3361187	1.5830715	6.674359
chr8	25575000	25580000	chr8	26085000	26090000	0,0,0	9.157529	0.99999416	4.201464	5.070812	7.655748	7.5442104	2.7661762	12.0515995
chr8	23750000	23755000	chr8	24190000	24195000	0,0,0	4.9848866	0.99929905	2.2875953	3.4267588	4.4279027	4.217836	1.5902033	7.263843
chr8	89070000	89075000	chr8	89615000	89620000	0,0,0	4.9388676	0.9976244	2.217269	3.0860236	3.6602836	3.299995	1.4264094	6.043127
chr8	63605000	63610000	chr8	64380000	64385000	0,0,0	5.334604	0.99723923	2.342745	2.46338	3.9322875	3.7031794	1.2114342	5.8928504
chr8	18195000	18200000	chr8	18870000	18875000	0,0,0	5.5872946	0.9977107	2.7607396	2.6214242	3.4953468	3.74998	1.7569131	6.080135
chr8	141515000	141520000	chr8	142380000	142385000	0,0,0	5.497522	1.0	2.434842	2.58876	3.0619552	2.7034492	1.1028923	5.004569
chr8	101335000	101340000	chr8	101485000	101490000	0,0,0	4.9607916	1.0	2.613326	1.8945527	2.6962538	3.243765	0.9924425	4.927812
chr8	66915000	66920000	chr8	67490000	67495000	0,0,0	4.685745	0.9962465	2.4308684	2.7827039	2.8085432	3.112143	1.2240585	5.5856576
chr8	116785000	116790000	chr8	117035000	117040000	0,0,0	6.691816	1.0	3.1382568	2.6587303	3.0947046	2.9685886	1.3913194	5.3319044
chr8	134690000	134695000	chr8	134885000	134890000	0,0,0	10.900642	1.0	3.8433561	5.008436	6.946734	4.890702	2.2945309	9.342646
chr8	109560000	109565000	chr8	109640000	109645000	0,0,0	6.168112	0.99846745	3.4721682	2.1820498	3.335401	4.541886	1.3158562	6.4814854
chr8	105935000	105940000	chr8	106590000	106595000	0,0,0	6.189274	0.9998779	2.4818492	3.9294767	6.4700904	5.5191827	2.0837533	9.012051
chr8	31250000	31255000	chr8	31465000	31470000	0,0,0	9.740134	1.0	4.4095497	3.516211	6.523637	6.559307	2.1113906	9.684828
chr8	56785000	56790000	chr8	56930000	56935000	0,0,0	5.1042275	1.0	2.7673924	2.1601613	2.5534043	3.1591733	1.0102317	5.0793166
chr8	8745000	8750000	chr8	8985000	8990000	0,0,0	6.0564923	0.9997515	2.6766458	3.5647254	5.455721	5.1323056	2.161656	8.30095
chr8	17600000	17605000	chr8	17700000	17705000	0,0,0	7.0406423	1.0	3.1167474	3.1002324	4.3788304	4.0527525	1.3837827	6.808515
chr8	17335000	17340000	chr8	17915000	17920000	0,0,0	7.313609	1.0	3.358123	2.2513113	3.298203	3.2337906	1.1300225	5.2349567
chr8	16775000	16780000	chr8	17150000	17155000	0,0,0	7.0926547	0.99999475	2.8477142	5.9143643	8.410234	6.8984585	2.851832	12.155671
chr8	16830000	16835000	chr8	17120000	17125000	0,0,0	7.8228865	0.9999975	3.5491717	5.1673717	8.436327	8.3167	2.6771393	12.909921
chr8	110830000	110835000	chr8	111250000	111255000	0,0,0	7.7946606	0.9999622	3.0282707	5.735788	6.8626285	5.0856495	1.9105222	10.184127
chr8	121245000	121250000	chr8	121635000	121640000	0,0,0	5.059411	0.99620324	2.173133	2.7002172	3.618558	3.1739948	1.109589	5.5741878
chr8	30915000	30920000	chr8	31185000	31190000	0,0,0	8.678289	0.9998719	3.2770717	4.814514	6.309612	4.684042	2.260489	8.96361
chr8	43090000	43095000	chr8	43430000	43435000	0,0,0	5.344441	1.0	2.7312996	1.8148044	2.386962	2.6989615	1.2643809	4.312121
chr8	98555000	98560000	chr8	99355000	99360000	0,0,0	5.8144364	0.99958843	2.406801	3.5058336	5.3864546	4.6801095	2.1318004	7.7964067
chr8	13040000	13045000	chr8	13655000	13660000	0,0,0	15.833977	0.99999994	5.7999754	8.3738785	12.222625	9.129238	4.5516024	16.572685
chr8	70145000	70150000	chr8	70530000	70535000	0,0,0	10.898712	0.99999976	3.5182302	9.182751	11.510884	7.055542	3.539728	15.217987
chr8	265000	270000	chr8	945000	950000	0,0,0	6.591581	1.0	3.4143894	2.9737947	3.2285905	3.617757	1.4435066	6.26113
chr8	96330000	96335000	chr8	97550000	97555000	0,0,0	8.845845	0.99996686	4.0570455	4.3673	6.5429344	6.434563	2.023325	10.316607
chr8	43435000	43440000	chr8	43695000	43700000	0,0,0	6.48682	1.0	2.7662876	2.9308314	3.9538229	3.441887	1.3237122	6.04707
chr8	61240000	61245000	chr8	61465000	61470000	0,0,0	5.1033654	0.99766606	2.301732	2.7027051	3.8474846	3.6584184	1.5277908	6.060823
chr8	52965000	52970000	chr8	54165000	54170000	0,0,0	8.150767	1.0	3.4014053	3.1970382	4.6049924	3.971853	1.356498	6.813665
chr8	24240000	24245000	chr8	24420000	24425000	0,0,0	7.8678317	1.0	3.183688	3.3206635	4.981531	4.1882415	1.8472825	7.1399426
chr8	143380000	143385000	chr8	143530000	143535000	0,0,0	7.722917	1.0	2.63521	3.40335	4.7942405	3.285531	1.4785336	6.310731
chr8	11565000	11570000	chr8	11955000	11960000	0,0,0	5.7215757	0.9980524	3.245797	2.3976045	3.0213351	4.1106033	1.3043137	6.241807
chr8	119085000	119090000	chr8	119410000	119415000	0,0,0	4.7422624	1.0	2.8541317	1.8822724	1.9790039	3.020806	1.020783	4.693937
chr8	141725000	141730000	chr8	142470000	142475000	0,0,0	7.7421913	0.9999011	2.8346329	5.7604575	6.253944	4.1020713	2.3381202	9.222478
chr8	42170000	42175000	chr8	42385000	42390000	0,0,0	11.031263	1.0	4.3501287	6.3082213	7.072937	5.1996956	2.4997482	10.807003
chr8	138765000	138770000	chr8	138935000	138940000	0,0,0	6.687693	1.0	3.0855358	2.6396604	3.5108154	3.3934622	1.5639656	5.739827
chr8	24890000	24895000	chr8	25065000	25070000	0,0,0	6.035682	1.0	2.8486366	2.621666	3.036989	2.9393775	1.0669868	5.2697473
chr8	38830000	38835000	chr8	38965000	38970000	0,0,0	11.637631	1.0	4.583882	6.197214	7.6969233	5.8904133	2.276622	11.399048
chr8	100155000	100160000	chr8	100255000	100260000	0,0,0	5.174036	1.0	2.386727	1.8415053	2.3260112	2.220332	0.67048126	3.8572257
chr8	32550000	32555000	chr8	33330000	33335000	0,0,0	7.4172745	1.0	3.1684856	3.2679393	4.16604	3.5753567	1.6823462	6.480192
chr8	116785000	116790000	chr8	116885000	116890000	0,0,0	6.092748	1.0	2.5376298	2.8406858	3.386646	2.7473934	1.0051246	5.2724476
chr8	58460000	58465000	chr8	58700000	58705000	0,0,0	6.491655	1.0	3.0502937	2.0185785	3.475376	3.6199188	0.9135242	5.414211
chr8	122465000	122470000	chr8	122570000	122575000	0,0,0	5.5553355	0.99641263	2.445819	2.597677	3.6258805	3.321867	1.0034487	5.6309133
chr8	93820000	93825000	chr8	93960000	93965000	0,0,0	15.227232	1.0	5.4229946	8.208474	11.1853285	7.9014316	2.9968581	15.197853
chr8	18920000	18925000	chr8	19010000	19015000	0,0,0	5.2062187	0.9955577	2.5871773	2.3667111	3.0746996	3.3134124	0.9889937	5.4171557
chr8	86120000	86125000	chr8	86355000	86360000	0,0,0	7.888233	0.9999742	3.703574	3.7968788	6.859263	7.19049	2.5096257	10.565493
chr8	107910000	107915000	chr8	108700000	108705000	0,0,0	6.271099	0.99990684	2.4930449	4.54513	6.465159	5.242147	2.0990481	9.282262
chr8	33680000	33685000	chr8	34890000	34895000	0,0,0	9.269207	1.0	4.285637	3.468837	5.431182	5.4463053	1.7843572	8.529716
chr8	18205000	18210000	chr8	18565000	18570000	0,0,0	5.6426525	0.99913603	2.2164972	3.2168212	5.0846286	4.195319	1.5585729	7.054716
chr8	52015000	52020000	chr8	52405000	52410000	0,0,0	4.8243146	1.0	2.7897131	1.4579133	1.7115074	2.4075458	0.8215436	3.7034686
chr8	80610000	80615000	chr8	80990000	80995000	0,0,0	20.982635	1.0	5.4357777	14.313643	17.66474	8.716847	4.9455695	21.440084
chr8	80065000	80070000	chr8	80230000	80235000	0,0,0	10.996606	1.0	5.1586404	3.8555114	6.0218873	6.1563907	1.6736163	9.583512
chr8	18205000	18210000	chr8	18680000	18685000	0,0,0	8.25511	0.9999933	4.0502863	3.7892256	7.5933466	8.553217	1.9563106	11.921417
chr8	48315000	48320000	chr8	48925000	48930000	0,0,0	8.559074	0.9999943	3.5718176	5.605582	8.186102	7.0870304	3.2331688	12.06977
chr8	129820000	129825000	chr8	129890000	129895000	0,0,0	6.0543375	0.99768156	2.210054	3.5012279	4.269135	2.9552941	1.5622615	6.0674963
chr8	141080000	141085000	chr8	141170000	141175000	0,0,0	6.227296	1.0	3.389384	1.9069047	2.6285226	3.335381	0.90403014	5.0304074
chr8	104325000	104330000	chr8	104415000	104420000	0,0,0	5.44571	1.0	2.2532718	2.5437276	3.6039681	3.0619612	1.2649788	5.3230524
chr8	117475000	117480000	chr8	118120000	118125000	0,0,0	5.3664384	0.99777675	2.1178305	3.387851	4.0847816	3.09799	1.2084212	6.109413
chr8	95890000	95895000	chr8	96175000	96180000	0,0,0	5.946104	0.9984175	2.7841775	3.3794568	3.6689718	3.4454508	1.2925043	6.4494123
chr8	108920000	108925000	chr8	109325000	109330000	0,0,0	7.451265	0.9999722	3.6045885	3.63174	6.648243	7.264934	2.528379	10.493148
chr8	72315000	72320000	chr8	72845000	72850000	0,0,0	7.883207	0.99996144	3.3294442	4.9126163	6.7173767	5.797034	2.1192436	10.163804
chr8	19925000	19930000	chr8	20120000	20125000	0,0,0	5.899383	0.99968183	2.3055623	4.8242717	5.2537794	3.7654347	1.7581187	8.053676
chr8	120450000	120455000	chr8	120935000	120940000	0,0,0	17.326283	1.0	5.803349	8.293634	12.0533	8.217681	2.9891539	15.5898
chr8	144130000	144135000	chr8	144235000	144240000	0,0,0	6.284448	0.99903697	2.5749886	3.6353626	4.588609	3.7146993	1.9411118	6.9461327
chr8	100565000	100570000	chr8	100675000	100680000	0,0,0	5.36753	1.0	2.3976474	2.5974507	2.704422	2.3215356	0.96670824	4.6303806
chr8	94900000	94905000	chr8	95020000	95025000	0,0,0	5.546573	1.0	2.160296	2.592153	3.3366084	2.55227	0.9026526	4.856406
chr8	59215000	59220000	chr8	59920000	59925000	0,0,0	6.263446	0.9998537	3.064943	4.3164515	4.887748	4.9936996	2.1861608	8.830545
chr8	127730000	127735000	chr8	128650000	128655000	0,0,0	11.9862385	1.0	4.53529	4.6491356	7.179789	5.6527324	2.3168309	9.785297
chr8	99865000	99870000	chr8	100120000	100125000	0,0,0	7.49702	1.0	2.9573994	3.2659059	4.2057433	3.2681067	1.1530768	6.171134
chr8	119865000	119870000	chr8	120080000	120085000	0,0,0	12.3103695	1.0	5.9432044	4.0111675	7.606307	8.328132	3.3119009	11.893614
chr8	140830000	140835000	chr8	141080000	141085000	0,0,0	6.1642256	1.0	3.0948856	2.7286167	3.359476	3.6461687	1.3607008	6.0716057
chr8	117860000	117865000	chr8	118120000	118125000	0,0,0	7.4302535	0.9997293	3.420539	3.1414928	5.3563123	5.422778	1.8630642	8.215217
chr8	26140000	26145000	chr8	26290000	26295000	0,0,0	4.766438	0.9986178	2.3710105	3.0524468	3.6445012	3.87151	1.4013844	6.584796
chr8	29340000	29345000	chr8	30015000	30020000	0,0,0	8.839305	0.99999577	4.159677	5.1543074	7.657623	7.7911115	2.5763614	12.372719
chr8	48120000	48125000	chr8	48925000	48930000	0,0,0	6.046923	0.999426	2.1870148	4.6102886	5.1390524	3.365685	1.9442782	7.4637194
chr8	30665000	30670000	chr8	30810000	30815000	0,0,0	8.426049	1.0	3.4454937	3.9381473	5.473529	4.557866	1.6102489	8.058441
chr8	120120000	120125000	chr8	120420000	120425000	0,0,0	8.320186	1.0	3.6288552	4.1590433	5.142032	4.499935	1.8514786	8.196862
chr8	79760000	79765000	chr8	80020000	80025000	0,0,0	5.39697	0.9988531	2.552779	2.4046412	4.3734546	4.6339107	1.3105481	6.77137
chr8	80250000	80255000	chr8	80575000	80580000	0,0,0	8.309557	1.0	4.160808	3.1983643	4.7735567	5.3259706	1.6303867	8.168962
chr8	118740000	118745000	chr8	119065000	119070000	0,0,0	7.348014	0.99989927	3.3222919	4.507101	5.625473	5.1977286	2.0391147	9.204041
chr8	26685000	26690000	chr8	27190000	27195000	0,0,0	5.9914265	0.997807	3.2695827	2.5356765	3.0785394	3.8692098	1.6014881	6.123144
chr8	38185000	38190000	chr8	38410000	38415000	0,0,0	5.6824875	0.99891657	2.3564248	3.4844718	4.502696	3.7310421	1.9637238	6.8283505
chr8	109445000	109450000	chr8	109645000	109650000	0,0,0	5.424157	0.998581	2.609355	2.8709316	3.8824165	4.00654	1.8072934	6.5584784
chr8	81995000	82000000	chr8	82440000	82445000	0,0,0	7.0318513	0.999263	2.336069	4.2460895	5.403776	3.4393187	1.6635869	7.21362
chr8	71825000	71830000	chr8	72005000	72010000	0,0,0	5.5583997	0.99641	2.5339842	2.5213509	3.5260108	3.3889914	1.0941875	5.6301923
chr8	23745000	23750000	chr8	24220000	24225000	0,0,0	4.9327126	0.9982705	2.7354844	2.711922	3.0710073	3.9499867	1.4273041	6.3605843
chr8	108890000	108895000	chr8	109320000	109325000	0,0,0	8.615863	0.9999968	3.8996625	5.715145	7.9619045	7.5699387	2.7314215	12.650068
chr8	28065000	28070000	chr8	28415000	28420000	0,0,0	5.3332725	1.0	2.4554696	1.9901543	3.121516	3.1135683	0.9164423	4.882594
chr8	26695000	26700000	chr8	27085000	27090000	0,0,0	12.763221	1.0	4.4926896	7.058662	8.3545475	5.462847	3.209304	11.737214
chr8	140670000	140675000	chr8	141075000	141080000	0,0,0	6.650685	1.0	3.4562256	1.9602417	2.0760367	2.3297217	1.1328137	4.072159
chr8	134905000	134910000	chr8	135450000	135455000	0,0,0	6.3482027	1.0	3.120773	2.3474514	2.731663	2.8296747	0.878163	4.9162984
chr8	71825000	71830000	chr8	72285000	72290000	0,0,0	8.91181	1.0	3.6219964	3.4449394	4.3154173	3.4479742	1.5045327	6.510143
chr8	100935000	100940000	chr8	101300000	101305000	0,0,0	7.7888565	1.0	3.5051382	3.0840178	4.0683866	3.7873433	1.4579282	6.5286922
chr8	97735000	97740000	chr8	98035000	98040000	0,0,0	7.8505616	0.99995273	2.8647442	5.5197096	7.124736	5.054594	2.2337027	9.961002
chr8	104785000	104790000	chr8	105770000	105775000	0,0,0	7.2974105	0.99994206	3.3805299	3.5071077	6.4293156	6.639519	2.332473	9.756948
chr8	86045000	86050000	chr8	86355000	86360000	0,0,0	7.2829747	0.9998589	3.1724982	3.7893453	5.924804	5.498645	1.5653801	8.866952
chr8	100845000	100850000	chr8	100910000	100915000	0,0,0	4.701718	1.0	2.7036424	1.2240376	2.2160048	3.170967	0.6264729	4.2590003
chr8	8270000	8275000	chr8	8380000	8385000	0,0,0	5.630788	1.0	3.0015242	1.3121834	2.2566268	2.825826	0.89509135	3.9922113
chr8	89845000	89850000	chr8	89985000	89990000	0,0,0	9.916536	1.0	3.771649	4.572451	6.4213862	4.9290233	1.9974194	8.993424
chr8	40245000	40250000	chr8	40995000	41000000	0,0,0	8.800196	0.9999648	3.6856766	4.9034696	6.8608184	5.8963737	2.8717167	10.255013
chr8	27860000	27865000	chr8	28060000	28065000	0,0,0	6.6606503	0.99946684	3.4991944	3.0907395	4.0446877	4.7901473	1.6967887	7.537471
chr8	88710000	88715000	chr8	89615000	89620000	0,0,0	7.9173245	0.99997014	2.7450569	6.362282	7.4561296	4.7655964	2.3124666	10.4209585
chr8	37085000	37090000	chr8	37155000	37160000	0,0,0	4.7639136	0.9923169	2.3504696	1.8427298	2.9330149	3.2312577	1.3642908	4.86924
chr8	37775000	37780000	chr8	37915000	37920000	0,0,0	5.5587745	1.0	2.593532	2.0592513	2.207424	2.053277	0.9352317	3.8837225
chr8	94810000	94815000	chr8	95250000	95255000	0,0,0	8.835615	0.9999054	3.4658735	5.0261774	6.2866044	4.79911	2.238026	9.266823
chr8	94080000	94085000	chr8	94355000	94360000	0,0,0	7.7304673	0.9999981	3.0508595	6.140494	9.374764	7.6992307	2.9711838	13.157447
chr8	100560000	100565000	chr8	100825000	100830000	0,0,0	15.145533	1.0	7.10906	4.1444755	6.0367594	6.096637	2.3645887	9.780615
chr8	20230000	20235000	chr8	20375000	20380000	0,0,0	8.310012	1.0	3.7399468	3.6168163	4.418787	4.031944	1.9026717	7.2468915
chr8	52960000	52965000	chr8	53805000	53810000	0,0,0	7.8834968	1.0	4.356535	2.2222657	4.167376	5.57574	1.3396454	7.551087
chr8	9065000	9070000	chr8	9150000	9155000	0,0,0	12.02905	1.0	4.091721	5.673852	8.51917	5.971106	2.3032072	11.01453
chr8	104785000	104790000	chr8	105715000	105720000	0,0,0	5.948635	0.9999198	2.5303838	5.4636607	5.736358	4.57498	2.8849373	9.431567
chr8	70835000	70840000	chr8	71805000	71810000	0,0,0	8.318891	0.9999624	3.5843735	3.2803383	7.4206805	7.2733097	2.0543787	10.189166
chr8	29175000	29180000	chr8	29310000	29315000	0,0,0	5.3806586	1.0	2.351571	2.2307837	3.258802	2.9898884	0.982456	4.9728074
chr8	37545000	37550000	chr8	37695000	37700000	0,0,0	7.032403	1.0	3.09962	2.6357467	4.449374	4.2572412	1.468052	6.600127
chr8	29340000	29345000	chr8	29720000	29725000	0,0,0	10.118403	0.9999884	4.0106654	6.197692	7.6181197	5.853691	2.2595243	11.36275
chr8	107810000	107815000	chr8	108705000	108710000	0,0,0	7.2949376	0.9997499	2.9094996	4.3352346	5.623543	4.4409685	2.3082857	8.29451
chr8	121255000	121260000	chr8	121830000	121835000	0,0,0	5.4150586	0.99659956	2.885619	1.9810934	3.1583138	3.9234684	1.0710801	5.68444
chr8	131035000	131040000	chr8	131860000	131865000	0,0,0	8.5912485	0.99991083	3.5987375	4.488044	6.223997	5.3367066	2.3781226	9.326078
chr8	85460000	85465000	chr8	85635000	85640000	0,0,0	11.681376	1.0	4.4497967	3.3580136	3.9021358	2.7849414	1.2918258	5.769842
chr8	38410000	38415000	chr8	38710000	38715000	0,0,0	9.717522	0.9999936	4.3601036	5.15322	7.7292247	7.3829947	2.8470595	11.963635
chr8	123485000	123490000	chr8	123695000	123700000	0,0,0	5.513501	0.9997525	2.2847946	4.5171733	5.3404775	4.289723	2.258898	8.304988
chr8	109345000	109350000	chr8	109715000	109720000	0,0,0	12.134066	0.99999875	5.370752	5.7948437	8.960199	8.464236	2.9100864	13.615209
chr8	8670000	8675000	chr8	8735000	8740000	0,0,0	9.423461	1.0	2.9845412	5.34697	6.608579	3.9411845	2.3043053	8.694047
chr8	30225000	30230000	chr8	30380000	30385000	0,0,0	6.1709824	0.99975544	2.4777706	4.0893106	5.732784	4.6820555	1.5427355	8.3169985
chr8	19400000	19405000	chr8	19755000	19760000	0,0,0	6.4645786	0.99995965	2.9199028	4.203389	6.567877	6.3827395	2.6179492	10.119085
