chr	pos1	pos2	chr2	pos3	pos4	length	width	Mean	maxpixel	pvalue	Stripiness
chr5	14995001	15020000	chr5	14670001	15020000	350000	25000	11.731428571428571	96.0%	0.0325	2.462263145055303
chr1	235065001	235085000	chr1	234555001	235085000	530000	20000	7.334905660377358	97.0%	0.0275	2.461314125201973
chr8	37705001	37740000	chr8	37150001	37740000	590000	35000	7.15859564164649	97.0%	0.04	2.4594096443290416
chr3	45195001	45215000	chr3	45025001	45215000	190000	20000	18.24342105263158	97.0%	0.0215	2.4554965626831065
chr14	90285001	90310000	chr14	90285001	90760000	475000	25000	8.383157894736843	98.0%	0.057	2.4543501091855693
chr18	48470001	48490000	chr18	48470001	48670000	200000	20000	17.725	97.0%	0.025	2.4513967572931974
chr7	7095001	7115000	chr7	7095001	7425000	330000	20000	11.890151515151516	97.0%	0.0315	2.4472382557708525
chr15	97720001	97755000	chr15	97210001	97755000	545000	35000	8.35386631716907	95.0%	0.099	2.4429823664992547
chr12	105360001	105390000	chr12	105045001	105390000	345000	30000	11.79951690821256	97.0%	0.034	2.4386190896920485
chr9	97595001	97615000	chr9	97385001	97615000	230000	20000	15.923913043478262	96.0%	0.028	2.4384158838581005
chr8	61085001	61105000	chr8	60555001	61105000	550000	20000	8.00909090909091	97.0%	0.061	2.436520755086825
chr3	70345001	70365000	chr3	70060001	70365000	305000	20000	13.75	95.0%	0.032	2.4363479825945578
chr4	183245001	183270000	chr4	182930001	183270000	340000	25000	12.947058823529412	95.0%	0.0545	2.43258538597206
chr6	127525001	127550000	chr6	127265001	127550000	285000	25000	15.47719298245614	95.0%	0.023	2.4320268582069233
chr4	76060001	76085000	chr4	75890001	76085000	195000	25000	21.471794871794874	97.0%	0.009	2.431745685603558
chr18	34865001	34885000	chr18	34865001	35150000	285000	20000	14.403508771929825	95.0%	0.033	2.4316018184411194
chr3	8090001	8115000	chr3	7300001	8115000	815000	25000	6.262576687116565	95.0%	0.056	2.429164847380462
chr13	23855001	23875000	chr13	23660001	23875000	215000	20000	14.709302325581396	97.0%	0.024	2.4254727353028147
chr11	100565001	100590000	chr11	100565001	100995000	430000	25000	10.546511627906977	95.0%	0.0505	2.423962346557119
chr3	196505001	196525000	chr3	196010001	196525000	515000	20000	8.754854368932039	95.0%	0.082	2.4222623018106266
chr8	108905001	108925000	chr8	108905001	109325000	420000	20000	10.892857142857142	97.0%	0.0485	2.4192394929812364
chr3	155310001	155330000	chr3	154765001	155330000	565000	20000	7.991150442477876	96.0%	0.023	2.415461099529002
chr6	109175001	109200000	chr6	109175001	109535000	360000	25000	12.019444444444444	96.0%	0.0345	2.413959584535188
chr1	98455001	98475000	chr1	97805001	98475000	670000	20000	7.251865671641791	95.0%	0.0625	2.412458248147534
chr18	22970001	22990000	chr18	22795001	22990000	195000	20000	18.403846153846153	98.0%	0.032	2.4090575697867114
chr15	43625001	43650000	chr15	43335001	43650000	315000	25000	7.482539682539683	96.0%	0.035	2.4072843071166825
chr17	19510001	19530000	chr17	19510001	19740000	230000	20000	14.326086956521738	95.0%	0.027	2.406938828352525
chr3	122665001	122685000	chr3	122380001	122685000	305000	20000	12.34016393442623	98.0%	0.045	2.4024249219828424
chr5	163550001	163570000	chr5	163550001	164080000	530000	20000	7.783018867924528	96.0%	0.077	2.3947323594022274
chr2	134985001	135015000	chr2	134985001	135905000	920000	30000	5.386775362318841	96.0%	0.0795	2.3877598728868565
chr11	36250001	36270000	chr11	35470001	36270000	800000	20000	5.64375	97.0%	0.04	2.3859039995599036
chr1	169795001	169815000	chr1	169545001	169815000	270000	20000	14.648148148148149	98.0%	0.028999999999999998	2.382522753725849
chr7	93800001	93825000	chr7	93800001	94315000	515000	25000	12.596116504854368	95.0%	0.033	2.3822305885978268
chr7	86885001	86910000	chr7	86480001	86910000	430000	25000	10.204651162790698	96.0%	0.033	2.3797258131677927
chr2	186485001	186510000	chr2	186485001	186890000	405000	25000	12.4	95.0%	0.036	2.376039590235308
chr3	65775001	65795000	chr3	65775001	66200000	425000	20000	9.814705882352941	95.0%	0.027	2.374607574793108
chr4	9095001	9125000	chr4	8940001	9125000	185000	30000	15.887387387387387	97.0%	0.005	2.3706739423063734
chr1	100445001	100465000	chr1	99790001	100465000	675000	20000	6.714814814814815	98.0%	0.061	2.370436105395132
chr8	23675001	23695000	chr8	23455001	23695000	240000	20000	16.385416666666668	97.0%	0.014499999999999999	2.3671364321736084
chr1	200615001	200635000	chr1	200615001	200860000	245000	20000	16.4234693877551	98.0%	0.044	2.363056307672931
chr4	16015001	16045000	chr4	16015001	16270000	255000	30000	15.983660130718954	96.0%	0.064	2.3604309635310194
chr2	192150001	192170000	chr2	191600001	192170000	570000	20000	8.664473684210526	95.0%	0.034	2.3579692840219177
chr10	21985001	22010000	chr10	21985001	23080000	1095000	25000	4.302283105022831	95.0%	0.087	2.354982041189866
chr7	139990001	140010000	chr7	139465001	140010000	545000	20000	7.747706422018348	95.0%	0.063	2.3543817420444264
chr7	35980001	36005000	chr7	35980001	36325000	345000	25000	11.626086956521739	98.0%	0.065	2.3529315434003206
chr9	120750001	120770000	chr9	120750001	121070000	320000	20000	13.69921875	95.0%	0.035500000000000004	2.3519606183444997
chr2	237160001	237175000	chr2	237160001	237415000	255000	15000	16.516339869281044	98.0%	0.017	2.3512120013539954
chr11	74430001	74450000	chr11	74235001	74450000	215000	20000	18.098837209302324	96.0%	0.031	2.33940803860487
chr5	146935001	146965000	chr5	146530001	146965000	435000	30000	11.266283524904216	96.0%	0.034	2.3376488122036236
chr1	37670001	37690000	chr1	37440001	37690000	250000	20000	14.145	95.0%	0.0285	2.3337861554414467
chr2	199980001	200000000	chr2	199980001	200515000	535000	20000	9.785046728971963	97.0%	0.037	2.3323574917682195
chr5	36400001	36430000	chr5	36400001	36695000	295000	30000	13.94915254237288	97.0%	0.027	2.331628807914385
chr2	182630001	182660000	chr2	182155001	182660000	505000	30000	9.714521452145215	96.0%	0.078	2.3296081649435574
chr7	22540001	22560000	chr7	22540001	23025000	485000	20000	8.70360824742268	95.0%	0.023	2.3292502928751175
chr7	143225001	143245000	chr7	143225001	143425000	200000	20000	18.7875	97.0%	0.0075	2.3263174277361793
chr6	113980001	114000000	chr6	113980001	114315000	335000	20000	12.10820895522388	98.0%	0.027	2.3185234342269263
chr19	38230001	38245000	chr19	38230001	38405000	175000	15000	16.504761904761903	96.0%	0.018	2.3137535944170744
chr3	30030001	30050000	chr3	30030001	30745000	715000	20000	7.04020979020979	95.0%	0.036	2.3133386559264086
chr9	92780001	92800000	chr9	92575001	92800000	225000	20000	15.3	95.0%	0.06	2.3129067347368717
chr6	135415001	135430000	chr6	135005001	135430000	425000	15000	10.443137254901961	95.0%	0.077	2.3102369440370785
chr13	34065001	34085000	chr13	33790001	34085000	295000	20000	12.73728813559322	95.0%	0.044	2.3053596220080808
chr8	89970001	89990000	chr8	89720001	89990000	270000	20000	14.63888888888889	96.0%	0.028999999999999998	2.302440143347141
chr4	87825001	87845000	chr4	87265001	87845000	580000	20000	8.355603448275861	95.0%	0.022	2.301602392022826
chr14	75305001	75325000	chr14	75305001	75560000	255000	20000	14.313725490196079	95.0%	0.032	2.299405318615857
chr9	69955001	69985000	chr9	69955001	70280000	325000	30000	13.04102564102564	96.0%	0.058	2.2988594668910753
chr2	134105001	134130000	chr2	134105001	134495000	390000	25000	9.543589743589743	98.0%	0.0205	2.298491620184574
chr1	179355001	179375000	chr1	179055001	179375000	320000	20000	11.1328125	96.0%	0.022	2.2977660159939592
chr7	82025001	82050000	chr7	82025001	82635000	610000	25000	7.224590163934427	95.0%	0.0665	2.296979030316476
chr2	231400001	231435000	chr2	230820001	231435000	615000	35000	7.185830429732869	95.0%	0.018	2.296433967077339
chr21	38330001	38355000	chr21	38145001	38355000	210000	25000	17.41904761904762	95.0%	0.0325	2.2882877402285065
chr18	41360001	41390000	chr18	40855001	41390000	535000	30000	8.121495327102805	97.0%	0.038	2.2871707617229364
chr7	142985001	143005000	chr7	142590001	143005000	415000	20000	10.36144578313253	96.0%	0.032	2.273376941123315
chr2	62790001	62820000	chr2	62790001	63400000	610000	30000	10.688524590163935	96.0%	0.035	2.2730589132010435
chr15	79025001	79045000	chr15	79025001	79210000	185000	20000	18.16891891891892	96.0%	0.027	2.2689237653600745
chr22	39320001	39350000	chr22	39320001	39520000	200000	30000	15.504166666666668	96.0%	0.0455	2.2683637650808786
chr11	59790001	59810000	chr11	59525001	59810000	285000	20000	14.232456140350877	96.0%	0.021	2.264589894080522
chr14	96095001	96120000	chr14	96095001	96285000	190000	25000	18.3	95.0%	0.033	2.2615833778377996
chr1	18590001	18610000	chr1	18590001	18880000	290000	20000	11.366379310344827	96.0%	0.034	2.260771708914786
chr5	14635001	14655000	chr5	14320001	14655000	335000	20000	11.014925373134329	96.0%	0.06	2.2599338195594645
chr1	45015001	45035000	chr1	45015001	45305000	290000	20000	13.831896551724139	96.0%	0.0715	2.255423643572883
chr5	115565001	115585000	chr5	115195001	115585000	390000	20000	12.862179487179487	95.0%	0.0345	2.253166820120088
chr5	126345001	126365000	chr5	126345001	126650000	305000	20000	15.311475409836065	96.0%	0.026	2.2531098125607376
chr11	17050001	17070000	chr11	16780001	17070000	290000	20000	12.879310344827585	96.0%	0.03	2.2481426176192785
chr10	113375001	113395000	chr10	112510001	113395000	885000	20000	5.47457627118644	97.0%	0.033	2.246382677102727
chr14	31335001	31360000	chr14	30880001	31360000	480000	25000	8.14375	95.0%	0.043	2.245460548919334
chr20	40935001	40955000	chr20	40695001	40955000	260000	20000	13.04326923076923	98.0%	0.025500000000000002	2.2425310732579287
chr9	72275001	72295000	chr9	72275001	72820000	545000	20000	8.096330275229358	95.0%	0.036	2.2385096379415694
chr1	248605001	248625000	chr1	248605001	248815000	210000	20000	15.946428571428571	95.0%	0.0215	2.2335841029515637
chr2	46350001	46375000	chr2	46000001	46375000	375000	25000	16.789333333333335	99.0%	0.036	2.232128724251563
chr4	22685001	22705000	chr4	22320001	22705000	385000	20000	11.019480519480519	96.0%	0.034	2.223929895064166
chr18	58310001	58330000	chr18	58085001	58330000	245000	20000	13.301020408163266	97.0%	0.027	2.2229491685717964
chr1	8550001	8570000	chr1	8550001	8735000	185000	20000	20.405405405405407	98.0%	0.053	2.220613327235104
chr8	52720001	52740000	chr8	52720001	52970000	250000	20000	13.65	98.0%	0.0315	2.219101323853733
chr2	11400001	11430000	chr2	11155001	11430000	275000	30000	15.566666666666668	97.0%	0.009	2.213313295027953
chr17	28755001	28780000	chr17	28755001	28935000	180000	25000	20.372222222222224	95.0%	0.032	2.2092277697974576
chr2	200685001	200705000	chr2	200480001	200705000	225000	20000	18.622222222222224	96.0%	0.032	2.203583642478361
chr7	16105001	16130000	chr7	16105001	16920000	815000	25000	6.58282208588957	96.0%	0.055	2.202579340770787
chr12	9030001	9050000	chr12	8645001	9050000	405000	20000	10.145061728395062	95.0%	0.026	2.2008084789755182
chr8	38690001	38710000	chr8	38415001	38710000	295000	20000	13.932203389830509	95.0%	0.033	2.1973242124797783
chr12	64890001	64910000	chr12	64890001	65315000	425000	20000	11.032352941176471	95.0%	0.052	2.197294497202307
chr12	46650001	46675000	chr12	46115001	46675000	560000	25000	8.3625	97.0%	0.0435	2.1941642635201686
chr10	18200001	18220000	chr10	17840001	18220000	380000	20000	11.19078947368421	97.0%	0.028	2.191650132018583
chr9	27520001	27550000	chr9	27270001	27550000	280000	30000	13.901785714285715	97.0%	0.0685	2.1896849311559388
chr17	64125001	64145000	chr17	63900001	64145000	245000	20000	13.535714285714286	97.0%	0.033	2.18407935277936
chr3	69280001	69310000	chr3	69145001	69310000	165000	30000	25.075757575757578	96.0%	0.04	2.182517173691715
chr17	67370001	67395000	chr17	67370001	67695000	325000	25000	10.615384615384617	95.0%	0.046	2.179951290031165
chr19	12970001	12990000	chr19	12970001	13100000	130000	20000	19.96153846153846	98.0%	0.0265	2.175419322066578
chr7	123855001	123880000	chr7	123555001	123880000	325000	25000	13.436923076923076	95.0%	0.024	2.170894856053118
chr2	190775001	190795000	chr2	190775001	191035000	260000	20000	16.23076923076923	98.0%	0.0335	2.1697580698503383
chr13	92170001	92195000	chr13	92170001	92740000	570000	25000	7.210526315789474	95.0%	0.035500000000000004	2.16417790349806
chr22	30085001	30120000	chr22	30085001	30385000	300000	35000	11.911904761904763	96.0%	0.03	2.159297093717093
chr1	163300001	163320000	chr1	162830001	163320000	490000	20000	8.91326530612245	95.0%	0.096	2.157472175636021
chr6	138790001	138815000	chr6	138790001	139350000	560000	25000	8.12857142857143	97.0%	0.035	2.1571227670439455
chr7	39735001	39755000	chr7	39570001	39755000	185000	20000	18.905405405405407	98.0%	0.037	2.1498885614779266
chr18	62115001	62140000	chr18	61540001	62140000	600000	25000	6.826666666666666	97.0%	0.0565	2.1428502347860334
chr1	219565001	219585000	chr1	219565001	219820000	255000	20000	13.848039215686274	95.0%	0.039	2.1425292516081527
chr1	40395001	40415000	chr1	40135001	40415000	280000	20000	13.459821428571429	95.0%	0.0395	2.1404961239142373
chr6	145015001	145035000	chr6	144565001	145035000	470000	20000	9.726063829787234	95.0%	0.052000000000000005	2.1333417577179055
chr13	43890001	43915000	chr13	43890001	44460000	570000	25000	7.677192982456139	95.0%	0.0805	2.1249712614681333
chr4	40290001	40315000	chr4	40065001	40315000	250000	25000	16.208000000000002	97.0%	0.03	2.1217034889297355
chr14	73490001	73520000	chr14	73490001	73695000	205000	30000	15.901709401709402	96.0%	0.027	2.1159403603877958
chr4	152625001	152645000	chr4	152395001	152645000	250000	20000	16.51	98.0%	0.0115	2.114133961472001
chr13	96955001	96980000	chr13	95630001	96980000	1350000	25000	3.7562962962962962	95.0%	0.047	2.1027700633243196
chr10	93660001	93685000	chr10	93505001	93685000	180000	25000	21.577777777777776	96.0%	0.032	2.097457749989985
chr4	48075001	48095000	chr4	47660001	48095000	435000	20000	9.741379310344827	96.0%	0.027	2.0956371209762485
chr14	55410001	55430000	chr14	55200001	55430000	230000	20000	16.032608695652176	95.0%	0.041999999999999996	2.0925476315739746
chr14	59425001	59445000	chr14	59025001	59445000	420000	20000	10.860119047619047	95.0%	0.033	2.0911364595652087
chr12	27920001	27950000	chr12	27720001	27950000	230000	30000	17.275362318840582	95.0%	0.031	2.090572363493202
chr20	54210001	54230000	chr20	54210001	54660000	450000	20000	8.96111111111111	95.0%	0.0885	2.0891065360517986
chr13	33710001	33730000	chr13	33460001	33730000	270000	20000	13.356481481481481	97.0%	0.048	2.0869117791455953
chr7	113155001	113190000	chr7	113155001	113630000	475000	35000	14.069172932330828	95.0%	0.024	2.086127595880587
chr9	87310001	87330000	chr9	86410001	87330000	920000	20000	4.9103260869565215	98.0%	0.0645	2.085870986405562
chr13	39600001	39625000	chr13	39040001	39625000	585000	25000	7.015384615384616	96.0%	0.051	2.0835064022262695
chr14	67415001	67435000	chr14	67415001	67705000	290000	20000	11.948275862068966	96.0%	0.0305	2.082607416144584
chr19	32555001	32580000	chr19	32275001	32580000	305000	25000	10.481967213114753	95.0%	0.048	2.0824622241218074
chr7	138725001	138745000	chr7	138075001	138745000	670000	20000	6.277985074626866	96.0%	0.093	2.0817706696033507
chr2	236170001	236195000	chr2	235770001	236195000	425000	25000	8.83529411764706	98.0%	0.054	2.077657729325984
chr15	52245001	52265000	chr15	52245001	52745000	500000	20000	7.8725	95.0%	0.0605	2.075271541638759
chr9	113445001	113465000	chr9	113445001	113665000	220000	20000	16.09090909090909	95.0%	0.025500000000000002	2.070265212259363
chr1	175135001	175160000	chr1	175135001	175490000	355000	25000	11.11549295774648	95.0%	0.036	2.069322327519439
chr8	25165001	25185000	chr8	25165001	25490000	325000	20000	9.946153846153846	96.0%	0.036	2.067263164812879
chr4	84960001	84980000	chr4	84480001	84980000	500000	20000	7.885	95.0%	0.027999999999999997	2.065051675940844
chr5	150545001	150570000	chr5	150545001	150850000	305000	25000	12.18360655737705	96.0%	0.027	2.0636978728058075
chr9	85250001	85270000	chr9	84670001	85270000	600000	20000	6.404166666666667	95.0%	0.0905	2.063683260473917
chr4	119030001	119050000	chr4	119030001	119300000	270000	20000	17.305555555555557	97.0%	0.016	2.0589568395633027
chr7	98145001	98180000	chr7	98010001	98180000	170000	35000	23.176470588235297	96.0%	0.073	2.0562396576275983
chr8	100145001	100165000	chr8	100145001	100510000	365000	20000	10.400684931506849	95.0%	0.032	2.0561677847687645
chr2	18360001	18380000	chr2	18135001	18380000	245000	20000	16.193877551020407	98.0%	0.029	2.0525584049388894
chr3	37440001	37465000	chr3	37440001	37815000	375000	25000	11.272	96.0%	0.027	2.049112177818891
chr2	20625001	20640000	chr2	20345001	20640000	295000	15000	12.909604519774012	95.0%	0.033	2.0439634666772535
chr4	103195001	103225000	chr4	103195001	103930000	735000	30000	6.327664399092971	96.0%	0.068	2.042401512094391
chr6	144925001	144945000	chr6	144575001	144945000	370000	20000	12.219594594594595	96.0%	0.025	2.039096078813137
chr13	20490001	20510000	chr13	20490001	20855000	365000	20000	9.66095890410959	96.0%	0.078	2.0367113124181597
chr3	193020001	193045000	chr3	192815001	193045000	230000	25000	17.295652173913044	96.0%	0.0075	2.034000303307497
chr2	45630001	45650000	chr2	45630001	46010000	380000	20000	14.894736842105264	96.0%	0.066	2.0330398912305108
chr18	23400001	23425000	chr18	22800001	23425000	625000	25000	6.3984000000000005	95.0%	0.036	2.0305768164123874
chr6	122710001	122730000	chr6	122480001	122730000	250000	20000	17.45	95.0%	0.022	2.0295119453892907
chr11	114250001	114270000	chr11	113800001	114270000	470000	20000	8.837765957446809	95.0%	0.044	2.026016527881165
chr14	102685001	102720000	chr14	102685001	103095000	410000	35000	9.590592334494774	96.0%	0.07150000000000001	2.0257532388445014
chr5	73585001	73605000	chr5	73585001	73900000	315000	20000	13.238095238095237	95.0%	0.084	2.0256521802098506
chr18	3280001	3300000	chr18	3280001	3875000	595000	20000	7.682773109243698	95.0%	0.042	2.025593638343269
chr9	36990001	37010000	chr9	36990001	37455000	465000	20000	7.809139784946237	95.0%	0.054	2.025054357915427
chr6	148570001	148590000	chr6	148570001	149030000	460000	20000	10.173913043478262	97.0%	0.051000000000000004	2.024463875256548
chr1	24810001	24840000	chr1	24540001	24840000	300000	30000	11.944444444444445	98.0%	0.0245	2.023664087010696
chr12	8200001	8235000	chr12	7845001	8235000	390000	35000	12.256410256410257	96.0%	0.025500000000000002	2.0201444497539867
chr5	168260001	168280000	chr5	168260001	168490000	230000	20000	15.043478260869565	98.0%	0.031	2.019905614168495
chr8	66400001	66425000	chr8	66030001	66425000	395000	25000	10.627848101265823	98.0%	0.047	2.0172131737515184
chr3	120225001	120260000	chr3	120225001	120565000	340000	35000	12.470588235294118	95.0%	0.0725	2.0156622167167844
chr15	90065001	90080000	chr15	89905001	90080000	175000	15000	17.619047619047617	97.0%	0.053	2.0097697164845005
chr3	190210001	190230000	chr3	190210001	190435000	225000	20000	16.805555555555557	97.0%	0.03	2.008839269235215
chr7	24810001	24830000	chr7	24810001	25105000	295000	20000	13.046610169491526	97.0%	0.035	2.0068753206548178
chr10	73875001	73895000	chr10	73875001	74115000	240000	20000	14.666666666666666	95.0%	0.0345	2.006595037201375
chr4	189220001	189240000	chr4	189220001	189935000	715000	20000	7.1975524475524475	95.0%	0.026	2.0050575162655946
chr7	141960001	141980000	chr7	141960001	142200000	240000	20000	14.234375	98.0%	0.07400000000000001	2.004038073937266
chr5	159145001	159165000	chr5	159145001	159455000	310000	20000	12.741935483870968	96.0%	0.026000000000000002	2.0032735318180106
chr3	159105001	159125000	chr3	158840001	159125000	285000	20000	14.614035087719298	95.0%	0.031	2.0029510088468867
chr1	172435001	172460000	chr1	172435001	172680000	245000	25000	14.355102040816325	96.0%	0.036	2.002573923770095
chr9	121980001	122000000	chr9	121590001	122000000	410000	20000	9.310975609756097	95.0%	0.051500000000000004	2.001397828384273
chr11	44890001	44910000	chr11	44610001	44910000	300000	20000	12.15	95.0%	0.0195	1.9985120410733508
chr12	117865001	117890000	chr12	117865001	118055000	190000	25000	18.54736842105263	96.0%	0.0365	1.9924998155426363
chr16	87770001	87790000	chr16	87770001	87925000	155000	20000	19.016129032258064	97.0%	0.023	1.988005260844583
chr2	172700001	172715000	chr2	172465001	172715000	250000	15000	14.966666666666667	96.0%	0.023	1.9874319681876527
chr3	24250001	24270000	chr3	24250001	24690000	440000	20000	10.315340909090908	95.0%	0.093	1.9841295712632114
chr3	36680001	36700000	chr3	35990001	36700000	710000	20000	7.25	95.0%	0.0165	1.983858671422333
chr1	51170001	51190000	chr1	50735001	51190000	455000	20000	9.285714285714286	95.0%	0.033	1.9825046044769201
chr14	22360001	22385000	chr14	22115001	22385000	270000	25000	15.177777777777777	95.0%	0.0315	1.9807265618854306
chr6	33230001	33250000	chr6	33100001	33250000	150000	20000	23.891666666666666	97.0%	0.0295	1.9786873545744543
chr15	35275001	35300000	chr15	35275001	35560000	285000	25000	11.817543859649124	96.0%	0.04	1.9767732645434382
chr11	33660001	33685000	chr11	33345001	33685000	340000	25000	12.794117647058822	95.0%	0.024	1.9707974798901187
chr12	32910001	32930000	chr12	32750001	32930000	180000	20000	19.493055555555557	96.0%	0.0305	1.9704446619337619
chr2	165005001	165025000	chr2	165005001	165315000	310000	20000	13.830645161290322	97.0%	0.033	1.968294435661177
chr8	133425001	133455000	chr8	133115001	133455000	340000	30000	12.348039215686276	95.0%	0.0395	1.9682077914942662
chr5	142875001	142900000	chr5	142645001	142900000	255000	25000	16.615686274509805	95.0%	0.033	1.9681028252268036
chr11	124660001	124680000	chr11	124660001	124845000	185000	20000	20.243243243243242	97.0%	0.007	1.9654120641595563
chr2	181695001	181720000	chr2	181060001	181720000	660000	25000	7.474242424242425	95.0%	0.06	1.9522636319354827
chr10	99840001	99860000	chr10	99840001	100270000	430000	20000	10.046511627906977	95.0%	0.028	1.9512501771122002
chr7	94430001	94465000	chr7	94430001	95315000	885000	35000	5.623083131557707	96.0%	0.046	1.9462875326592486
chr6	24685001	24705000	chr6	24485001	24705000	220000	20000	18.551136363636363	97.0%	0.0275	1.9444043748901396
chr2	64860001	64880000	chr2	64490001	64880000	390000	20000	15.977564102564102	98.0%	0.022	1.944367699035508
chr1	24385001	24405000	chr1	24080001	24405000	325000	20000	10.834615384615384	97.0%	0.038	1.9375993931870579
chr1	224500001	224525000	chr1	224500001	224920000	420000	25000	9.826190476190476	97.0%	0.047	1.9333339492343848
chr17	18600001	18620000	chr17	18600001	18945000	345000	20000	5.456521739130435	97.0%	0.059	1.9331353969594076
chr18	59055001	59080000	chr18	58395001	59080000	685000	25000	6.213138686131387	95.0%	0.099	1.9138500754013614
chr5	154635001	154655000	chr5	154635001	155050000	415000	20000	8.63855421686747	95.0%	0.037	1.9118286416943304
chr11	12045001	12065000	chr11	12045001	12285000	240000	20000	16.302083333333332	97.0%	0.027	1.9112625578025273
chr15	80960001	80980000	chr15	80615001	80980000	365000	20000	9.702054794520548	95.0%	0.045	1.9085849947225395
chr11	129105001	129140000	chr11	129105001	129360000	255000	35000	16.42016806722689	95.0%	0.044	1.90750512208712
chr8	101285001	101310000	chr8	100565001	101310000	745000	25000	6.536912751677852	96.0%	0.031	1.9067165704419877
chr7	47260001	47280000	chr7	47260001	47980000	720000	20000	6.112847222222222	96.0%	0.031	1.904214758571527
chr3	16030001	16055000	chr3	16030001	16255000	225000	25000	17.662222222222223	96.0%	0.032	1.903804865220394
chr13	100495001	100515000	chr13	100225001	100515000	290000	20000	14.081896551724139	97.0%	0.0265	1.9035250322953239
chr3	15100001	15120000	chr3	15100001	15415000	315000	20000	12.130952380952381	96.0%	0.027	1.8976142304424748
chr19	33775001	33800000	chr19	33775001	34150000	375000	25000	8.208	97.0%	0.051	1.897169047596186
chr15	70670001	70690000	chr15	70670001	71020000	350000	20000	10.496428571428572	95.0%	0.07250000000000001	1.8965925014098508
chr21	36005001	36030000	chr21	35840001	36030000	190000	25000	16.6	95.0%	0.0905	1.8965220481867613
chr22	32515001	32535000	chr22	32515001	32830000	315000	20000	9.301587301587302	95.0%	0.087	1.895085441310806
chr9	98840001	98865000	chr9	98840001	99150000	310000	25000	12.387096774193548	95.0%	0.041	1.8911842082626718
chr9	91760001	91780000	chr9	91760001	92015000	255000	20000	13.980392156862745	95.0%	0.031	1.8911808396374523
chr3	14455001	14475000	chr3	14175001	14475000	300000	20000	11.2375	96.0%	0.016	1.8881566756380466
chr2	85275001	85300000	chr2	84875001	85300000	425000	25000	10.362352941176471	95.0%	0.033	1.8863068170396085
chr5	59780001	59805000	chr5	59375001	59805000	430000	25000	9.97906976744186	96.0%	0.0325	1.880411832314531
chr15	61860001	61880000	chr15	61860001	62320000	460000	20000	7.744565217391305	95.0%	0.0695	1.8788679593349966
chr6	142150001	142170000	chr6	142150001	142475000	325000	20000	13.076923076923077	96.0%	0.027	1.8787783558847693
chr6	99455001	99475000	chr6	99455001	99830000	375000	20000	10.53	97.0%	0.084	1.873060059339474
chr11	45105001	45130000	chr11	45105001	45335000	230000	25000	13.691304347826087	95.0%	0.0335	1.8721987445481114
chr10	86885001	86905000	chr10	86680001	86905000	225000	20000	16.95	98.0%	0.035	1.8706625065380393
chr3	87990001	88010000	chr3	87250001	88010000	760000	20000	6.027960526315789	95.0%	0.07100000000000001	1.8681454529312729
chr21	42095001	42120000	chr21	41780001	42120000	340000	25000	8.597058823529412	96.0%	0.0465	1.8680079063292612
chr12	27290001	27310000	chr12	26845001	27310000	465000	20000	9.46236559139785	95.0%	0.064	1.8674857956489241
chr12	55605001	55625000	chr12	55075001	55625000	550000	20000	7.611363636363636	95.0%	0.0435	1.8661783645385883
chr3	118870001	118900000	chr3	118870001	119120000	250000	30000	15.653333333333334	96.0%	0.035500000000000004	1.865383112150287
chr12	84865001	84885000	chr12	84865001	85060000	195000	20000	17.371794871794872	97.0%	0.085	1.8630097705711546
chr8	118730001	118750000	chr8	118730001	119440000	710000	20000	7.019366197183099	95.0%	0.0495	1.8600341647157856
chr10	11970001	11990000	chr10	11775001	11990000	215000	20000	17.441860465116278	96.0%	0.032	1.8591328031591694
chr15	31105001	31130000	chr15	30845001	31130000	285000	25000	11.929824561403509	97.0%	0.051	1.8582619796648985
chr10	60415001	60435000	chr10	60105001	60435000	330000	20000	12.837121212121213	95.0%	0.037	1.8552000096607364
chr1	27265001	27285000	chr1	27055001	27285000	230000	20000	16.391304347826086	96.0%	0.0485	1.854238272224834
chr1	117265001	117290000	chr1	117055001	117290000	235000	25000	15.336170212765959	95.0%	0.039	1.8541155017555737
chr20	25390001	25410000	chr20	25130001	25410000	280000	20000	10.6875	95.0%	0.031	1.8479803494093943
chr10	34670001	34685000	chr10	34670001	34990000	320000	15000	11.838541666666666	96.0%	0.0295	1.847596532051115
chr7	127700001	127720000	chr7	127700001	128235000	535000	20000	8.768691588785046	95.0%	0.099	1.846078406178758
chr9	94770001	94790000	chr9	94770001	95130000	360000	20000	10.697916666666666	95.0%	0.044	1.8397823608420143
chr2	160085001	160105000	chr2	160085001	161075000	990000	20000	5.554292929292929	96.0%	0.081	1.8391490854909645
chr1	174755001	174780000	chr1	174755001	175150000	395000	25000	10.09620253164557	97.0%	0.078	1.8388127576139957
chr9	19440001	19460000	chr9	19030001	19460000	430000	20000	9.76453488372093	95.0%	0.0475	1.8375842045534923
chr3	62860001	62885000	chr3	62860001	63195000	335000	25000	12.4	97.0%	0.034	1.8367142417694415
chr2	230785001	230805000	chr2	230605001	230805000	200000	20000	18.74375	95.0%	0.0155	1.836369452646761
chr14	100635001	100655000	chr14	100375001	100655000	280000	20000	11.482142857142858	95.0%	0.077	1.8335601263045014
chr5	147180001	147205000	chr5	146630001	147205000	575000	25000	7.852173913043478	95.0%	0.076	1.831364171569531
