chr	pos1	pos2	chr2	pos3	pos4	length	width	Mean	maxpixel	pvalue	Stripiness	pvalue_added	Stripiness_added	O_Mean_added	O_Sum_added	O/E_Mean_added	O/E_Total_added
chr2	182630001	182660000	chr2	182155001	182660000	505000	30000	9.714521452145217	96.0%	0.078	2.3296081649435574	0.08	2.3296081649435574	9.714521452145215	5887	2.9212783670309044	10621.768142524368
chr7	22540001	22560000	chr7	22540001	23025000	485000	20000	8.70360824742268	95.0%	0.023	2.329250292875117	0.024	2.3292502928751175	8.70360824742268	3377	2.4884043671734197	3862.0035778531474
chr7	143225001	143245000	chr7	143225001	143425000	200000	20000	18.7875	97.0%	0.0075	2.3263174277361798	0.0085	2.3263174277361793	18.7875	3006	1.9568743606093624	1252.3995907899919
chr6	113980001	114000000	chr6	113980001	114315000	335000	20000	12.10820895522388	98.0%	0.027	2.3185234342269263	0.028	2.3185234342269263	12.10820895522388	3245	2.301456872572398	2467.1617673976107
chr19	38230001	38245000	chr19	38230001	38405000	175000	15000	16.504761904761903	96.0%	0.018	2.3137535944170744	0.019	2.3137535944170744	16.504761904761907	1733	2.4525691416349837	772.5592796150198
chr3	30030001	30050000	chr3	30030001	30745000	715000	20000	7.04020979020979	95.0%	0.036	2.3133386559264086	0.039	2.3133386559264086	7.04020979020979	4027	3.2902284363089134	7528.042662274794
chr9	92780001	92800000	chr9	92575001	92800000	225000	20000	15.3	95.0%	0.06	2.312906734736872	0.063	2.3129067347368717	15.3	2754	1.7761522594213122	1278.8296267833448
chr6	135415001	135430000	chr6	135005001	135430000	425000	15000	10.44313725490196	95.0%	0.077	2.3102369440370785	0.081	2.3102369440370785	10.443137254901961	2663	2.6529275470439098	2029.489573488591
chr13	34065001	34085000	chr13	33790001	34085000	295000	20000	12.73728813559322	95.0%	0.044	2.3053596220080808	0.045	2.3053596220080808	12.73728813559322	3006	2.5566017272048733	2413.4320304814005
chr8	89970001	89990000	chr8	89720001	89990000	270000	20000	14.63888888888889	96.0%	0.0289999999999999	2.302440143347141	0.031	2.302440143347141	14.63888888888889	3162	2.389223462192013	2064.2890713338993
chr4	87825001	87845000	chr4	87265001	87845000	580000	20000	8.355603448275861	95.0%	0.022	2.301602392022826	0.0235	2.301602392022826	8.355603448275861	3877	2.3341945611038257	4332.265105408701
chr14	75305001	75325000	chr14	75305001	75560000	255000	20000	14.31372549019608	95.0%	0.032	2.299405318615857	0.036	2.299405318615857	14.313725490196079	2920	2.6149065900202797	2133.7637774565483
chr9	69955001	69985000	chr9	69955001	70280000	325000	30000	13.04102564102564	96.0%	0.058	2.298859466891076	0.06	2.2988594668910753	13.04102564102564	5086	2.579636599316995	6036.3496424017685
chr2	134105001	134130000	chr2	134105001	134495000	390000	25000	9.543589743589743	98.0%	0.0205	2.298491620184574	0.021	2.298491620184574	9.543589743589743	3722	1.8648447421154173	3636.4472471250638
chr1	179355001	179375000	chr1	179055001	179375000	320000	20000	11.1328125	96.0%	0.022	2.2977660159939592	0.024	2.2977660159939592	11.1328125	2850	2.3817389834905653	2438.900719094339
chr7	82025001	82050000	chr7	82025001	82635000	610000	25000	7.224590163934427	95.0%	0.0665	2.296979030316476	0.0695	2.296979030316476	7.224590163934426	4407	2.836468631719294	8651.229326743847
chr2	231400001	231435000	chr2	230820001	231435000	615000	35000	7.185830429732869	95.0%	0.018	2.296433967077339	0.018	2.296433967077339	7.185830429732869	6187	1.6724683139317682	10079.966528066767
chr21	38330001	38355000	chr21	38145001	38355000	210000	25000	17.41904761904762	95.0%	0.0325	2.2882877402285065	0.034	2.2882877402285065	17.419047619047618	3658	3.5522351375943626	3729.8468944740807
chr18	41360001	41390000	chr18	40855001	41390000	535000	30000	8.121495327102805	97.0%	0.038	2.2871707617229364	0.043	2.2871707617229364	8.121495327102803	5214	2.348078182011555	9044.797157108509
chr7	142985001	143005000	chr7	142590001	143005000	415000	20000	10.36144578313253	96.0%	0.032	2.273376941123315	0.034	2.273376941123315	10.36144578313253	3440	2.1261115596648024	2823.4761512348578
chr2	62790001	62820000	chr2	62790001	63400000	610000	30000	10.688524590163937	96.0%	0.035	2.2730589132010435	0.036000000000000004	2.2730589132010435	10.688524590163935	7824	2.3718554652575174	10417.189203411017
chr15	79025001	79045000	chr15	79025001	79210000	185000	20000	18.16891891891892	96.0%	0.027	2.2689237653600745	0.031	2.2689237653600745	18.16891891891892	2689	2.7154779388348027	1607.5629397902032
chr22	39320001	39350000	chr22	39320001	39520000	200000	30000	15.504166666666668	96.0%	0.0455	2.2683637650808786	0.051000000000000004	2.2683637650808786	15.504166666666666	3721	2.1287174599780863	3065.353142368444
chr11	59790001	59810000	chr11	59525001	59810000	285000	20000	14.232456140350877	96.0%	0.021	2.264589894080522	0.023	2.264589894080522	14.232456140350877	3245	1.904804609114229	1737.1818035121769
chr14	96095001	96120000	chr14	96095001	96285000	190000	25000	18.3	95.0%	0.033	2.2615833778378	0.037	2.2615833778377996	18.3	3477	2.7236825866514374	2587.4984573188653
chr1	18590001	18610000	chr1	18590001	18880000	290000	20000	11.366379310344827	96.0%	0.034	2.260771708914786	0.035500000000000004	2.260771708914786	11.366379310344827	2637	2.0433883132171733	1896.2643546655368
chr5	14635001	14655000	chr5	14320001	14655000	335000	20000	11.014925373134329	96.0%	0.06	2.2599338195594645	0.065	2.2599338195594645	11.014925373134329	2952	2.225636495521624	2385.882323199181
chr1	45015001	45035000	chr1	45015001	45305000	290000	20000	13.83189655172414	96.0%	0.0715	2.255423643572883	0.0765	2.255423643572883	13.831896551724139	3209	2.90310236467548	2694.0789944188455
chr5	115565001	115585000	chr5	115195001	115585000	390000	20000	12.862179487179487	95.0%	0.0345	2.253166820120088	0.0385	2.253166820120088	12.862179487179487	4013	3.441863939564038	4295.446196575919
chr5	126345001	126365000	chr5	126345001	126650000	305000	20000	15.311475409836063	96.0%	0.026	2.2531098125607376	0.027	2.2531098125607376	15.311475409836065	3736	3.132970698501203	3057.779401737174
chr11	17050001	17070000	chr11	16780001	17070000	290000	20000	12.879310344827584	96.0%	0.03	2.2481426176192785	0.0315	2.2481426176192785	12.879310344827585	2988	2.1408007018559347	1986.6630513223076
chr10	113375001	113395000	chr10	112510001	113395000	885000	20000	5.47457627118644	97.0%	0.033	2.246382677102727	0.033	2.246382677102727	5.47457627118644	3876	3.0264236479749176	8570.831771064966
chr14	31335001	31360000	chr14	30880001	31360000	480000	25000	8.14375	95.0%	0.043	2.245460548919334	0.046	2.245460548919334	8.14375	3909	2.5753747882012137	6180.899491682912
chr20	40935001	40955000	chr20	40695001	40955000	260000	20000	13.04326923076923	98.0%	0.0255	2.2425310732579287	0.0265	2.2425310732579287	13.04326923076923	2713	2.344589953348358	1950.6988411858338
chr9	72275001	72295000	chr9	72275001	72820000	545000	20000	8.096330275229358	95.0%	0.036	2.238509637941569	0.04	2.2385096379415694	8.096330275229358	3530	4.009256512046191	6992.143357008557
chr1	248605001	248625000	chr1	248605001	248815000	210000	20000	15.946428571428571	95.0%	0.0215	2.233584102951564	0.0235	2.2335841029515637	15.946428571428571	2679	1.807904351411592	1214.9117241485899
chr2	46350001	46375000	chr2	46000001	46375000	375000	25000	16.789333333333335	99.0%	0.036	2.232128724251563	0.04	2.232128724251563	16.78933333333333	6296	3.2369839448679456	6069.344896627398
chr4	22685001	22705000	chr4	22320001	22705000	385000	20000	11.01948051948052	96.0%	0.034	2.223929895064166	0.036	2.223929895064166	11.019480519480519	3394	2.4388134313655527	3004.618147442361
chr18	58310001	58330000	chr18	58085001	58330000	245000	20000	13.301020408163266	97.0%	0.027	2.2229491685717964	0.03	2.2229491685717964	13.301020408163266	2607	1.9562576728336243	1533.7060155015615
chr1	8550001	8570000	chr1	8550001	8735000	185000	20000	20.405405405405407	98.0%	0.053	2.220613327235104	0.059	2.220613327235104	20.405405405405407	3020	2.7012199228196114	1599.12219430921
chr8	52720001	52740000	chr8	52720001	52970000	250000	20000	13.65	98.0%	0.0315	2.219101323853733	0.034	2.219101323853733	13.65	2730	1.9712859978677852	1577.0287982942282
chr2	11400001	11430000	chr2	11155001	11430000	275000	30000	15.566666666666668	97.0%	0.009	2.213313295027953	0.009	2.213313295027953	15.566666666666666	5137	2.113508646268938	4184.747119612497
chr17	28755001	28780000	chr17	28755001	28935000	180000	25000	20.372222222222224	95.0%	0.032	2.2092277697974576	0.036	2.2092277697974576	20.372222222222224	3667	2.1074160877595167	1896.674478983565
chr2	200685001	200705000	chr2	200480001	200705000	225000	20000	18.622222222222224	96.0%	0.032	2.203583642478361	0.035	2.203583642478361	18.622222222222224	3352	1.9739407568064513	1421.237344900645
chr7	16105001	16130000	chr7	16105001	16920000	815000	25000	6.58282208588957	96.0%	0.055	2.202579340770787	0.056	2.202579340770787	6.58282208588957	5365	3.371746701354695	13739.867808020383
chr12	9030001	9050000	chr12	8645001	9050000	405000	20000	10.145061728395062	95.0%	0.026	2.2008084789755182	0.028	2.2008084789755182	10.145061728395062	3287	2.2200246746088546	2877.1519782930754
chr8	38690001	38710000	chr8	38415001	38710000	295000	20000	13.932203389830509	95.0%	0.033	2.1973242124797783	0.037	2.1973242124797783	13.932203389830509	3288	2.2790598798719315	2151.4325265991033
chr12	64890001	64910000	chr12	64890001	65315000	425000	20000	11.032352941176471	95.0%	0.052	2.197294497202307	0.056	2.197294497202307	11.032352941176471	3751	2.7532526009900433	3744.423537346459
chr12	46650001	46675000	chr12	46115001	46675000	560000	25000	8.3625	97.0%	0.0435	2.1941642635201686	0.0455	2.1941642635201686	8.3625	4683	2.85749585028896	8000.988380809087
chr10	18200001	18220000	chr10	17840001	18220000	380000	20000	11.19078947368421	97.0%	0.028	2.191650132018583	0.03	2.191650132018583	11.19078947368421	3402	2.9785632805574283	3621.932949157833
chr9	27520001	27550000	chr9	27270001	27550000	280000	30000	13.901785714285715	97.0%	0.0685	2.1896849311559388	0.07200000000000001	2.1896849311559388	13.901785714285714	4671	2.8089884330429506	5662.920681014589
chr17	64125001	64145000	chr17	63900001	64145000	245000	20000	13.535714285714286	97.0%	0.033	2.18407935277936	0.034	2.18407935277936	13.535714285714286	2653	2.3670365219635663	1855.756633219436
chr3	69280001	69310000	chr3	69145001	69310000	165000	30000	25.075757575757574	96.0%	0.04	2.182517173691715	0.045	2.182517173691715	25.075757575757574	4965	2.2777327970132033	2705.9465628516855
chr17	67370001	67395000	chr17	67370001	67695000	325000	25000	10.615384615384617	95.0%	0.046	2.179951290031165	0.048	2.179951290031165	10.615384615384615	3450	2.299423161259515	3736.5626370467116
chr19	12970001	12990000	chr19	12970001	13100000	130000	20000	19.96153846153846	98.0%	0.0265	2.175419322066578	0.03	2.175419322066578	19.96153846153846	2076	2.3150410274407114	963.057067415336
chr7	123855001	123880000	chr7	123555001	123880000	325000	25000	13.436923076923076	95.0%	0.024	2.170894856053118	0.025	2.170894856053118	13.436923076923076	4367	2.284892255333253	3712.9499149165363
chr2	190775001	190795000	chr2	190775001	191035000	260000	20000	16.23076923076923	98.0%	0.0335	2.1697580698503383	0.037	2.1697580698503383	16.23076923076923	3376	2.4350124158312627	2025.9303299716105
chr13	92170001	92195000	chr13	92170001	92740000	570000	25000	7.210526315789474	95.0%	0.0355	2.16417790349806	0.037000000000000005	2.16417790349806	7.2105263157894735	4110	2.6673721659076963	7602.010672836935
chr22	30085001	30120000	chr22	30085001	30385000	300000	35000	11.911904761904765	96.0%	0.03	2.159297093717093	0.0325	2.159297093717093	11.911904761904761	5003	3.2451117719655533	9540.628609578727
chr1	163300001	163320000	chr1	162830001	163320000	490000	20000	8.91326530612245	95.0%	0.096	2.157472175636021	0.1005	2.157472175636021	8.91326530612245	3494	2.698202972076035	4230.782260215223
chr6	138790001	138815000	chr6	138790001	139350000	560000	25000	8.12857142857143	97.0%	0.035	2.157122767043945	0.037000000000000005	2.1571227670439455	8.128571428571428	4552	2.100078627831355	5880.2201579277935
chr7	39735001	39755000	chr7	39570001	39755000	185000	20000	18.905405405405407	98.0%	0.037	2.1498885614779266	0.041	2.1498885614779266	18.905405405405407	2798	2.4442038008587823	1446.968650108399
chr18	62115001	62140000	chr18	61540001	62140000	600000	25000	6.826666666666666	97.0%	0.0565	2.142850234786033	0.057	2.1428502347860334	6.826666666666667	4096	2.52606468554704	7578.1940566411195
chr1	219565001	219585000	chr1	219565001	219820000	255000	20000	13.848039215686274	95.0%	0.039	2.1425292516081527	0.042	2.1425292516081527	13.848039215686274	2825	2.407180949891577	1964.2596551115266
chr1	40395001	40415000	chr1	40135001	40415000	280000	20000	13.459821428571429	95.0%	0.0395	2.1404961239142373	0.0415	2.1404961239142373	13.459821428571429	3015	2.1066569697037587	1887.5646448545676
chr6	145015001	145035000	chr6	144565001	145035000	470000	20000	9.726063829787234	95.0%	0.052	2.133341757717905	0.054	2.1333417577179055	9.726063829787234	3657	2.777520416979329	4177.39070713691
chr13	43890001	43915000	chr13	43890001	44460000	570000	25000	7.677192982456139	95.0%	0.0805	2.1249712614681333	0.08	2.1249712614681333	7.67719298245614	4376	3.113780995444672	8874.275837017314
chr4	40290001	40315000	chr4	40065001	40315000	250000	25000	16.208000000000002	97.0%	0.03	2.1217034889297355	0.032	2.1217034889297355	16.208	4052	2.0518528456789165	2564.8160570986456
chr14	73490001	73520000	chr14	73490001	73695000	205000	30000	15.901709401709402	96.0%	0.027	2.115940360387796	0.028	2.1159403603877958	15.126016260162602	3721	1.7058924546353016	2517.897263041705
chr4	152625001	152645000	chr4	152395001	152645000	250000	20000	16.51	98.0%	0.0115	2.114133961472001	0.012	2.114133961472001	16.51	3302	2.216591805181038	1773.2734441448304
chr13	96955001	96980000	chr13	95630001	96980000	1350000	25000	3.756296296296296	95.0%	0.047	2.10277006332432	0.049	2.1027700633243196	3.7562962962962962	5071	3.296527021097697	22251.557392409457
chr10	93660001	93685000	chr10	93505001	93685000	180000	25000	21.577777777777776	96.0%	0.032	2.097457749989985	0.035	2.097457749989985	21.57777777777778	3884	2.0545100498433073	1849.0590448589764
chr4	48075001	48095000	chr4	47660001	48095000	435000	20000	9.741379310344827	96.0%	0.027	2.0956371209762485	0.027	2.0956371209762485	9.741379310344827	3390	1.9027568463410842	2648.637530106789
chr14	55410001	55430000	chr14	55200001	55430000	230000	20000	16.032608695652176	95.0%	0.0419999999999999	2.0925476315739746	0.0445	2.0925476315739746	16.032608695652176	2950	2.4013853449464877	1767.4196138806149
chr14	59425001	59445000	chr14	59025001	59445000	420000	20000	10.860119047619047	95.0%	0.033	2.0911364595652087	0.033	2.0911364595652087	10.860119047619047	3649	3.8799446528441917	5214.645613422594
chr12	27920001	27950000	chr12	27720001	27950000	230000	30000	17.275362318840582	95.0%	0.031	2.090572363493202	0.0315	2.090572363493202	17.27536231884058	4768	2.153167117673876	3565.644746867938
chr20	54210001	54230000	chr20	54210001	54660000	450000	20000	8.96111111111111	95.0%	0.0885	2.089106536051798	0.093	2.0891065360517986	8.96111111111111	3226	3.0892468517121965	4448.515466465563
chr13	33710001	33730000	chr13	33460001	33730000	270000	20000	13.35648148148148	97.0%	0.048	2.086911779145596	0.051000000000000004	2.0869117791455953	13.356481481481481	2885	2.182725518200503	1885.8748477252348
chr7	113155001	113190000	chr7	113155001	113630000	475000	35000	14.069172932330828	95.0%	0.024	2.086127595880587	0.024	2.086127595880587	14.069172932330828	9356	2.253112744564726	10488.2398259488
chr9	87310001	87330000	chr9	86410001	87330000	920000	20000	4.9103260869565215	98.0%	0.0645	2.085870986405562	0.0645	2.085870986405562	4.9103260869565215	3614	4.31146981393912	12692.96713223677
chr13	39600001	39625000	chr13	39040001	39625000	585000	25000	7.015384615384616	96.0%	0.051	2.083506402226269	0.052	2.0835064022262695	7.015384615384615	4104	2.94644708997237	8618.357738169183
chr14	67415001	67435000	chr14	67415001	67705000	290000	20000	11.948275862068966	96.0%	0.0305	2.082607416144584	0.0315	2.082607416144584	11.948275862068966	2772	2.169499319202788	2013.295368220187
chr19	32555001	32580000	chr19	32275001	32580000	305000	25000	10.481967213114752	95.0%	0.048	2.082462224121808	0.05	2.0824622241218074	10.481967213114753	3197	2.6337811410666623	4016.51624012666
chr7	138725001	138745000	chr7	138075001	138745000	670000	20000	6.277985074626866	96.0%	0.093	2.0817706696033507	0.0965	2.0817706696033507	6.277985074626866	3365	2.744339232378642	5883.863314219809
chr2	236170001	236195000	chr2	235770001	236195000	425000	25000	8.83529411764706	98.0%	0.054	2.077657729325984	0.058	2.077657729325984	8.83529411764706	3755	2.0593762466015906	4376.17452402838
chr15	52245001	52265000	chr15	52245001	52745000	500000	20000	7.8725	95.0%	0.0605	2.075271541638759	0.0645	2.075271541638759	7.8725	3149	3.527312258535781	5643.69961365725
chr9	113445001	113465000	chr9	113445001	113665000	220000	20000	16.09090909090909	95.0%	0.0255	2.070265212259363	0.028999999999999998	2.070265212259363	16.09090909090909	2832	2.9184808629299654	2054.6105275026957
chr1	175135001	175160000	chr1	175135001	175490000	355000	25000	11.11549295774648	95.0%	0.036	2.069322327519439	0.04	2.069322327519439	11.11549295774648	3946	2.456580844352384	4360.430998725482
chr8	25165001	25185000	chr8	25165001	25490000	325000	20000	9.946153846153846	96.0%	0.036	2.067263164812879	0.04	2.067263164812879	9.946153846153846	2586	2.011519832063279	2091.98062534581
chr4	84960001	84980000	chr4	84480001	84980000	500000	20000	7.885	95.0%	0.0279999999999999	2.065051675940844	0.0295	2.065051675940844	7.885	3154	2.4275683076412147	3884.109292225943
chr5	150545001	150570000	chr5	150545001	150850000	305000	25000	12.18360655737705	96.0%	0.027	2.0636978728058075	0.03	2.0636978728058075	12.183606557377049	3716	1.9277471570941802	2939.8144145686247
chr9	85250001	85270000	chr9	84670001	85270000	600000	20000	6.404166666666667	95.0%	0.0905	2.063683260473917	0.0935	2.063683260473917	6.404166666666667	3074	3.2019910798267324	6147.822873267326
chr4	119030001	119050000	chr4	119030001	119300000	270000	20000	17.305555555555557	97.0%	0.016	2.0589568395633027	0.0165	2.0589568395633027	17.305555555555557	3738	3.1348881019554913	2708.5433200895445
chr7	98145001	98180000	chr7	98010001	98180000	170000	35000	23.176470588235297	96.0%	0.073	2.0562396576275983	0.078	2.0562396576275983	23.176470588235293	5516	2.1387917147874407	3563.2269968358764
chr8	100145001	100165000	chr8	100145001	100510000	365000	20000	10.400684931506849	95.0%	0.032	2.0561677847687645	0.033	2.0561677847687645	10.400684931506849	3037	1.8629369368254274	2175.9103422120993
chr2	18360001	18380000	chr2	18135001	18380000	245000	20000	16.193877551020407	98.0%	0.029	2.0525584049388894	0.03	2.0525584049388894	16.193877551020407	3174	1.9368861069258214	1518.518707829844
chr3	37440001	37465000	chr3	37440001	37815000	375000	25000	11.272	96.0%	0.027	2.049112177818891	0.028	2.049112177818891	11.272	4227	2.498912131354663	4685.460246289993
chr2	20625001	20640000	chr2	20345001	20640000	295000	15000	12.909604519774012	95.0%	0.033	2.043963466677253	0.034	2.0439634666772535	12.909604519774012	2285	2.291155720431188	1216.6036875489608
chr4	103195001	103225000	chr4	103195001	103930000	735000	30000	6.327664399092971	96.0%	0.068	2.042401512094391	0.073	2.042401512094391	6.327664399092971	5581	2.625106553482869	13892.063881031343
chr6	144925001	144945000	chr6	144575001	144945000	370000	20000	12.219594594594597	96.0%	0.025	2.039096078813137	0.026	2.039096078813137	12.219594594594595	3617	2.7558695796547354	3262.949582311207
chr13	20490001	20510000	chr13	20490001	20855000	365000	20000	9.66095890410959	96.0%	0.078	2.03671131241816	0.08	2.0367113124181597	9.66095890410959	2821	2.507553464887667	2928.8224469887955
chr3	193020001	193045000	chr3	192815001	193045000	230000	25000	17.295652173913044	96.0%	0.0075	2.034000303307497	0.0085	2.034000303307497	17.295652173913044	3978	2.241606572741806	2577.8475586530767
chr2	45630001	45650000	chr2	45630001	46010000	380000	20000	14.894736842105264	96.0%	0.066	2.0330398912305108	0.07100000000000001	2.0330398912305108	14.894736842105264	4528	2.736159464008626	3327.169908234489
chr18	23400001	23425000	chr18	22800001	23425000	625000	25000	6.3984000000000005	95.0%	0.036	2.0305768164123874	0.038	2.0305768164123874	6.3984	3999	2.531597522434399	7911.242257607497
chr6	122710001	122730000	chr6	122480001	122730000	250000	20000	17.45	95.0%	0.022	2.0295119453892907	0.024	2.0295119453892907	17.45	3490	2.245587489196131	1796.469991356905
chr11	114250001	114270000	chr11	113800001	114270000	470000	20000	8.837765957446809	95.0%	0.044	2.026016527881165	0.0455	2.026016527881165	8.837765957446809	3323	2.609967488684084	3925.3911029808623
chr14	102685001	102720000	chr14	102685001	103095000	410000	35000	9.590592334494774	96.0%	0.0715	2.025753238844501	0.0765	2.0257532388445014	9.590592334494774	5505	1.9475649637011971	7825.31602415141
chr5	73585001	73605000	chr5	73585001	73900000	315000	20000	13.238095238095235	95.0%	0.084	2.0256521802098506	0.087	2.0256521802098506	13.238095238095237	3336	2.478673225768926	2498.5026115750775
chr18	3280001	3300000	chr18	3280001	3875000	595000	20000	7.682773109243698	95.0%	0.042	2.025593638343269	0.043	2.025593638343269	7.682773109243698	3657	2.9307470345411484	5580.142353766347
chr9	36990001	37010000	chr9	36990001	37455000	465000	20000	7.809139784946237	95.0%	0.054	2.025054357915427	0.06	2.025054357915427	7.809139784946237	2905	2.3253613024759474	3460.13761808421
chr6	148570001	148590000	chr6	148570001	149030000	460000	20000	10.173913043478262	97.0%	0.051	2.024463875256548	0.053500000000000006	2.024463875256548	10.173913043478262	3744	2.7960629632029534	4115.8046818347475
chr1	24810001	24840000	chr1	24540001	24840000	300000	30000	11.944444444444445	98.0%	0.0245	2.023664087010696	0.0265	2.023664087010696	11.944444444444445	4300	2.0927925105062637	4520.431822693529
chr12	8200001	8235000	chr12	7845001	8235000	390000	35000	12.256410256410255	96.0%	0.0255	2.0201444497539867	0.0275	2.0201444497539867	12.256410256410257	6692	1.403110199105206	5362.687180980097
chr5	168260001	168280000	chr5	168260001	168490000	230000	20000	15.043478260869565	98.0%	0.031	2.019905614168495	0.0345	2.019905614168495	15.043478260869565	2768	2.027897761491696	1492.5327524578884
chr8	66400001	66425000	chr8	66030001	66425000	395000	25000	10.627848101265824	98.0%	0.047	2.0172131737515184	0.052	2.0172131737515184	10.627848101265823	4198	2.208830440880944	4362.440120739864
chr3	120225001	120260000	chr3	120225001	120565000	340000	35000	12.470588235294118	95.0%	0.0725	2.0156622167167844	0.0755	2.0156622167167844	12.470588235294118	5936	2.0877416037938548	6956.355023841124
chr15	90065001	90080000	chr15	89905001	90080000	175000	15000	17.619047619047617	97.0%	0.053	2.0097697164845005	0.058	2.0097697164845005	17.61904761904762	1850	2.218288921620672	698.7610103105117
chr3	190210001	190230000	chr3	190210001	190435000	225000	20000	16.805555555555557	97.0%	0.03	2.008839269235215	0.033	2.008839269235215	16.805555555555557	3025	2.2016758351117547	1585.2066012804632
chr7	24810001	24830000	chr7	24810001	25105000	295000	20000	13.046610169491526	97.0%	0.035	2.0068753206548178	0.039	2.0068753206548178	13.046610169491526	3079	2.883153833932011	2721.6972192318185
chr10	73875001	73895000	chr10	73875001	74115000	240000	20000	14.666666666666666	95.0%	0.0345	2.006595037201375	0.038	2.006595037201375	14.666666666666666	2816	1.9760200132409491	1517.583370169049
chr4	189220001	189240000	chr4	189220001	189935000	715000	20000	7.197552447552448	95.0%	0.026	2.0050575162655946	0.029	2.0050575162655946	7.1975524475524475	4117	1.9800975084250758	4530.463099276573
chr7	141960001	141980000	chr7	141960001	142200000	240000	20000	14.234375	98.0%	0.074	2.004038073937266	0.08	2.004038073937266	14.234375	2733	2.267403254350015	1741.3656993408115
chr5	159145001	159165000	chr5	159145001	159455000	310000	20000	12.741935483870968	96.0%	0.026	2.0032735318180106	0.028999999999999998	2.0032735318180106	12.741935483870968	3160	1.9916959369080123	1975.7623694127483
chr3	159105001	159125000	chr3	158840001	159125000	285000	20000	14.614035087719298	95.0%	0.031	2.0029510088468867	0.033	2.0029510088468867	14.614035087719298	3332	2.072327277222605	1889.9624768270155
chr1	172435001	172460000	chr1	172435001	172680000	245000	25000	14.355102040816323	96.0%	0.036	2.002573923770095	0.038	2.002573923770095	14.355102040816327	3517	2.084464970254424	2553.4695885616693
chr9	121980001	122000000	chr9	121590001	122000000	410000	20000	9.310975609756095	95.0%	0.0515	2.001397828384273	0.054	2.001397828384273	9.310975609756097	3054	2.5027365376572397	3283.590337406298
chr11	44890001	44910000	chr11	44610001	44910000	300000	20000	12.15	95.0%	0.0195	1.9985120410733508	0.022	1.9985120410733508	12.15	2916	2.053597557373928	1971.4536550789708
chr12	117865001	117890000	chr12	117865001	118055000	190000	25000	18.54736842105263	96.0%	0.0365	1.9924998155426363	0.0405	1.9924998155426363	18.54736842105263	3524	1.9995771356538883	1899.5982788711938
chr16	87770001	87790000	chr16	87770001	87925000	155000	20000	19.016129032258064	97.0%	0.023	1.988005260844583	0.024	1.988005260844583	19.016129032258064	2358	2.1974172879218847	1089.918974809255
chr2	172700001	172715000	chr2	172465001	172715000	250000	15000	14.966666666666669	96.0%	0.023	1.9874319681876529	0.025500000000000002	1.9874319681876527	14.966666666666667	2245	2.166135016102491	974.760757246121
chr3	24250001	24270000	chr3	24250001	24690000	440000	20000	10.315340909090908	95.0%	0.093	1.9841295712632117	0.0985	1.9841295712632114	10.315340909090908	3631	2.8073754984157375	3952.7847017693584
chr3	36680001	36700000	chr3	35990001	36700000	710000	20000	7.25	95.0%	0.0165	1.983858671422333	0.0175	1.983858671422333	7.25	4118	2.6557559312227466	6033.877475738081
chr1	51170001	51190000	chr1	50735001	51190000	455000	20000	9.285714285714286	95.0%	0.033	1.98250460447692	0.034	1.9825046044769201	9.285714285714286	3380	2.7154035429736236	3953.627558569596
chr14	22360001	22385000	chr14	22115001	22385000	270000	25000	15.177777777777775	95.0%	0.0315	1.9807265618854304	0.0345	1.9807265618854306	15.177777777777777	4098	2.607935145517025	3520.712446447984
chr6	33230001	33250000	chr6	33100001	33250000	150000	20000	23.891666666666666	97.0%	0.0295	1.9786873545744543	0.0335	1.9786873545744543	23.891666666666666	2867	1.6384871883599852	786.4738504127929
chr15	35275001	35300000	chr15	35275001	35560000	285000	25000	11.817543859649124	96.0%	0.04	1.9767732645434384	0.043	1.9767732645434382	11.817543859649122	3368	2.6556182360955964	3784.2559864362247
chr11	33660001	33685000	chr11	33345001	33685000	340000	25000	12.794117647058822	95.0%	0.024	1.9707974798901189	0.025	1.9707974798901187	12.794117647058824	4350	2.238884154452101	3806.1030625685717
chr12	32910001	32930000	chr12	32750001	32930000	180000	20000	19.49305555555556	96.0%	0.0305	1.9704446619337617	0.0325	1.9704446619337619	19.493055555555557	2807	2.018732577985641	1162.7899649197293
chr2	165005001	165025000	chr2	165005001	165315000	310000	20000	13.830645161290322	97.0%	0.033	1.968294435661177	0.035	1.968294435661177	13.830645161290322	3430	2.4350908375173757	2415.6101108172365
chr8	133425001	133455000	chr8	133115001	133455000	340000	30000	12.348039215686276	95.0%	0.0395	1.9682077914942664	0.043	1.9682077914942662	12.348039215686274	5038	2.2182755920099306	5430.33864924031
chr5	142875001	142900000	chr5	142645001	142900000	255000	25000	16.615686274509805	95.0%	0.033	1.968102825226804	0.036	1.9681028252268036	16.615686274509805	4237	2.790139628436148	3557.4280262560887
chr11	124660001	124680000	chr11	124660001	124845000	185000	20000	20.24324324324324	97.0%	0.007	1.9654120641595565	0.008	1.9654120641595563	20.243243243243242	2996	2.368262242937953	1402.0112478192682
chr2	181695001	181720000	chr2	181060001	181720000	660000	25000	7.474242424242425	95.0%	0.06	1.9522636319354827	0.066	1.9522636319354827	7.474242424242425	4933	2.2351896518358707	7376.125851058374
chr10	99840001	99860000	chr10	99840001	100270000	430000	20000	10.046511627906977	95.0%	0.028	1.9512501771122	0.031	1.9512501771122002	10.046511627906977	3456	2.426931975071052	3339.4583976977674
