chr	pos1	pos2	chr2	pos3	pos4	length	width	Mean	maxpixel	pvalue	Stripiness
chr3	31415001	31450000	chr3	30945001	31450000	505000	35000	9.613861386138613	95.0%	0.631	-2.961305130774442
chr3	30465001	30485000	chr3	30465001	30685000	220000	20000	16.551136363636363	95.0%	0.7295	-1.6779203971856829
chr3	29995001	30030000	chr3	29850001	30030000	180000	35000	16.869047619047617	95.0%	0.8674999999999999	-1.6653000231320765
chr3	30105001	30125000	chr3	30105001	30710000	605000	20000	8.34297520661157	95.0%	0.103	0.34214088679879007
chr3	30220001	30235000	chr3	30220001	30460000	240000	15000	15.409722222222221	95.0%	0.14400000000000002	-1.8779069569002067
chr3	30520001	30535000	chr3	30260001	30535000	275000	15000	14.096969696969696	95.0%	0.855	-2.6086088854625866
chr3	31525001	31560000	chr3	30770001	31560000	790000	35000	5.76130198915009	95.0%	0.9005000000000001	-4.149579016793812
chr3	31985001	32005000	chr3	31985001	32135000	150000	20000	23.275	95.0%	0.6835	-1.6925020072140093
chr3	31490001	31510000	chr3	31075001	31510000	435000	20000	9.968390804597702	95.0%	0.911	-3.514101334061458
chr3	31025001	31060000	chr3	30800001	31060000	260000	35000	15.20054945054945	95.0%	0.9155	-2.012535945121265
chr3	30765001	30785000	chr3	30765001	31775000	1010000	20000	5.089108910891089	95.0%	0.138	2.5641645167955907
chr3	31315001	31335000	chr3	31075001	31335000	260000	20000	15.091346153846153	95.0%	0.9385	-2.631983667116089
chr3	31340001	31370000	chr3	31185001	31370000	185000	30000	20.03153153153153	95.0%	0.645	-1.519442579489438
chr3	31375001	31395000	chr3	31035001	31395000	360000	20000	10.024305555555555	95.0%	0.9504999999999999	-3.1606320832925556
chr3	31470001	31490000	chr3	31065001	31490000	425000	20000	10.485294117647058	95.0%	0.811	-3.5222888371054024
chr3	31575001	31600000	chr3	31135001	31600000	465000	25000	9.197849462365593	95.0%	0.906	-2.726501862964481
chr3	31405001	31430000	chr3	31405001	31645000	240000	25000	16.766666666666666	95.0%	0.6060000000000001	-1.7388685279442058
chr3	30930001	30955000	chr3	30930001	31530000	600000	25000	7.390000000000001	95.0%	0.724	-1.8492747330894426
chr3	31820001	31855000	chr3	31820001	32115000	295000	35000	13.263922518159806	95.0%	0.441	-0.8847777519068997
chr3	32480001	32505000	chr3	32305001	32505000	200000	25000	16.884999999999998	95.0%	0.5135	-0.9143942921744735
chr3	31760001	31785000	chr3	31605001	31785000	180000	25000	18.916666666666664	95.0%	0.053	0.21509979098034704
chr3	32160001	32175000	chr3	31735001	32175000	440000	15000	7.333333333333333	95.0%	0.939	-3.0805006641457493
chr3	32120001	32150000	chr3	31660001	32150000	490000	30000	8.97108843537415	95.0%	0.0335	1.5969984170711145
chr3	32395001	32415000	chr3	32185001	32415000	230000	20000	14.266304347826088	95.0%	0.7795	-1.681878432984567
chr3	32620001	32635000	chr3	32165001	32635000	470000	15000	7.843971631205673	95.0%	0.9775	-4.237582898920707
chr3	32650001	32675000	chr3	32175001	32675000	500000	25000	8.145999999999999	95.0%	0.05	0.9171621463441907
chr3	32285001	32315000	chr3	32285001	32485000	200000	30000	17.974999999999998	95.0%	0.0675	-0.2606554046709889
chr3	32475001	32495000	chr3	32475001	32775000	300000	20000	12.079166666666667	95.0%	0.877	-2.1685755849931616
chr3	33375001	33395000	chr3	33375001	33605000	230000	20000	15.516304347826088	95.0%	0.843	-0.9525299910236623
chr3	34315001	34335000	chr3	33955001	34335000	380000	20000	14.973684210526315	95.0%	0.4655	-2.3736331939020823
chr3	32720001	32735000	chr3	32720001	32905000	185000	15000	15.729729729729728	95.0%	0.618	-1.0595235362499673
chr3	32910001	32945000	chr3	32525001	32945000	420000	35000	9.528911564625849	95.0%	0.0595	1.1928778602682124
chr3	32510001	32535000	chr3	32510001	32920000	410000	25000	10.251219512195123	95.0%	0.089	0.3534498994363939
chr3	34095001	34115000	chr3	34095001	34490000	395000	20000	9.64873417721519	95.0%	0.676	-1.6930145552249531
chr3	34120001	34145000	chr3	34120001	34490000	370000	25000	10.867567567567567	95.0%	0.539	-1.5307813316583498
chr3	33700001	33715000	chr3	33120001	33715000	595000	15000	7.703081232492997	95.0%	0.831	-3.153541910351934
chr3	33770001	33790000	chr3	33080001	33790000	710000	20000	6.720070422535211	95.0%	0.063	1.1480662007506712
chr3	34540001	34560000	chr3	34105001	34560000	455000	20000	8.607142857142858	95.0%	0.785	-2.218541758224693
chr3	35000001	35015000	chr3	34755001	35015000	260000	15000	12.326923076923078	95.0%	0.688	-1.2759017257249954
chr3	34605001	34640000	chr3	34375001	34640000	265000	35000	13.827493261455526	95.0%	0.733	-1.3518779222844945
chr3	33870001	33885000	chr3	33870001	34645000	775000	15000	5.036559139784946	95.0%	0.626	-2.977765130824364
chr3	34280001	34305000	chr3	34280001	34740000	460000	25000	14.117391304347825	95.0%	0.3575	-1.2652463856713863
chr3	34310001	34330000	chr3	34310001	34740000	430000	20000	13.366279069767442	95.0%	0.348	-2.69338574047732
chr3	34525001	34550000	chr3	34525001	34860000	335000	25000	11.614925373134328	95.0%	0.862	-1.313242911466648
chr3	34405001	34430000	chr3	34065001	34430000	365000	25000	7.397260273972603	95.0%	0.964	-2.1336002175125386
chr3	35450001	35480000	chr3	35170001	35480000	310000	30000	10.655913978494624	95.0%	0.91	-1.7243407212007489
chr3	35515001	35535000	chr3	35355001	35535000	180000	20000	16.881944444444443	95.0%	0.65	-1.5188759438987136
chr3	35950001	35965000	chr3	35950001	36605000	655000	15000	5.699745547073792	95.0%	0.67	-2.3728663113782855
chr3	36200001	36220000	chr3	36200001	36575000	375000	20000	10.43	95.0%	0.639	-2.2808946589115107
chr3	36225001	36245000	chr3	36225001	36575000	350000	20000	9.360714285714286	95.0%	0.9195	-2.9674821081980585
chr3	35670001	35700000	chr3	35670001	35885000	215000	30000	16.887596899224807	95.0%	0.554	-0.9059328394879419
chr3	36310001	36335000	chr3	36310001	36695000	385000	25000	9.654545454545454	95.0%	0.847	-2.521632321449458
chr3	36150001	36165000	chr3	35970001	36165000	195000	15000	15.769230769230768	95.0%	0.868	-1.4232481332261213
chr3	36680001	36700000	chr3	35990001	36700000	710000	20000	7.25	95.0%	0.0165	1.983858671422333
chr3	36040001	36070000	chr3	35855001	36070000	215000	30000	14.201550387596898	95.0%	0.606	-1.2738812682944125
chr3	36555001	36590000	chr3	36145001	36590000	445000	35000	9.434991974317816	95.0%	0.846	-2.0116971834601385
chr3	36595001	36620000	chr3	36260001	36620000	360000	25000	9.930555555555555	95.0%	0.8905000000000001	-1.6766608019671063
chr3	36710001	36725000	chr3	36240001	36725000	485000	15000	7.243986254295533	95.0%	0.929	-3.1630054917596238
chr3	35645001	35665000	chr3	35645001	35850000	205000	20000	15.847560975609756	95.0%	0.672	-1.2807587962361529
chr3	36965001	36985000	chr3	36770001	36985000	215000	20000	14.94186046511628	95.0%	0.57	-0.8723648030077737
chr3	37290001	37310000	chr3	37290001	37845000	555000	20000	7.452702702702703	95.0%	0.684	-1.1501748076096445
chr3	37585001	37610000	chr3	37365001	37610000	245000	25000	14.375510204081632	95.0%	0.877	-1.4085196345139173
chr3	37250001	37285000	chr3	37250001	37840000	590000	35000	6.876513317191283	95.0%	0.935	-1.9596253664702337
chr3	38100001	38125000	chr3	38100001	38350000	250000	25000	13.719999999999999	95.0%	0.2545	-0.7171799787491739
chr3	37795001	37820000	chr3	37350001	37820000	470000	25000	8.546808510638296	95.0%	0.933	-2.796008286961652
chr3	37270001	37290000	chr3	37065001	37290000	225000	20000	14.855555555555556	95.0%	0.78	-1.1342184563933415
chr3	37195001	37215000	chr3	36785001	37215000	430000	20000	9.037790697674419	95.0%	0.309	-0.47238637721317855
chr3	37705001	37735000	chr3	37300001	37735000	435000	30000	9.71647509578544	95.0%	0.953	-5.439113524858218
chr3	37840001	37855000	chr3	37235001	37855000	620000	15000	5.607526881720431	95.0%	0.9435	-2.9198115894930936
chr3	39300001	39320000	chr3	39070001	39320000	250000	20000	13.325	95.0%	0.9555	-3.2303169996698733
chr3	38705001	38725000	chr3	38705001	39045000	340000	20000	10.772058823529411	95.0%	0.913	-3.107986272674575
chr3	38770001	38805000	chr3	38770001	38950000	180000	35000	19.58730158730159	95.0%	0.6910000000000001	-1.7188359866880976
chr3	38485001	38510000	chr3	38485001	39040000	555000	25000	6.8882882882882885	95.0%	0.787	-1.9175413248711564
chr3	38680001	38715000	chr3	38490001	38715000	225000	35000	15.380952380952381	95.0%	0.873	-2.108686602142226
chr3	38685001	38705000	chr3	38685001	39045000	360000	20000	10.753472222222221	95.0%	0.41900000000000004	-0.6969472245380288
chr3	39505001	39530000	chr3	39505001	39725000	220000	25000	16.136363636363637	95.0%	0.6639999999999999	-0.9398699622708945
chr3	38510001	38535000	chr3	38510001	38715000	205000	25000	17.082926829268295	95.0%	0.033	1.0177307358959293
chr3	38925001	38950000	chr3	38670001	38950000	280000	25000	11.346428571428572	95.0%	0.9415	-2.575294931290545
chr3	40310001	40330000	chr3	39655001	40330000	675000	20000	5.014814814814815	95.0%	0.775	-1.1219164378293172
chr3	38730001	38765000	chr3	38730001	39040000	310000	35000	13.260368663594472	95.0%	0.694	-1.9797955753350471
chr3	39135001	39155000	chr3	39135001	39295000	160000	20000	15.6796875	95.0%	0.9975	-3.101811573609458
chr3	40030001	40060000	chr3	39675001	40060000	385000	30000	8.554112554112555	95.0%	0.931	-2.3703248994438137
chr3	40165001	40185000	chr3	39635001	40185000	550000	20000	7.445454545454545	95.0%	0.0865	0.7151050308555592
chr3	40560001	40580000	chr3	40560001	41250000	690000	20000	4.9855072463768115	95.0%	0.845	-1.9727888843050714
chr3	39990001	40020000	chr3	39670001	40020000	350000	30000	10.28095238095238	95.0%	0.582	-1.3524651062535527
chr3	39810001	39830000	chr3	39580001	39830000	250000	20000	12.315	95.0%	0.773	-1.3554417160069454
chr3	40065001	40085000	chr3	39750001	40085000	335000	20000	10.119402985074627	95.0%	0.931	-1.727289284821548
chr3	39660001	39685000	chr3	39660001	39860000	200000	25000	16.11	95.0%	0.6615	-0.9097843343676624
chr3	41650001	41665000	chr3	41650001	41885000	235000	15000	13.659574468085106	95.0%	0.709	-1.4259565942603807
chr3	41185001	41205000	chr3	40985001	41205000	220000	20000	16.107954545454547	95.0%	0.15150000000000002	-0.4313187825085507
chr3	41675001	41700000	chr3	41450001	41700000	250000	25000	12.216	95.0%	0.9119999999999999	-1.9582410769077652
chr3	41705001	41725000	chr3	41450001	41725000	275000	20000	11.968181818181819	95.0%	0.569	-1.4191998095799097
chr3	41730001	41765000	chr3	41430001	41765000	335000	35000	10.712153518123667	95.0%	0.579	-1.3240208626382244
chr3	41550001	41575000	chr3	41250001	41575000	325000	25000	10.495384615384616	95.0%	0.871	-1.4062252203759205
chr3	41860001	41885000	chr3	40675001	41885000	1210000	25000	3.8462809917355374	95.0%	0.031	-0.11408704392807072
chr3	40690001	40710000	chr3	40690001	41075000	385000	20000	9.558441558441558	95.0%	0.815	-1.8953065305072987
chr3	41460001	41495000	chr3	41460001	41860000	400000	35000	8.975	95.0%	0.831	-2.066309286964461
chr3	41500001	41525000	chr3	41500001	41860000	360000	25000	10.405555555555555	95.0%	0.763	-1.7226126305507161
chr3	41440001	41470000	chr3	41180001	41470000	290000	30000	11.563218390804598	95.0%	0.764	-1.0742243028573477
chr3	41830001	41855000	chr3	41175001	41855000	680000	25000	5.088235294117647	95.0%	0.9355	-3.1860412050337796
chr3	41075001	41090000	chr3	41075001	41200000	125000	15000	25.253333333333334	95.0%	0.938	-1.3835366134632632
chr3	42545001	42560000	chr3	42545001	42745000	200000	15000	14.950000000000001	95.0%	0.5794999999999999	-1.0346179434532583
chr3	42085001	42110000	chr3	41880001	42110000	230000	25000	16.008695652173913	95.0%	0.0345	2.605739142099547
chr3	42465001	42485000	chr3	42260001	42485000	225000	20000	14.472222222222221	95.0%	0.931	-2.48940388068821
chr3	42570001	42590000	chr3	42115001	42590000	475000	20000	7.589473684210526	95.0%	0.893	-2.7842748211934834
chr3	43375001	43400000	chr3	42995001	43400000	405000	25000	9.48641975308642	95.0%	0.44	-1.0487109531080208
chr3	42240001	42260000	chr3	42240001	42560000	320000	20000	11.94921875	95.0%	0.047	0.6814464214357032
chr3	43530001	43550000	chr3	43530001	44245000	715000	20000	6.3024475524475525	95.0%	0.019	3.714694100171734
chr3	43150001	43170000	chr3	42945001	43170000	225000	20000	14.033333333333333	95.0%	0.707	-1.0346512436232347
chr3	43860001	43880000	chr3	43860001	44200000	340000	20000	9.908088235294118	95.0%	0.964	-3.126306194211712
chr3	42940001	42955000	chr3	42940001	43430000	490000	15000	7.578231292517007	95.0%	0.75	-2.4079987255109114
chr3	43505001	43525000	chr3	43505001	44120000	615000	20000	6.012195121951219	95.0%	0.931	-2.297076054919856
chr3	42915001	42940000	chr3	42915001	43560000	645000	25000	6.091472868217054	95.0%	0.959	-3.816709387978548
chr3	44485001	44515000	chr3	44485001	44915000	430000	30000	8.094961240310077	95.0%	0.938	-2.177945146006287
chr3	44380001	44400000	chr3	44380001	44600000	220000	20000	13.977272727272727	95.0%	0.859	-1.0312660318227618
chr3	44405001	44425000	chr3	44405001	44650000	245000	20000	11.994897959183673	95.0%	0.965	-1.2842199700235348
chr3	44745001	44760000	chr3	44575001	44760000	185000	15000	15.009009009009008	95.0%	0.721	-1.3125312774029014
chr3	44920001	44935000	chr3	44580001	44935000	355000	15000	9.464788732394366	95.0%	0.606	-0.8649276151827212
chr3	45845001	45865000	chr3	45515001	45865000	350000	20000	10.678571428571429	95.0%	0.8594999999999999	-2.305839086115405
chr3	44520001	44540000	chr3	44520001	45035000	515000	20000	7.813106796116505	95.0%	0.069	1.117844626649925
chr3	44545001	44565000	chr3	44545001	45035000	490000	20000	8.160714285714286	95.0%	0.896	-3.0080448932299984
chr3	45035001	45055000	chr3	45035001	45505000	470000	20000	8.88031914893617	95.0%	0.036500000000000005	1.3061126784571409
chr3	45670001	45690000	chr3	45200001	45690000	490000	20000	7.6479591836734695	95.0%	0.7695000000000001	-1.5132880664022754
chr3	45495001	45525000	chr3	45495001	46080000	585000	30000	6.888888888888889	95.0%	0.1	0.07844621718590722
chr3	46080001	46105000	chr3	46080001	46435000	355000	25000	12.014084507042252	95.0%	0.035	1.123406917061565
chr3	45655001	45685000	chr3	45655001	45935000	280000	30000	11.880952380952381	95.0%	0.671	-1.5976588752034742
chr3	46160001	46185000	chr3	46160001	46370000	210000	25000	14.295238095238096	95.0%	0.961	-2.041966897654166
chr3	46210001	46230000	chr3	46210001	46475000	265000	20000	14.316037735849056	95.0%	0.192	-0.2990305253854638
chr3	46455001	46470000	chr3	46455001	46650000	195000	15000	16.854700854700855	95.0%	0.65	-1.3809754005154449
chr3	46185001	46205000	chr3	46185001	46435000	250000	20000	14.41	95.0%	0.8365	-1.9727655596228773
chr3	45870001	45895000	chr3	45515001	45895000	380000	25000	10.463157894736842	95.0%	0.965	-2.5085697490788696
chr3	47220001	47245000	chr3	47075001	47245000	170000	25000	19.77647058823529	95.0%	0.6755	-0.7875421185928267
chr3	47355001	47375000	chr3	46810001	47375000	565000	20000	6.539823008849558	95.0%	0.229	-0.5570423431944861
chr3	47805001	47825000	chr3	47385001	47825000	440000	20000	7.096590909090909	95.0%	0.951	-2.1632176718785305
chr3	47780001	47800000	chr3	47375001	47800000	425000	20000	7.273529411764706	95.0%	0.261	-0.5924121662086232
chr3	48225001	48260000	chr3	48225001	48440000	215000	35000	15.926910299003323	95.0%	0.948	-1.7351876349268365
chr3	47380001	47400000	chr3	46770001	47400000	630000	20000	4.948412698412699	95.0%	0.967	-2.5634402360222426
chr3	48045001	48080000	chr3	47865001	48080000	215000	35000	15.388704318936878	95.0%	0.906	-2.1097656855255233
chr3	47585001	47620000	chr3	47585001	47775000	190000	35000	21.601503759398497	95.0%	0.7225	-1.1361336246835434
chr3	47810001	47830000	chr3	47810001	47985000	175000	20000	16.414285714285715	95.0%	0.851	-1.1163133828827518
chr3	48135001	48155000	chr3	47795001	48155000	360000	20000	10.5625	95.0%	0.0995	1.0589598259897743
chr3	48450001	48485000	chr3	48185001	48485000	300000	35000	9.814285714285715	95.0%	0.9655	-1.8364897443269914
chr3	48005001	48040000	chr3	47805001	48040000	235000	35000	15.44984802431611	95.0%	0.924	-1.914053225303757
chr3	49435001	49455000	chr3	48975001	49455000	480000	20000	7.125	95.0%	0.2415	0.2613071263381657
chr3	47790001	47810000	chr3	47790001	48115000	325000	20000	8.573076923076924	95.0%	0.899	-1.2653596698601177
chr3	49400001	49435000	chr3	48995001	49435000	440000	35000	7.711038961038961	95.0%	0.817	-1.6109808047972256
chr3	48670001	48695000	chr3	48670001	48965000	295000	25000	10.515254237288136	95.0%	0.612	-0.9627139891606735
chr3	49690001	49720000	chr3	49690001	49835000	145000	30000	18.22413793103448	95.0%	0.705	-1.205100616634781
chr3	49480001	49500000	chr3	49480001	49660000	180000	20000	18.27777777777778	95.0%	0.8105	-0.8956496391097704
chr3	48990001	49010000	chr3	48705001	49010000	305000	20000	9.295081967213115	95.0%	0.952	-1.5636081504458357
chr3	49730001	49755000	chr3	49545001	49755000	210000	25000	14.876190476190477	95.0%	0.7585	-0.3705598834392906
chr3	49920001	49935000	chr3	49735001	49935000	200000	15000	14.166666666666666	95.0%	0.6114999999999999	-0.5276465525699015
chr3	50950001	50965000	chr3	50690001	50965000	275000	15000	12.357575757575757	95.0%	0.491	-0.8200624376897027
chr3	51240001	51275000	chr3	51065001	51275000	210000	35000	14.292517006802722	95.0%	0.9335	-2.008950030743985
chr3	50925001	50960000	chr3	50925001	51240000	315000	35000	11.54875283446712	95.0%	0.617	-1.0590144905237289
chr3	50965001	50990000	chr3	50965001	51240000	275000	25000	8.989090909090908	95.0%	0.913	-1.9551061152665092
chr3	49725001	49740000	chr3	49725001	50055000	330000	15000	11.111111111111112	95.0%	0.6375	-0.978643933510712
chr3	49815001	49840000	chr3	49815001	50065000	250000	25000	12.872	95.0%	0.477	-0.9797931630034712
chr3	50075001	50110000	chr3	49765001	50110000	345000	35000	10.269151138716357	95.0%	0.671	-1.0943257279756735
chr3	50520001	50545000	chr3	50360001	50545000	185000	25000	15.32972972972973	95.0%	0.15	0.189712632078259
chr3	50330001	50345000	chr3	50330001	50610000	280000	15000	9.136904761904761	95.0%	0.8394999999999999	-0.7274144372255191
chr3	51145001	51180000	chr3	51045001	51180000	135000	35000	22.285714285714285	95.0%	0.704	-1.1276405570648083
chr3	51090001	51120000	chr3	50670001	51120000	450000	30000	8.1	95.0%	0.9475	-2.362701907113492
chr3	51290001	51310000	chr3	51090001	51310000	220000	20000	14.414772727272727	95.0%	0.7335	-1.585070620640257
chr3	52685001	52705000	chr3	52455001	52705000	250000	20000	14.49	95.0%	0.9075	-1.8891599026171197
chr3	51990001	52005000	chr3	51990001	52240000	250000	15000	12.013333333333334	95.0%	0.1465	-0.22345080826686492
chr3	52280001	52315000	chr3	52110001	52315000	205000	35000	13.961672473867596	95.0%	0.968	-1.474195915345768
chr3	52320001	52345000	chr3	52110001	52345000	235000	25000	13.527659574468085	95.0%	0.131	0.36127358880356714
chr3	52705001	52730000	chr3	52455001	52730000	275000	25000	11.658181818181818	95.0%	0.951	-2.2007754199854888
chr3	52410001	52445000	chr3	52410001	52760000	350000	35000	9.561224489795919	95.0%	0.541	-0.6584954453473032
chr3	53710001	53730000	chr3	53285001	53730000	445000	20000	8.519662921348315	95.0%	0.88	-2.1378636090509304
chr3	54340001	54370000	chr3	54170001	54370000	200000	30000	16.900000000000002	95.0%	0.39049999999999996	-0.2365046038713491
chr3	54155001	54175000	chr3	53955001	54175000	220000	20000	13.954545454545455	95.0%	0.6405000000000001	-1.0913873926162203
chr3	52700001	52725000	chr3	52700001	53045000	345000	25000	9.942028985507246	95.0%	0.935	-1.8725374950319815
chr3	53370001	53390000	chr3	53370001	53920000	550000	20000	7.4	95.0%	0.076	0.7104220344264583
chr3	53065001	53085000	chr3	52765001	53085000	320000	20000	10.64453125	95.0%	0.761	-0.9953102042538999
chr3	53215001	53245000	chr3	53100001	53245000	145000	30000	19.155172413793103	95.0%	0.961	-1.6536419739694705
chr3	53835001	53850000	chr3	53375001	53850000	475000	15000	6.614035087719298	95.0%	0.894	-1.3455506472062284
chr3	53345001	53365000	chr3	53345001	53720000	375000	20000	7.8966666666666665	95.0%	0.941	-2.7681815990600933
chr3	53705001	53720000	chr3	53705001	53840000	135000	15000	20.567901234567902	95.0%	0.714	-1.124909474197277
chr3	53520001	53550000	chr3	53520001	53720000	200000	30000	18.3875	95.0%	0.517	-1.0467863774716595
chr3	53690001	53710000	chr3	53520001	53710000	190000	20000	17.217105263157894	95.0%	0.7415	-1.0187857270565546
chr3	55085001	55120000	chr3	54845001	55120000	275000	35000	11.807792207792208	95.0%	0.662	-1.0415394749813938
chr3	53930001	53965000	chr3	53930001	54475000	545000	35000	7.148099606815203	95.0%	0.09	0.4554341034124068
chr3	54680001	54695000	chr3	54570001	54695000	125000	15000	23.746666666666666	95.0%	0.938	-0.9354081707819137
chr3	54440001	54470000	chr3	54440001	54905000	465000	30000	6.924731182795699	95.0%	0.956	-2.0966340114987614
chr3	54385001	54420000	chr3	53980001	54420000	440000	35000	6.297077922077922	95.0%	0.956	-1.867056356874252
chr3	55040001	55075000	chr3	54830001	55075000	245000	35000	11.166180758017493	95.0%	0.88	-1.4229891035269284
chr3	54365001	54400000	chr3	54365001	54850000	485000	35000	5.748159057437408	95.0%	0.958	-2.09181858402503
chr3	54405001	54435000	chr3	54405001	54925000	520000	30000	7.185897435897435	95.0%	0.0955	0.9366405247915648
chr3	56240001	56255000	chr3	55885001	56255000	370000	15000	9.274774774774775	95.0%	0.2445	-0.3038341452494399
chr3	55400001	55420000	chr3	54835001	55420000	585000	20000	6.4252136752136755	95.0%	0.307	-0.8697877738740427
chr3	55885001	55905000	chr3	54820001	55905000	1085000	20000	3.9735023041474653	95.0%	0.202	-1.0328833803173423
chr3	55410001	55425000	chr3	55410001	55890000	480000	15000	6.534722222222222	95.0%	0.9155	-1.7041923147476759
chr3	55425001	55455000	chr3	55225001	55455000	230000	30000	13.543478260869565	95.0%	0.6265000000000001	-0.7810726981567935
chr3	55475001	55495000	chr3	54825001	55495000	670000	20000	4.123134328358209	95.0%	0.928	-1.3584332385907059
chr3	55710001	55725000	chr3	55710001	55895000	185000	15000	15.954954954954955	95.0%	0.719	-0.8236039352912132
chr3	55130001	55150000	chr3	54850001	55150000	300000	20000	7.795833333333333	95.0%	0.95	-1.8635886303399885
chr3	55730001	55755000	chr3	55445001	55755000	310000	25000	10.748387096774193	95.0%	0.6775	-1.074400427727414
chr3	54855001	54875000	chr3	54855001	56305000	1450000	20000	3.206896551724138	95.0%	0.573	-4.753771370663823
chr3	55220001	55250000	chr3	55220001	55410000	190000	30000	16.105263157894736	95.0%	0.7304999999999999	-1.054041461691055
chr3	55845001	55880000	chr3	55845001	56210000	365000	35000	9.729941291585126	95.0%	0.849	-1.0178756237320705
chr3	57570001	57590000	chr3	57360001	57590000	230000	20000	15.081521739130435	95.0%	0.7695000000000001	-1.8006841012450023
chr3	56925001	56955000	chr3	56720001	56955000	235000	30000	14.705673758865247	95.0%	0.922	-2.103056778957401
chr3	57420001	57440000	chr3	57420001	57900000	480000	20000	7.731770833333333	95.0%	0.836	-2.5493470471678124
chr3	57165001	57185000	chr3	57165001	57900000	735000	20000	6.059523809523809	95.0%	0.165	-0.6649529203869887
chr3	57190001	57205000	chr3	57190001	57900000	710000	15000	5.81924882629108	95.0%	0.673	-3.4763924588855954
chr3	57865001	57885000	chr3	57535001	57885000	350000	20000	10.028571428571428	95.0%	0.947	-2.36537887790924
chr3	57385001	57415000	chr3	57385001	57570000	185000	30000	19.47747747747748	95.0%	0.731	-0.6631242547676635
chr3	57945001	57965000	chr3	57945001	58160000	215000	20000	15.244186046511627	95.0%	0.474	-0.7470504273889952
chr3	59205001	59235000	chr3	59205001	59340000	135000	30000	21.574074074074076	95.0%	0.87	-0.9669347920334826
chr3	57740001	57775000	chr3	57620001	57775000	155000	35000	19.06912442396313	95.0%	0.961	-1.8553233557927808
chr3	57970001	57990000	chr3	57970001	58165000	195000	20000	14.621794871794872	95.0%	0.959	-1.222667288655207
chr3	58305001	58330000	chr3	58305001	58635000	330000	25000	11.781818181818181	95.0%	0.0455	0.49636951765184456
chr3	58825001	58850000	chr3	58825001	59115000	290000	25000	9.589655172413794	95.0%	0.8374999999999999	-1.4027812857183735
chr3	59820001	59845000	chr3	59205001	59845000	640000	25000	6.4140625	95.0%	0.8714999999999999	-3.025714909627622
chr3	59240001	59265000	chr3	59240001	59580000	340000	25000	10.76764705882353	95.0%	0.698	-1.3592814332603256
chr3	58860001	58895000	chr3	58860001	59060000	200000	35000	16.242857142857144	95.0%	0.676	-0.77583553980288
chr3	59870001	59890000	chr3	59210001	59890000	680000	20000	5.931985294117647	95.0%	0.8385	-2.682190342590128
chr3	60265001	60285000	chr3	59890001	60285000	395000	20000	6.199367088607595	95.0%	0.976	-2.022715479899824
chr3	59500001	59520000	chr3	59500001	59895000	395000	20000	9.009493670886076	95.0%	0.894	-1.4134886270945446
chr3	58735001	58765000	chr3	58735001	58975000	240000	30000	13.538194444444445	95.0%	0.783	-1.390884109562571
chr3	59175001	59195000	chr3	59175001	59415000	240000	20000	13.416666666666666	95.0%	0.7015	-0.8520151703556627
chr3	59530001	59565000	chr3	59530001	59830000	300000	35000	12.049999999999999	95.0%	0.9	-1.4661838295040583
chr3	59570001	59590000	chr3	59570001	59890000	320000	20000	11.17578125	95.0%	0.1355	0.14673958752012503
chr3	60190001	60220000	chr3	60190001	60355000	165000	30000	20.015151515151516	95.0%	0.714	-1.1410751092056415
chr3	60610001	60635000	chr3	60610001	61160000	550000	25000	2.444444444444444	95.0%	0.917	-0.303872211783996
chr3	60355001	60380000	chr3	60355001	60920000	565000	25000	6.542342342342343	95.0%	0.429	-0.5254342466356695
chr3	61045001	61060000	chr3	61045001	61315000	270000	15000	11.75925925925926	95.0%	0.5665	-1.2421116898411253
chr3	60915001	60945000	chr3	60735001	60945000	210000	30000	7.424603174603175	95.0%	0.881	-0.3939957410603516
chr3	61330001	61360000	chr3	61330001	62250000	920000	30000	4.523550724637681	95.0%	0.845	-2.304333417991469
chr3	61860001	61875000	chr3	61860001	62185000	325000	15000	11.85128205128205	95.0%	0.216	-0.9741687052960177
chr3	62060001	62095000	chr3	61905001	62095000	190000	35000	18.51127819548872	95.0%	0.9175	-1.0831673764537382
chr3	62035001	62055000	chr3	61730001	62055000	325000	20000	11.9	95.0%	0.477	-0.8733019913049118
chr3	61520001	61550000	chr3	61520001	62070000	550000	30000	6.934848484848485	95.0%	0.731	-1.5731908378113983
chr3	63130001	63150000	chr3	62735001	63150000	415000	20000	6.659638554216867	95.0%	0.992	-6.184586996415661
chr3	62285001	62315000	chr3	62285001	63325000	1040000	30000	3.84775641025641	95.0%	0.838	-2.526678908210079
chr3	62195001	62215000	chr3	62195001	62660000	465000	20000	7.513440860215054	95.0%	0.5	-0.6722312244909792
chr3	62255001	62280000	chr3	62255001	62635000	380000	25000	5.2973684210526315	95.0%	0.987	-1.7645409319179501
chr3	63625001	63640000	chr3	63420001	63640000	220000	15000	15.795454545454545	95.0%	0.8434999999999999	-1.2059062412824417
chr3	62840001	62870000	chr3	62615001	62870000	255000	30000	11.663398692810459	95.0%	0.698	-1.1966670825590053
chr3	63680001	63715000	chr3	63495001	63715000	220000	35000	15.853896103896105	95.0%	0.818	-1.691328816070438
chr3	63815001	63840000	chr3	63235001	63840000	605000	25000	7.067768595041322	95.0%	0.792	-3.2053246303804004
chr3	65175001	65190000	chr3	64800001	65190000	390000	15000	9.405982905982906	95.0%	0.878	-2.686336431221044
